timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[-0.16652572 -0.60574728],-1.39632,"[-1.46988502 -0.46371107 -0.54231466 -0.41693262  0.78829516 -1.50667288
 -0.77064198 -2.10800641 -0.95650333  1.82256392  0.        ]",[-0.47510356 -0.13428305],"[[ -2.75666045  -2.7941258    0.08982812  -0.17460165]
 [-23.02400318 -18.34921729   0.           0.        ]]",[-0.37327778 -0.37851584],-0.233447959059
11,[-0.13085341 -0.46623123],-1.37926,"[-1.56524327 -0.54830437  0.14745253  0.67880068  0.78829401 -1.50666842
 -0.81461909 -0.53501731 -0.79838076  1.58399872  0.        ]",[-0.50963549 -0.80017081],"[[ -3.23144981  -3.1120194    0.08982812  -0.17460165]
 [-24.44957412  -6.70090113   0.           0.        ]]",[-0.37327778 -0.37851584],-0.199063099118
12,[-0.32367471 -0.47445077],-1.47094,"[-1.33437271 -0.54886534  0.84449022  0.75016515  0.78829285 -1.50666396
 -0.86192253  0.63775029 -0.81179727  1.47292353  0.        ]",[-0.75210665 -1.17138879],"[[ -3.73582521  -3.13227572   0.08982812  -0.17460165]
 [-25.98297338   1.9836942    0.           0.        ]]",[-0.37327778 -0.37851584],-0.187924189587
13,[-0.40438816 -0.45206472],-1.51249,"[-0.76927007 -0.54653936  1.36070657  0.57917638  0.78829169 -1.5066595
 -0.9379163   0.68768334 -0.80279567  1.46314285  0.        ]",[-0.65559092 -0.10214297],"[[ -4.2802007   -3.0837205    0.08982812  -0.17460165]
 [-28.44638504   2.35346549   0.           0.        ]]",[-0.37327778 -0.37851584],-0.186363866948
14,[-0.43067667 -0.44349909],-1.6542,"[ 0.0242696  -0.5417425   1.47876222  0.42973178  0.78829053 -1.50665504
 -1.00061704  0.62680289 -0.80569126  1.42267898  0.        ]",[-0.16921869 -1.90731908],"[[ -4.86952138  -3.04117482   0.08982812  -0.17460165]
 [-30.47890605   1.90263933   0.           0.        ]]",[-0.37327778 -0.37851584],-0.182246987302
15,[-0.39215955 -0.46092471],-1.67419,"[ 0.76597596 -0.53793757  1.08149381  0.34638265  0.78828937 -1.50665057
 -1.00267076  0.46224877 -0.84974277  1.38006093  0.        ]",[ 0.54443503 -1.34477324],"[[ -5.47976808  -3.01737155   0.08982812  -0.17460165]
 [-30.54553701   0.68408733   0.           0.        ]]",[-0.37327778 -0.37851584],-0.180520848006
16,[-0.35471019 -0.52547675],-1.74446,"[ 1.15437123 -0.53637274  0.33824208  0.31646666  0.78828822 -1.50664611
 -0.91751603  0.40309929 -0.91741951  1.37898925  0.        ]",[-0.3250146  -0.50137217],"[[ -6.06298419  -3.00881148   0.08982812  -0.17460165]
 [-27.78527185   0.2460772    0.           0.        ]]",[-0.37327778 -0.37851584],-0.184944392918
17,[-0.30599651 -0.59136903],-1.69953,"[ 1.10737986 -0.53568167 -0.48408625  0.30386522  0.78828706 -1.50664165
 -0.94024373  0.38676175 -0.97577078  1.42255348  0.        ]",[ 0.79047816  0.55629813],"[[ -6.62608195  -3.0052029    0.08982812  -0.17460165]
 [-28.5220486    0.12509768   0.           0.        ]]",[-0.37327778 -0.37851584],-0.193433749156
18,[-0.37846211 -0.67624915],-1.73841,"[ 0.69117511 -0.53048826 -1.12478792  0.21819304  0.7882859  -1.50663719
 -0.82626842  0.68396331 -1.01700411  1.47673236  0.        ]",[-0.23477681  0.19487494],"[[ -7.1594549   -2.98061912   0.08982812  -0.17460165]
 [-24.82754813   2.32593571   0.           0.        ]]",[-0.37327778 -0.37851584],-0.201793648459
19,[-0.38988802 -0.73238587],-1.63091,"[ 0.0737618  -0.51616    -1.44053178  0.03195616  0.78828474 -1.50663273
 -0.83977671  0.78201012 -1.05716752  1.54058726  0.        ]",[ 0.91296751 -0.89998657],"[[ -7.66039972  -2.92681586   0.08982812  -0.17460165]
 [-25.26546517   3.0519982    0.           0.        ]]",[-0.37327778 -0.37851584],-0.211039210951
20,[-0.34011135 -0.74575579],-1.53485,"[-0.56004538 -0.5082331  -1.41433185 -0.05279953  0.78828359 -1.50662826
 -0.71283707  0.29271721 -1.04874592  1.63200847  0.        ]",[-0.05284719 -0.6914856 ],"[[ -8.12442413  -2.90212939   0.08982812  -0.17460165]
 [-21.15071535  -0.57129923   0.           0.        ]]",[-0.37327778 -0.37851584],-0.219575682391
21,[-0.28392011 -0.7124427 ],-1.36412,"[-1.07095009 -0.52030333 -1.12778053  0.08054924  0.78828243 -1.5066238
 -0.70637989 -0.07543791 -0.96418043  1.68640136  0.        ]",[ 0.02141045 -0.56588872],"[[ -8.54533848  -2.94090861   0.08982812  -0.17460165]
 [-20.94143546  -3.2975505    0.           0.        ]]",[-0.37327778 -0.37851584],-0.219584615828
22,[-0.29049003 -0.6501199 ],-1.34448,"[-1.42397841 -0.5372549  -0.65125546  0.33315824  0.78828127 -1.50661934
 -0.69097702  0.03780742 -0.86891194  1.6693966   0.        ]",[ 0.1314057  -0.71850881],"[[ -8.95915876  -3.01358875   0.08982812  -0.17460165]
 [-20.44217786  -2.45895022   0.           0.        ]]",[-0.37327778 -0.37851584],-0.2121255221
23,[-0.38442108 -0.62637466],-1.32727,"[-1.56779443 -0.53985458 -0.08345818  0.38626546  0.78828011 -1.50661488
 -0.66243844  0.39587372 -0.81256547  1.6256981   0.        ]",[ 0.62020849 -0.35138772],"[[ -9.3587207   -3.0287696    0.08982812  -0.17460165]
 [-19.51712158   0.19258941   0.           0.        ]]",[-0.37327778 -0.37851584],-0.204331906061
24,[-0.45286968 -0.59453303],-1.46022,"[-1.51090839 -0.53840917  0.44656074  0.3559294   0.78827896 -1.50661042
 -0.57476346  0.43761606 -0.78148402  1.60190885  0.        ]",[ 0.18827874 -1.50318166],"[[ -9.72054856  -3.02010155   0.08982812  -0.17460165]
 [-16.67514234   0.50170118   0.           0.        ]]",[-0.37327778 -0.37851584],-0.200117074331
25,[-0.49547538 -0.55486351],-1.46338,"[-1.31530376 -0.53699046  0.87403405  0.32814448  0.7882778  -1.50660596
 -0.54158216  0.40981236 -0.75950066  1.57013103  0.        ]",[-1.01995394 -0.49612371],"[[-10.04325999  -3.01215442   0.08982812  -0.17460165]
 [-15.59958511   0.29581402   0.           0.        ]]",[-0.37327778 -0.37851584],-0.195530219613
26,[-0.49934515 -0.51054585],-1.4995,"[-0.9745332  -0.53607765  1.23496844  0.31114916  0.78827664 -1.50660149
 -0.65419759  0.3950911  -0.74754679  1.52458427  0.        ]",[ 0.33822688 -0.47444183],"[[-10.39187808  -3.00728937   0.08982812  -0.17460165]
 [-19.25005947   0.18680406   0.           0.        ]]",[-0.37327778 -0.37851584],-0.189961658141
27,[-0.52860999 -0.49192122],-1.56696,"[-0.51398002 -0.53553705  1.45594828  0.30137603  0.78827548 -1.50659703
 -0.60112843  0.38324533 -0.75144259  1.47233309  0.        ]",[-2.32516787 -0.63081718],"[[-10.75961974  -3.00449033   0.08982812  -0.17460165]
 [-17.52983911   0.09908754   0.           0.        ]]",[-0.37327778 -0.37851584],-0.184501890094
28,[-0.49322638 -0.46910328],-1.61044,"[ 0.01576453 -0.5352921   1.48018017  0.29701958  0.78827433 -1.50659257
 -0.71256502  0.37475301 -0.77417171  1.42200178  0.        ]",[-0.14317531 -1.46653699],"[[-11.14645953  -3.00324234   0.08982812  -0.17460165]
 [-21.1421014    0.0362037    0.           0.        ]]",[-0.37327778 -0.37851584],-0.180350437597
29,[-0.46614501 -0.47335005],-1.57717,"[ 0.5587741  -0.53527875  1.25843068  0.29679353  0.78827317 -1.50658811
 -0.71714018  0.36799869 -0.81714033  1.38258393  0.        ]",[-1.17486585  0.78113797],"[[ -1.15707899e+01  -3.00317765e+00   8.98281236e-02  -1.74601648e-01]
 [ -2.12904375e+01  -1.38100750e-02   0.00000000e+00   0.00000000e+00]]",[-0.37327778 -0.37851584],-0.178734616595
30,[-0.52060246 -0.55982137],-1.73589,"[ 0.99546916 -0.52855881  0.76937731  0.18967807  0.78827201 -1.50658365
 -0.82627427  0.78574243 -0.85943139  1.34463775  0.        ]",[-0.15123639 -1.75157631],"[[-12.032093    -2.97241657   0.08982812  -0.17460165]
 [-24.82806995   3.0796392    0.           0.        ]]",[-0.37327778 -0.37851584],-0.177519698248
31,[-0.36750981 -0.57670903],-1.67583,"[ 1.18675656 -0.52313713  0.06870473  0.1159757   0.78827085 -1.50657919
 -0.82958656  0.24286531 -0.92938931  1.33722775  0.        ]",[ 0.28780731 -0.0229456 ],"[[-12.52973184  -2.95115852   0.08982812  -0.17460165]
 [-24.93547943  -0.94042555   0.           0.        ]]",[-0.37327778 -0.37851584],-0.181616976192
32,[-0.33653173 -0.62189585],-1.74706,"[ 1.05294962 -0.52814009 -0.62472962  0.18366875  0.7882697  -1.50657473
 -0.77920452  0.23318062 -0.99177364  1.40385882  0.        ]",[ 0.18032784 -0.97615899],"[[-13.01205601  -2.97068638   0.08982812  -0.17460165]
 [-23.3023783   -1.01214009   0.           0.        ]]",[-0.37327778 -0.37851584],-0.192755815286
33,[-0.29517648 -0.63869923],-1.76054,"[ 0.66585018 -0.53744652 -1.1469309   0.33698227  0.78826854 -1.50657026
 -0.74294888  0.19205175 -1.00686799  1.49392139  0.        ]",[-0.61929043 -2.18141049],"[[-13.46631335  -3.01468353   0.08982812  -0.17460165]
 [-22.12718331  -1.31670219   0.           0.        ]]",[-0.37327778 -0.37851584],-0.202781303769
34,[-0.29134381 -0.67158306],-1.69109,"[ 0.09339692 -0.53864341 -1.4362365   0.36082215  0.78826738 -1.5065658
 -0.80507482  0.39602796 -0.98494376  1.57015871  0.        ]",[-1.51652687 -1.65448028],"[[-13.92906254  -3.02150074   0.08982812  -0.17460165]
 [-24.141038     0.19376393   0.           0.        ]]",[-0.37327778 -0.37851584],-0.208950694892
35,[-0.25360814 -0.68886721],-1.3813,"[-0.61184657 -0.53758131 -1.39770993  0.33962434  0.78826622 -1.50656134
 -0.9124732   0.41320744 -0.95271867  1.62619072  0.        ]",[ 0.59117545 -0.34230022],"[[-14.446813    -3.01543953   0.08982812  -0.17460165]
 [-27.62240976   0.32098272   0.           0.        ]]",[-0.37327778 -0.37851584],-0.212606972276
36,[-0.31438795 -0.69328463],-1.29015,"[-1.21224801 -0.53646296 -0.98276028  0.31836347  0.78826507 -1.50655688
 -0.82339391  0.40474451 -0.89831446  1.65935312  0.        ]",[-0.70482843  0.1940988 ],"[[-14.97029028  -3.00935561   0.08982812  -0.17460165]
 [-24.73494187   0.25831717   0.           0.        ]]",[-0.37327778 -0.37851584],-0.212759198484
37,[-0.37550983 -0.65323186],-1.28349,"[-1.53758767 -0.53393401 -0.30898557  0.2735891   0.78826391 -1.50655242
 -0.89437505  0.50788072 -0.83722923  1.66476879  0.        ]",[-0.06272795  0.3270522 ],"[[-15.48807487  -2.99652664   0.08982812  -0.17460165]
 [-27.03584478   1.02205302   0.           0.        ]]",[-0.37327778 -0.37851584],-0.209883266982
38,[-0.4969016  -0.61891574],-1.47216,"[-1.50166325 -0.52630424  0.47790297  0.15800041  0.78826275 -1.50654796
 -0.88552063  0.68009519 -0.77202619  1.6520397   0.        ]",[-1.80640654 -1.06220527],"[[-16.02591259  -2.96329056   0.08982812  -0.17460165]
 [-26.74887485   2.29732031   0.           0.        ]]",[-0.37327778 -0.37851584],-0.205106690988
39,[-0.41641846 -0.49629423],-1.49353,"[-1.06250911 -0.52482175  1.16402382  0.13801017  0.78826159 -1.5065435
 -0.99133099  0.13930939 -0.72142262  1.57090691  0.        ]",[-0.12552179 -0.11815617],"[[-16.59530312  -2.95752346   0.08982812  -0.17460165]
 [-30.17877673  -1.70723466   0.           0.        ]]",[-0.37327778 -0.37851584],-0.193736257891
40,[-0.38195083 -0.43792501],-1.55464,"[-0.30299289 -0.5338268   1.49217768  0.27180941  0.78826044 -1.50653904
 -0.98823338  0.08078209 -0.75213513  1.45261599  0.        ]",[-0.3842757  -0.40074102],"[[-17.19787179  -2.99601632   0.08982812  -0.17460165]
 [-30.07842492  -2.14063239   0.           0.        ]]",[-0.37327778 -0.37851584],-0.182418363624
41,[-0.38501683 -0.44042471],-1.62972,"[ 0.50566661 -0.53781738  1.29363807  0.34432052  0.78825928 -1.50653458
 -1.01679733  0.35733525 -0.82292294  1.39101417  0.        ]",[-0.87566402 -0.64052922],"[[-17.80873084  -3.01678304   0.08982812  -0.17460165]
 [-31.0043866   -0.09273826   0.           0.        ]]",[-0.37327778 -0.37851584],-0.179979972104
42,[-0.32540509 -0.48734978],-1.75573,"[ 1.08300978 -0.53726119  0.58096614  0.3335124   0.78825812 -1.50653011
 -1.10481641  0.40503022 -0.89831446  1.37695188  0.        ]",[-0.1186849  -1.74631273],"[[-18.45744573  -3.01369142   0.08982812  -0.17460165]
 [-33.85759827   0.26044849   0.           0.        ]]",[-0.37327778 -0.37851584],-0.183437403829
43,[-0.26260015 -0.56788886],-1.81362,"[ 1.1328098  -0.53643166 -0.39965225  0.31786109  0.78825696 -1.50652565
 -1.09863322  0.39389575 -0.97014748  1.41948723  0.        ]",[-1.22504918 -0.41292765],"[[-19.13258744  -3.00921221   0.08982812  -0.17460165]
 [-33.65724102   0.17800032   0.           0.        ]]",[-0.37327778 -0.37851584],-0.192739018417
44,[-0.21257535 -0.62409556],-1.67225,"[ 0.56612297 -0.53580033 -1.22447552  0.30630213  0.78825581 -1.50652119
 -1.20021899  0.38860443 -1.00459004  1.51086181  0.        ]",[ 0.38021922 -0.95235855],"[[-19.8387719   -3.00590248   0.08982812  -0.17460165]
 [-36.95023243   0.13882088   0.           0.        ]]",[-0.37327778 -0.37851584],-0.204319584069
45,[-0.22160333 -0.67199588],-1.54935,"[-0.37716306 -0.53549455 -1.45473555  0.30081058  0.78825465 -1.50651673
 -1.13120916  0.37506863 -0.97741605  1.60917804  0.        ]",[-0.98485092 -1.7404313 ],"[[-20.55533321  -3.00432959   0.08982812  -0.17460165]
 [-34.71335196   0.03859072   0.           0.        ]]",[-0.37327778 -0.37851584],-0.2124495685
46,[-0.25214541 -0.65864074],-1.30098,"[-1.23812973 -0.53542152 -0.95125582  0.29951665  0.78825349 -1.50651227
 -1.23029953  0.37068371 -0.89809028  1.66337487  0.        ]",[-0.78289254 -0.06966949],"[[ -2.12818284e+01  -3.00395899e+00   8.98281236e-02  -1.74601648e-01]
 [ -3.79254615e+01   6.12314147e-03   0.00000000e+00   0.00000000e+00]]",[-0.37327778 -0.37851584],-0.213177864983
47,[-0.27426767 -0.5572536 ],-1.37681,"[-1.56714253 -0.5352204   0.12217918  0.29595252  0.78825233 -1.50650781
 -1.30275969  0.37896659 -0.8010953   1.63974222  0.        ]",[-0.65056934 -0.54946255],"[[-22.06390492  -3.00293795   0.08982812  -0.17460165]
 [-40.27436526   0.06746094   0.           0.        ]]",[-0.37327778 -0.37851584],-0.205257742726
48,[-0.32415888 -0.45745069],-1.5131,"[-1.05311853 -0.53508324  1.17216757  0.2935405   0.78825118 -1.50650335
 -1.35762274  0.37170461 -0.74548309  1.53829546  0.        ]",[-1.81126354 -0.22076761],"[[ -2.28872365e+01  -3.00224690e+00   8.98281236e-02  -1.74601648e-01]
 [ -4.20528688e+01   1.36886646e-02   0.00000000e+00   0.00000000e+00]]",[-0.37327778 -0.37851584],-0.191361068827
49,[-0.32498398 -0.41312224],-1.5991,"[ 0.0793825  -0.53499091  1.46813627  0.29192695  0.78825002 -1.50649889
 -1.45407953  0.37323618 -0.77695683  1.4165024   0.        ]",[-1.40469379 -0.43813895],"[[ -2.37596660e+01  -3.00178461e+00   8.98281236e-02  -1.74601648e-01]
 [ -4.51796589e+01   2.50328474e-02   0.00000000e+00   0.00000000e+00]]",[-0.37327778 -0.37851584],-0.179934781077
