timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
19,[ 0.47371978 -0.68447077],-0.564765,"[-1.41588969 -0.52392854 -0.65739155 -0.0617676   0.31894091  0.53962465
  0.56237676  0.87489743 -0.51931468 -0.25516397  0.        ]",[-0.6465232 -1.2760134],"[[  3.61490435  -2.89805385   0.03663206   0.06068632]
 [ 19.29231363   3.74648108   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0545907350756
20,[ 0.62327605 -0.67925966],-0.654082,"[-1.12003774 -0.51145866 -1.07621878 -0.17533123  0.31894054  0.5396239
  0.46249714  0.32733483 -0.60968372 -0.27235908  0.        ]",[ 0.40681105 -1.46688106],"[[  3.97123338  -2.86359362   0.03663206   0.06068632]
 [ 16.35042779  -0.28702688   0.           0.        ]]",[-0.32870391 -0.35749659],-0.06576058317
21,[ 0.74291784 -0.65042484],-0.707786,"[-0.72829455 -0.52755051 -1.34798787 -0.02547918  0.31894016  0.53962316
  0.50618819 -0.20937072 -0.62602956 -0.34182006  0.        ]",[ 1.44873805 -0.59886864],"[[  4.31115379  -2.90900124   0.03663206   0.06068632]
 [ 17.63734453  -4.24055924   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0723721671256
22,[ 0.86265695 -0.6162765 ],-0.660132,"[-0.20756425 -0.55442137 -1.46588935  0.33604669  0.31893978  0.53962241
  0.62875699 -0.33832835 -0.5744879  -0.40127203  0.        ]",[ 0.03607691  0.41615585],"[[  4.7001226   -3.0167573    0.03663206   0.06068632]
 [ 21.24756771  -5.19050106   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0718403231109
23,[ 0.88370317 -0.62171209],-0.709202,"[ 0.35789706 -0.55944851 -1.34289821  0.4484794   0.31893941  0.53962167
  0.61933426  0.41104916 -0.56871813 -0.4386607   0.        ]",[-0.03493324 -1.14503895],"[[  5.12229042  -3.04991492   0.03663206   0.06068632]
 [ 20.97005381   0.32962673   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0745620804522
24,[ 0.86727154 -0.62726247],-0.691338,"[ 0.81928448 -0.55742407 -0.98969931  0.39895027  0.31893903  0.53962092
  0.60054384  0.48058185 -0.5832666  -0.49760543  0.        ]",[ 1.672842   -0.15325239],"[[  5.53613885  -3.03532311   0.03663206   0.06068632]
 [ 20.41661881   0.84182809   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0811840416055
25,[ 0.76940531 -0.64649892],-0.695492,"[ 1.12313034 -0.55496962 -0.4234685   0.34684802  0.31893866  0.53962018
  0.72124088  0.45281513 -0.56835335 -0.56353311  0.        ]",[ 0.15545044 -0.81280213],"[[  5.98014064  -3.0199486    0.03663206   0.06068632]
 [ 23.97171025   0.63729537   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0862158881279
26,[ 0.66190475 -0.64838415],-0.6204,"[ 1.16415152 -0.55336156  0.28281324  0.31605798  0.31893828  0.53961944
  0.7260231   0.40796738 -0.52152233 -0.61176477  0.        ]",[ 1.52420728 -0.63378363],"[[  6.46098844  -3.01084965   0.03663206   0.06068632]
 [ 24.11260247   0.30693885   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0876832275106
27,[ 0.5024882  -0.65141124],-0.525966,"[ 0.8665765  -0.55253186  0.97158182  0.30099665  0.31893791  0.53961869
  0.8442361   0.38704672 -0.45559796 -0.62376902  0.        ]",[ 0.76388447 -0.49857983],"[[  6.97817585  -3.00639492   0.03663206   0.06068632]
 [ 27.59453577   0.15283552   0.           0.        ]]",[-0.32870391 -0.35749659],-0.084956597714
28,[ 0.38154316 -0.62369657],-0.446074,"[ 0.21485808 -0.55209474  1.44001733  0.29326647  0.31893753  0.53961795
  0.92836986  0.37727855 -0.38810002 -0.5889227   0.        ]",[ 1.00840146 -0.2897728 ],"[[  7.55493073  -3.00410755   0.03663206   0.06068632]
 [ 30.07269496   0.08088411   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0777742766435
29,[ 0.28610474 -0.59320509],-0.444894,"[-0.64475393 -0.55182817  1.42279542  0.28862089  0.31893716  0.5396172
  1.04257661  0.37365109 -0.34725576 -0.50830925  0.        ]",[ 0.89798765 -0.26285421],"[[  8.19013627  -3.00273261   0.03663206   0.06068632]
 [ 33.43664811   0.05416672   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0669504166374
30,[ 0.27092907 -0.61080915],-0.523332,"[-1.37356086 -0.55166312  0.77999506  0.28577261  0.31893678  0.53961646
  1.14080934  0.37049305 -0.36060467 -0.40728229  0.        ]",[-0.13585137 -1.51118313],"[[  8.88790028e+00  -3.00188951e+00   3.66320587e-02   6.06863248e-02]
 [  3.63301113e+01   3.09072018e-02   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0562112946109
31,[ 0.42572811 -0.63365769],-0.591004,"[-1.54568747 -0.55172731 -0.24183126  0.28689627  0.31893641  0.53961571
  1.09812769  0.36105694 -0.429764   -0.33980678  0.        ]",[ 1.01483338 -1.03089335],"[[  9.60188976  -3.00222227   0.03663206   0.06068632]
 [ 35.07302711  -0.03859811   0.           0.        ]]",[-0.32870391 -0.35749659],-0.0536098970366
32,[ 0.5831396 -0.6735009],-0.651859,"[-1.03407753 -0.55187314 -1.15442089  0.28944264  0.31893603  0.53961497
  1.20897295  0.36187052 -0.52263559 -0.34180978  0.        ]",[ 1.0472055  -1.05057459],"[[  1.03361088e+01  -3.00297615e+00   3.66320587e-02   6.06863248e-02]
 [  3.83379970e+01  -3.26019067e-02   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0618546760884
33,[ 0.63539916 -0.71470976],-0.715604,"[  5.95388965e-04  -5.51971090e-01  -1.45158213e+00   2.91165236e-01
   3.18935656e-01   5.39614225e-01   1.31762308e+00   3.63746935e-01
  -5.94012675e-01  -4.22702869e-01   0.00000000e+00]",[-0.01768412 -1.16538431],"[[  1.11349787e+01  -3.00348613e+00   3.66320587e-02   6.06863248e-02]
 [  4.15383321e+01  -1.87765774e-02   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0755205958372
34,[ 0.64150184 -0.70286459],-0.73818,"[ 0.93793    -0.5520231  -0.8307704   0.29208876  0.31893528  0.53961348
  1.28732422  0.3650175  -0.59221738 -0.54063461  0.        ]",[ 1.53465846 -1.6727412 ],"[[  1.19567924e+01  -3.00375957e+00   3.66320587e-02   6.06863248e-02]
 [  4.06460052e+01  -9.41408034e-03   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0859473022554
35,[ 0.45125425 -0.72482026],-0.619694,"[ 1.14802354 -0.55204783  0.36597906  0.29253527  0.3189349   0.53961274
  1.39442239  0.36569987 -0.51281815 -0.62056957  0.        ]",[-0.15853953 -1.18694595],"[[  1.28013641e+01  -3.00389183e+00   3.66320587e-02   6.06863248e-02]
 [  4.38006488e+01  -4.38432538e-03   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0880293797514
36,[ 0.31093147 -0.68979388],-0.449615,"[ 0.43860049 -0.55205868  1.34160374  0.29273886  0.31893453  0.53961199
  1.34366879  0.36602892 -0.40602978 -0.60457674  0.        ]",[ 0.62860689 -0.05256757],"[[  1.36623792e+01  -3.00395218e+00   3.66320587e-02   6.06863248e-02]
 [  4.23058479e+01  -1.95723606e-03   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0803369628054
37,[ 0.19908521 -0.64205301],-0.488086,"[-0.71135132 -0.55186886  1.39556518  0.28943345  0.31893415  0.53961125
  1.39972823  0.3756048  -0.34632118 -0.50086534  0.        ]",[ 1.95585656 -0.82172691],"[[  1.45250645e+01  -3.00297393e+00   3.66320587e-02   6.06863248e-02]
 [  4.39571795e+01   6.85838161e-02   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0660670005525
38,[ 0.20171845 -0.66584861],-0.53721,"[-1.51633104 -0.55178648  0.42029227  0.28801362  0.31893378  0.5396105
  1.50459961  0.36553436 -0.38111857 -0.37632364  0.        ]",[ 0.71230349 -0.76836321],"[[  1.54352019e+01  -3.00255374e+00   3.66320587e-02   6.06863248e-02]
 [  4.70462685e+01  -5.59352833e-03   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0539950260483
39,[ 0.39588028 -0.71426719],-0.55475,"[-1.2548511  -0.55182037 -0.92259248  0.28861556  0.3189334   0.53960976
  1.56872201  0.3650044  -0.49479342 -0.33288909  0.        ]",[-0.12551013  0.02782987],"[[  1.63950789e+01  -3.00273202e+00   3.66320587e-02   6.06863248e-02]
 [  4.89351355e+01  -9.49409655e-03   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0584862853281
40,[ 0.55412209 -0.74435163],-0.673937,"[-0.08023729 -0.5516225  -1.46120701  0.28520037  0.31893303  0.53960901
  1.5189563   0.38070623 -0.59225892 -0.41509063  0.        ]",[ 1.06391188  0.43009905],"[[  1.73590761e+01  -3.00172111e+00   3.66320587e-02   6.06863248e-02]
 [  4.74694649e+01   1.06171609e-01   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0747093867265
41,[ 0.43996105 -0.78248608],-0.726872,"[ 1.01015524 -0.54760767 -0.70646581  0.22042163  0.31893265  0.53960827
  1.62146606  0.61183872 -0.5924629  -0.57196387  0.        ]",[ 0.65223364 -1.35200057],"[[  1.83387620e+01  -2.98251592e+00   3.66320587e-02   6.06863248e-02]
 [  5.04890372e+01   1.80873683e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0889427153819
42,[ 0.36163127 -0.73914015],-0.596369,"[ 1.00740269 -0.54846197  0.75171143  0.23353763  0.31893228  0.53960753
  1.6751933   0.06970075 -0.46857525 -0.63992486  0.        ]",[-0.00524703 -3.09126216],"[[  1.93644222e+01  -2.98640910e+00   3.66320587e-02   6.06863248e-02]
 [  5.20717566e+01  -2.18473428e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.087429735586
43,[ 0.20517284 -0.6817112 ],-0.415206,"[-0.15621058 -0.55539451  1.50549841  0.3556595   0.3189319   0.53960678
  1.63949031  0.28578572 -0.38190963 -0.55999179  0.        ]",[-0.0687253  -0.58431764],"[[  2.03953079e+01  -3.02255209e+00   3.66320587e-02   6.06863248e-02]
 [  5.10203246e+01  -5.93018373e-01   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0742470245703
44,[ 0.16640209 -0.66663885],-0.40597,"[-1.33580503 -0.5552239   0.84461991  0.352223    0.31893153  0.53960604
  1.595957    0.4164567  -0.36472176 -0.43079819  0.        ]",[-0.40021692  0.97529586],"[[  2.14028510e+01  -3.02153752e+00   3.66320587e-02   6.06863248e-02]
 [  4.97382382e+01   3.69526010e-01   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0590173475859
45,[ 0.20210958 -0.75519252],-0.519969,"[-1.4686663  -0.54600176 -0.53215257  0.19667537  0.31893115  0.53960529
  1.50872704  0.93989425 -0.46636846 -0.31104637  0.        ]",[ 0.10102369  0.21812652],"[[  2.23718387e+01  -2.97546179e+00   3.66320587e-02   6.06863248e-02]
 [  4.71690491e+01   4.22525015e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0539747696406
46,[ 0.27024788 -0.85132867],-0.713561,"[-0.53401513 -0.5186985  -1.41903269 -0.11115429  0.31893078  0.53960455
  1.49058644  1.0460553  -0.66315483 -0.36890837  0.        ]",[-1.20078147 -0.79453012],"[[  2.33098605e+01  -2.88311197e+00   3.66320587e-02   6.06863248e-02]
 [  4.66348711e+01   5.00726356e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0783417087637
47,[ 0.44673991 -0.84001088],-0.809876,"[ 0.62210792 -0.49136074 -1.1793068  -0.3319492   0.3189304   0.5396038
  1.32480626  0.60581701 -0.70194405 -0.62599175  0.        ]",[-0.43911098 -1.62823778],"[[  2.41935653e+01  -2.81550329e+00   3.66320587e-02   6.06863248e-02]
 [  4.17519439e+01   1.76441674e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.10326374874
48,[ 0.51553547 -0.77354276],-0.711586,"[ 1.17426992 -0.49348838 -0.17246251 -0.31653206  0.31893003  0.53960306
  1.23771499  0.06383557 -0.53953271 -0.76446443  0.        ]",[ 0.60568594 -1.98848804],"[[  2.50028663e+01  -2.82027051e+00   3.66320587e-02   6.06863248e-02]
 [  3.91867742e+01  -2.22788686e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.104930680018
49,[ 0.4424856 -0.6812731],-0.488213,"[ 0.88816363 -0.52592447  0.9429228  -0.04177673  0.31892965  0.53960232
  1.29279682 -0.46744353 -0.39623817 -0.68621048  0.        ]",[ 1.58552388 -0.1170169 ],"[[  2.58028808e+01  -2.90409270e+00   3.66320587e-02   6.06863248e-02]
 [  4.08093158e+01  -6.14135651e+00   0.00000000e+00   0.00000000e+00]]",[-0.32870391 -0.35749659],-0.0891323034168
