timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.22422788 -0.49172771],-1.06265,"[-1.08456229  1.09144688  1.2884363  -1.01144513  1.49437076  0.98445335
  1.02825928 -0.69745994 -1.59602915  0.60409447  0.        ]",[ 2.18619443  0.5632919 ],"[[  2.14476747  -0.80747746   0.1737167    0.11083119]
 [ 13.25208211  -6.82766445   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.217847493458
11,[ 0.21097726 -0.4973329 ],-1.2647,"[-1.39779733  0.98686751  0.98288241 -1.16434887  1.49434227  0.98444191
  1.36590506 -0.36917612 -1.87816919  0.47944675  0.        ]",[ 0.23448197 -1.04774842],"[[  2.44687216  -0.92030093   0.1737167    0.11083119]
 [ 16.94612364  -4.46247552   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.253641972874
12,[ 0.223083   -0.49798641],-1.3784,"[-1.63583421  0.85684448  0.52754049 -1.31222668  1.49431377  0.98443048
  1.42020269 -0.90636166 -2.14567673  0.25122676  0.        ]",[-0.16503945 -0.92629061],"[[  2.79175679  -1.04838318   0.1737167    0.11083119]
 [ 17.54041023  -8.33281993   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.288310537053
13,[ 0.23738195 -0.49649304],-1.41489,"[-1.71996882  0.63267041  0.01666805 -1.48428967  1.49428528  0.98441905
  1.32893672 -1.39231815 -2.2823106  -0.01905607  0.        ]",[-0.53204247 -1.34614354],"[[  3.13254973  -1.25016968   0.1737167    0.11083119]
 [ 16.54220166 -11.83417323   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.307481286829
14,[ 0.24932438 -0.49277213],-1.39505,"[-1.65893877  0.30509855 -0.44580857 -1.58839761  1.49425679  0.98440761
  1.10671167 -1.9091165  -2.27561266 -0.24791223  0.        ]",[-0.07114002 -1.19412916],"[[  3.43900412  -1.52421439   0.1737167    0.11083119]
 [ 14.11121737 -15.55795689   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.308602196907
15,[ 0.26027936 -0.48175326],-1.30611,"[-1.49707959 -0.11350148 -0.82848826 -1.4966344   1.4942283   0.98439618
  1.05555448 -2.41571414 -2.15054688 -0.41299606  0.        ]",[ 0.03955888 -0.48940074],"[[  3.71561566  -1.87200167   0.1737167    0.11083119]
 [ 13.55170072 -19.20862877   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.293365394067
16,[ 0.26842272 -0.47153753],-1.19201,"[-1.25342665 -0.53828684 -1.14117686 -1.09828632  1.49419981  0.98438475
  1.04539629 -2.63166625 -1.94438301 -0.540558    0.        ]",[-1.46655753  0.35728263],"[[  3.98553666  -2.27179422   0.1737167    0.11083119]
 [ 13.44071097 -20.76546644   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.267084260682
17,[ 0.27604151 -0.46665737],-1.08015,"[-0.99654465 -0.83745427 -1.34034389 -0.45352176  1.49417132  0.98437332
  0.6592108  -2.37812563 -1.70098821 -0.62763454  0.        ]",[ 0.35570711 -0.76274295],"[[  4.21196322  -2.66877988   0.1737167    0.11083119]
 [  9.21588985 -18.93929587   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.235931878309
18,[ 0.2855252  -0.45967329],-0.980122,"[-0.74534075 -0.96846623 -1.45793206  0.35649569  1.49414284  0.98436189
  0.77126623 -2.17426501 -1.4340562  -0.70569893  0.        ]",[ 0.26467959  1.24710688],"[[  4.40857963  -3.07410412   0.1737167    0.11083119]
 [ 10.44185531 -17.47090227   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.20372367133
19,[ 0.26083568 -0.47660425],-0.971916,"[-0.44949871 -0.97026328 -1.52228636  0.58047662  1.49411436  0.98435046
  0.84823107  0.44524051 -1.36652615 -0.72136761  0.        ]",[-1.1273371   0.32960329],"[[  4.62586812  -3.18144208   0.1737167    0.11083119]
 [ 11.28394251   1.40444855   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.19588654361
20,[ 0.26208708 -0.47841665],-0.998764,"[-0.19438914 -0.97096158 -1.52075796  0.45428186  1.49408587  0.98433903
  0.46590661  0.78357615 -1.42772107 -0.71889958  0.        ]",[-0.95142557 -1.0158766 ],"[[ 4.80958222 -3.12099182  0.1737167   0.11083119]
 [ 7.10136763  3.84243032  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.203777909378
21,[ 0.26875877 -0.4793061 ],-1.04136,"[-0.05304477 -0.96732946 -1.49743413  0.33087556  1.49405739  0.9843276
  0.10871362  0.54863214 -1.47556826 -0.73347991  0.        ]",[-1.35573079  1.70080505],"[[ 4.91240282 -3.06180566  0.1737167   0.11083119]
 [ 3.1937185   2.14954029  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.211128791341
22,[ 0.26117432 -0.48560905],-1.02459,"[-0.02107341 -0.955215   -1.48983873  0.16035941  1.49402892  0.98431617
 -0.25896468  1.09220262 -1.53239588 -0.75757661  0.        ]",[ 3.0496086  -1.60660517],"[[ 4.93591957 -2.97951578  0.1737167   0.11083119]
 [-0.82864048  6.0663954   0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.220326653126
23,[ 0.26780105 -0.48362076],-1.05421,"[ 0.0104548  -0.9355117  -1.4814939  -0.00404007  1.49400044  0.98430474
  0.10443189  0.52603921 -1.58514963 -0.78886799  0.        ]",[ 0.4887911  -1.73696537],"[[ 4.9592341  -2.89911907  0.1737167   0.11083119]
 [ 3.14684415  1.98687029  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.229460130018
24,[ 0.27766854 -0.47919768],-1.03792,"[ 0.11940402 -0.93561378 -1.44597563 -0.00326124  1.49397196  0.98429331
  0.27562264 -0.02892385 -1.58435356 -0.80494622  0.        ]",[ 1.88574344 -0.9421484 ],"[[ 5.0409613  -2.89950328  0.1737167   0.11083119]
 [ 5.0196411  -2.01196222  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.230429914219
25,[ 0.2877863  -0.46916813],-1.02722,"[ 0.29759043 -0.95463875 -1.36345051  0.15470462  1.49394349  0.98428188
  0.62844232 -0.54109324 -1.53716594 -0.79370317  0.        ]",[ 0.06094709 -0.67546873],"[[ 5.18008048 -2.97677045  0.1737167   0.11083119]
 [ 8.87942311 -5.70244817  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.223405317801
26,[ 0.28513181 -0.46727473],-1.02108,"[ 0.50774359 -0.96405823 -1.21941412  0.27235278  1.49391502  0.98427045
  0.63444985  0.18723906 -1.50406774 -0.78587148  0.        ]",[-0.65147232 -1.02728375],"[[ 5.35832919 -3.03365167  0.1737167   0.11083119]
 [ 8.94520062 -0.45443538  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.218496512963
27,[ 0.28889444 -0.46525544],-1.02617,"[ 0.66549951 -0.96343931 -1.06660153  0.26294467  1.49388655  0.98425903
  0.38248025  0.3256134  -1.50631642 -0.80636858  0.        ]",[-0.49849988 -0.28323914],"[[ 5.5095774  -3.02911921  0.1737167   0.11083119]
 [ 6.18878802  0.5426317   0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.220226676084
28,[ 0.29227448 -0.46386394],-1.00816,"[ 0.759904   -0.96178944 -0.94862728  0.23930887  1.49385808  0.9842476
  0.19085937  0.32158613 -1.50871126 -0.8257763   0.        ]",[ 0.92687966 -0.77049331],"[[ 5.61232105 -3.01772072  0.1737167   0.11083119]
 [ 4.09255993  0.51362859  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.221920639519
29,[ 0.29375911 -0.46056628],-1.03819,"[ 0.85399359 -0.96059094 -0.80102163  0.22347107  1.49382961  0.98423617
  0.5189115   0.28763712 -1.50649447 -0.84462899  0.        ]",[-1.36545286 -0.23125126],"[[ 5.7301794  -3.01007411  0.1737167   0.11083119]
 [ 7.68131553  0.26902589  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.222996254585
30,[ 0.2977871  -0.45921701],-1.0137,"[ 0.92843008 -0.95986499 -0.649863    0.21436863  1.49380115  0.98422475
  0.14308067  0.27362159 -1.50126107 -0.86012511  0.        ]",[ 0.24284001 -1.01090528],"[[ 5.8425551  -3.0056762   0.1737167   0.11083119]
 [ 3.56995641  0.16805159  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.22346079773
31,[ 0.29899263 -0.45729798],-0.999319,"[ 0.97196087 -0.95957539 -0.53663563  0.2108996   1.49377268  0.98421332
  0.22450964  0.25459677 -1.49613775 -0.86972774  0.        ]",[ 0.82239973 -1.30142048],"[[ 5.92289185 -3.00399981  0.1737167   0.11083119]
 [ 4.4607516   0.03098334  0.          0.        ]]",[-0.05472111 -0.1390073 ],-0.223520391078
32,[ 0.29947948 -0.45399573],-0.970497,"[ 1.02161163 -0.95952648 -0.35977048  0.21042826  1.49374422  0.98420189
  0.51408683  0.25030337 -1.48680688 -0.88135944  0.        ]",[ 0.34032377 -0.88497777],"[[  6.04389055e+00  -3.00377255e+00   1.73716700e-01   1.10831193e-01]
 [  7.62856182e+00   5.95031277e-05   0.00000000e+00   0.00000000e+00]]",[-0.05472111 -0.1390073 ],-0.223207552706
33,[ 0.30047128 -0.45056581],-0.920268,"[ 1.05734446 -0.95950517 -0.11120579  0.21029808  1.49371576  0.98419047
  0.62345147  0.25088696 -1.47222363 -0.89483749  0.        ]",[ 0.61036773 -0.45161539],"[[  6.20846588e+00  -3.00371024e+00   1.73716700e-01   1.10831193e-01]
 [  8.82498389e+00   4.27573196e-03   0.00000000e+00   0.00000000e+00]]",[-0.05472111 -0.1390073 ],-0.22239294183
34,[ 0.29981688 -0.44637561],-0.868592,"[ 1.05048676 -0.95940423  0.19283278  0.20918761  1.4936873   0.98417904
  0.82838692  0.25513546 -1.45216246 -0.90766665  0.        ]",[-0.13065261  1.06498765],"[[  6.40745948  -3.00317393   0.1737167    0.11083119]
 [ 11.06690407   0.03489853   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.22087662322
35,[ 0.29253131 -0.44630063],-0.853757,"[ 0.98241267 -0.95160722  0.51103827  0.12585203  1.49365884  0.98416762
  0.76107686  0.80458706 -1.41475734 -0.94434203  0.        ]",[ 0.7269895  -0.76961864],"[[  6.62141076  -2.96275464   0.1737167    0.11083119]
 [ 10.33066466   3.99383825   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.219218167417
36,[ 0.29203722 -0.44364759],-0.829668,"[ 0.84008005 -0.9396648   0.83132237  0.02664767  1.49363039  0.9841562
  1.00547651  0.37069854 -1.35798377 -0.97015376  0.        ]",[ 1.15396684 -1.24478198],"[[  6.85484963  -2.91424429   0.1737167    0.11083119]
 [ 13.00432048   0.86762901   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.214577072463
37,[ 0.28999656 -0.4390398 ],-0.798254,"[ 0.56844162 -0.94554895  1.17205465  0.07262689  1.49360193  0.98414477
  1.343844   -0.18118766 -1.32703018 -0.93799227  0.        ]",[ 0.2536104  -0.03204777],"[[  7.15207618  -2.93678842   0.1737167    0.11083119]
 [ 16.70601798  -3.10877549   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.208130693627
38,[ 0.28281021 -0.4368701 ],-0.822671,"[ 0.16175834 -0.95875554  1.43522176  0.20183291  1.49357348  0.98413335
  1.40538371 -0.19022231 -1.33153599 -0.89048086  0.        ]",[ 0.26437893 -1.73656825],"[[  7.49295366  -2.99961703   0.1737167    0.11083119]
 [ 17.3794833   -3.17387904   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.204640228318
39,[ 0.26668054 -0.44009396],-0.757537,"[-0.32059385 -0.96350416  1.53385001  0.26590312  1.49354503  0.98412193
  1.4696079   0.24170396 -1.32804151 -0.85836362  0.        ]",[ 2.07275408 -1.00896736],"[[  7.84759558  -3.03054881   0.1737167    0.11083119]
 [ 18.08234847  -0.06183064   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.201564621678
40,[ 0.24491012 -0.44709396],-0.751013,"[-0.85997876 -0.96257667  1.41808829  0.25223598  1.49351658  0.9841105
  1.79877332  0.31779033 -1.30530937 -0.81615628  0.        ]",[ 0.02696334  1.36438614],"[[  8.24537614  -3.02396153   0.1737167    0.11083119]
 [ 21.68369384   0.48638505   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.195347007444
41,[ 0.21032582 -0.46492931],-0.839488,"[-1.34797088 -0.95402837  1.04531176  0.15021172  1.49348813  0.98409908
  1.76925875  0.86604609 -1.28415103 -0.73396677  0.        ]",[-0.26091556 -0.71129191],"[[  8.67581549  -2.97460018   0.1737167    0.11083119]
 [ 21.36129086   4.43660042   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.186271997568
42,[ 0.20443982 -0.47532734],-0.871112,"[-1.64216123 -0.93980893  0.50822208  0.02818401  1.49345969  0.98408766
  1.63611613  0.46299252 -1.30840827 -0.63664212  0.        ]",[-0.09247709 -0.12354891],"[[  9.08843117  -2.91500455   0.1737167    0.11083119]
 [ 19.90514837   1.53265098   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.182447490397
43,[ 0.20110366 -0.48475912],-0.890058,"[-1.71800777 -0.93244343 -0.07984998 -0.02343246  1.49343124  0.98407624
  1.56658879  0.39093012 -1.37323882 -0.58709489  0.        ]",[ 0.06805102  0.6356331 ],"[[  9.47890615  -2.88956068   0.1737167    0.11083119]
 [ 19.14488683   1.01346782   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.188038082425
44,[ 0.19388458 -0.49492005],-0.899508,"[-1.58995719 -0.91744053 -0.64343619 -0.11452307  1.4934028   0.98406482
  1.55654071  0.73752241 -1.46450277 -0.56041736  0.        ]",[ 0.83686368  0.90759877],"[[  9.86070468  -2.84423623   0.1737167    0.11083119]
 [ 19.03530623   3.51066592   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.199161868682
45,[ 0.18790653 -0.50025505],-0.994499,"[-1.25122722 -0.8732811  -1.14317199 -0.3215219   1.49337436  0.9840534
  1.82489065  1.22674874 -1.61225368 -0.5743803   0.        ]",[-0.18903196 -1.47506851],"[[ 10.27087185  -2.7386567    0.1737167    0.11083119]
 [ 21.97154267   7.03559518   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.220753745513
46,[ 0.2228235 -0.4958497],-1.07509,"[-0.73652771 -0.82016262 -1.46076927 -0.50846671  1.49334592  0.98404198
  1.71663486  0.65795689 -1.74447944 -0.70148275  0.        ]",[-0.2644725  -0.39094205],"[[ 10.69842369  -2.63906181   0.1737167    0.11083119]
 [ 20.78765375   2.93756718   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.246116194645
47,[ 0.252105   -0.48823568],-1.11289,"[-0.1850369  -0.79414035 -1.51956455 -0.58556797  1.49331748  0.98403056
  1.58326016  0.43514874 -1.77324893 -0.87595154  0.        ]",[-0.16946391 -0.54181958],"[[ 11.09953998  -2.59641663   0.1737167    0.11083119]
 [ 19.32886656   1.33229206   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.260520361347
48,[ 0.27359876 -0.48055157],-1.07873,"[ 0.31277555 -0.79104426 -1.35483292 -0.59423512  1.49328905  0.98401914
  1.4869286   0.13382537 -1.72092763 -1.02365793  0.        ]",[ 2.1255973   0.31821411],"[[ 11.47554601  -2.5915527    0.1737167    0.11083119]
 [ 18.27527909  -0.83867847   0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.263888000374
49,[ 0.28219593 -0.47088116],-1.06873,"[ 0.74384736 -0.79355046 -0.97047351 -0.58717937  1.49326061  0.98400772
  1.81569464  0.31114503 -1.61340217 -1.13917128  0.        ]",[ 0.04820117 -0.24284111],"[[ 11.8771449   -2.59550863   0.1737167    0.11083119]
 [ 21.87260469   0.4388823    0.           0.        ]]",[-0.05472111 -0.1390073 ],-0.259600995907
