timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
14,"[ 0.97917824  0.69334051 -0.21770691  1.56053823  1.1799568   0.50048724
 -0.04449663 -1.14530112 -0.29874562  0.12035092  0.        ]","[[-0.17340468  1.25793788  0.1360706   0.05646575]
 [-2.23149214 -5.25612986  0.          0.        ]]",[-0.17319331  1.13582616],-0.0272956477559,[ 0.27387017  0.97958344],[-0.39704382 -0.26268804],-0.0272956477559
15,"[ 0.9639757   0.76794424 -0.29263928  1.50188712  1.17995408  0.50048663
 -0.12130361 -0.51978078 -0.21104358 -0.00217618  0.        ]","[[-0.22447619  1.19358852  0.1360706   0.05646575]
 [-2.87355378 -1.19235081  0.          0.        ]]",[ 0.95322924  0.67782033],-0.026531973046,[ 0.42507851  0.49963981],[-0.39704382 -0.26268804],-0.026531973046
16,"[ 0.95731628  0.76415069 -0.32039601  1.50515266  1.17995135  0.50048603
  0.33663173 -0.10317711 -0.20232237 -0.03233877  0.        ]","[[-0.24353913  1.19689685  0.1360706   0.05646575]
 [ 0.95451223  1.5141725   0.          0.        ]]",[ 0.10906334  1.18081491],-0.0262924997012,[-0.41997281  0.01410997],[-0.39704382 -0.26268804],-0.0262924997012
17,"[ 0.96535372  0.68316034 -0.28656681  1.56761717  1.17994863  0.50048543
  0.38589431  0.50167456 -0.27411961  0.05007621  0.        ]","[[-0.2203175   1.26660629  0.1360706   0.05646575]
 [ 1.36632091  5.44367606  0.          0.        ]]",[-0.62071493 -1.98986224],-0.0236835716792,[-0.77184963 -0.71301728],[-0.39704382 -0.26268804],-0.0236835716792
18,"[ 0.96614459  0.60234175 -0.28302877  1.61656131  1.1799459   0.50048482
  0.08894601 -0.12431123 -0.33461038  0.09118709  0.        ]","[[-0.21789623  1.33467637  0.1360706   0.05646575]
 [-1.11598272  1.37687793  0.          0.        ]]",[-0.08845186 -0.25609519],-0.0229731514112,[-0.16243872 -0.10907477],[-0.39704382 -0.26268804],-0.0229731514112
19,"[ 0.95732367  0.58182524 -0.32034407  1.62694716  1.17994318  0.50048422
  0.04974227 -0.28458276 -0.33232524  0.06038771  0.        ]","[[-0.24350397  1.35176698  0.1360706   0.05646575]
 [-1.44370111  0.33565234  0.          0.        ]]",[ 0.78964735  0.8838123 ],-0.020504824948,[-0.0189618  0.0470925],[-0.39704382 -0.26268804],-0.020504824948
20,"[ 0.95831767  0.531389   -0.31633663  1.64909032  1.17994046  0.50048361
  0.42688463  0.25295908 -0.37113811  0.08527918  0.        ]","[[-0.24074661  1.3935184   0.1360706   0.05646575]
 [ 1.70897414  3.82785741  0.          0.        ]]",[-0.97517705 -0.1923418 ],-0.0210061367992,[-0.85180926 -0.63986379],[-0.39704382 -0.26268804],-0.0210061367992
21,"[ 0.95654714  0.44827344 -0.32342172  1.67529449  1.17993773  0.50048301
 -0.03878704  0.12418444 -0.42961961  0.10808745  0.        ]","[[-0.24562351  1.46168182  0.1360706   0.05646575]
 [-2.18374315  2.9912595   0.          0.        ]]",[ 0.68990986 -0.57282947],-0.0223883283894,[-0.02090845 -0.44797003],[-0.39704382 -0.26268804],-0.0223883283894
22,"[ 0.95055976  0.40352472 -0.34637868  1.68420737  1.17993501  0.50048241
  0.29304819 -0.23414427 -0.45215574  0.09992369  0.        ]","[[-0.26146674  1.49815013  0.1360706   0.05646575]
 [ 0.59018678  0.66333787  0.          0.        ]]",[-0.5224058  -0.43501562],-0.0218659555781,[-0.51962101 -0.23045725],[-0.39704382 -0.26268804],-0.0218659555781
23,"[ 0.94697367  0.40861544 -0.35945324  1.6833676   1.17993228  0.5004818
  0.04437386 -0.50124178 -0.44210488  0.08556903  0.        ]","[[-0.27051981  1.49400678  0.1360706   0.05646575]
 [-1.48856717 -1.07189146  0.          0.        ]]",[ 0.50701214  0.104136  ],-0.0203712254988,[-0.00718366  0.09448478],[-0.39704382 -0.26268804],-0.0203712254988
24,"[ 0.94314727  0.42959849 -0.37291495  1.67943551  1.17992956  0.5004812
  0.28791584 -0.43456513 -0.42012003  0.06515952  0.        ]","[[-0.27986477  1.47691506  0.1360706   0.05646575]
 [ 0.54728458 -0.63872352  0.          0.        ]]",[-1.2116233  -0.06101302],-0.0183178272409,[-0.41046342  0.00760612],[-0.39704382 -0.26268804],-0.0183178272409
25,"[ 0.93053343  0.44806416 -0.41426856  1.67531939  1.17992684  0.50048059
 -0.18678607 -0.4696891  -0.38789667  0.01623107  0.        ]","[[-0.30873325  1.46185117  0.1360706   0.05646575]
 [-3.42090629 -0.86691313  0.          0.        ]]",[ 0.45673043  1.55471969],-0.0142179484159,[ 0.51141787  0.20726401],[-0.39704382 -0.26268804],-0.0142179484159
26,"[ 0.90607023  0.42040101 -0.48443251  1.68124101  1.17992411  0.50047999
  0.03744058  0.14238002 -0.37825598 -0.04660514  0.        ]","[[-0.35834516  1.48440893  0.1360706   0.05646575]
 [-1.54652347  3.10944642  0.          0.        ]]",[-0.19700028 -2.15983486],-0.00917901337353,[ 0.08695854 -0.41457832],[-0.39704382 -0.26268804],-0.00917901337353
27,"[ 0.88472657  0.39356061 -0.53791427  1.68567315  1.17992139  0.50047939
 -0.05207377 -0.47656447 -0.37629536 -0.09285438  0.        ]","[[-0.39678331  1.50625363  0.1360706   0.05646575]
 [-2.29480232 -0.91157848  0.          0.        ]]",[ 1.52006443  0.81088845],-0.00614398852542,[ 0.46885327  0.21808645],[-0.39704382 -0.26268804],-0.00614398852542
28,"[ 0.88136123  0.37614506 -0.54582844  1.68785804  1.17991867  0.50047878
  0.42671065  0.02032597 -0.38564283 -0.09417087  0.        ]","[[-0.40252309  1.52041044  0.1360706   0.05646575]
 [ 1.70750665  2.31650675  0.          0.        ]]",[ 0.7724714  -0.56306762],-0.00522152387488,[-0.54052186 -0.4463703 ],[-0.39704382 -0.26268804],-0.00522152387488
29,"[ 0.91650303  0.34721664 -0.45585267  1.69029758  1.17991594  0.50047818
  0.7884305  -0.33000739 -0.44392619  0.01020786  0.        ]","[[-0.33803482  1.54390515  0.1360706   0.05646575]
 [ 4.73124113  0.04054032  0.          0.        ]]",[-1.90494598  0.44294422],-0.0133570114452,[-1.3299228  -0.34866971],[-0.39704382 -0.26268804],-0.0133570114452
30,"[ 0.94137969  0.3245394  -0.37894251  1.69116863  1.17991322  0.50047757
  0.30376453 -0.06005713 -0.49629983  0.09184342  0.        ]","[[-0.28405959  1.56231178  0.1360706   0.05646575]
 [ 0.67977786  1.79428842  0.          0.        ]]",[-0.97688778  0.5574056 ],-0.0224500727916,[-0.57662094 -0.47100115],[-0.39704382 -0.26268804],-0.0224500727916
31,"[ 0.9302217   0.25348945 -0.41520537  1.6879988   1.1799105   0.50047697
 -0.16038559  0.27430605 -0.53336674  0.07647281  0.        ]","[[-0.30939272  1.61999222  0.1360706   0.05646575]
 [-3.20018801  3.96649912  0.          0.        ]]",[ 0.21887848 -0.41815595],-0.0230764031399,[ 0.18905298 -0.70633107],[-0.39704382 -0.26268804],-0.0230764031399
32,"[ 0.90301477  0.17743846 -0.49244204  1.67463106  1.17990777  0.50047637
 -0.049153    0.00732916 -0.55632014  0.02396949  0.        ]","[[-0.36406729  1.68192005  0.1360706   0.05646575]
 [-2.27036399  2.23207059  0.          0.        ]]",[ 0.28474901 -0.13660832],-0.0208816038596,[ 0.12051585 -0.52676159],[-0.39704382 -0.26268804],-0.0208816038596
33,"[ 0.88417358  0.13007599 -0.53919831  1.66102902  1.17990505  0.50047576
  0.09104858 -0.08276221 -0.5723089  -0.00762409  0.        ]","[[-0.39771574  1.72068908  0.1360706   0.05646575]
 [-1.09838012  1.64678762  0.          0.        ]]",[ 0.2100722  -0.61950633],-0.0204034232981,[-0.04948124 -0.49518687],[-0.39704382 -0.26268804],-0.0204034232981
34,"[ 0.87622809  0.12033985 -0.55764362  1.65772005  1.17990233  0.50047516
  0.19315217 -0.46538269 -0.57188106 -0.02222728  0.        ]","[[-0.41111979  1.72868486  0.1360706   0.05646575]
 [-0.24486763 -0.83892398  0.          0.        ]]",[-0.06295724 -0.24546695],-0.0196218988054,[-0.10915557 -0.13780749],[-0.39704382 -0.26268804],-0.0196218988054
35,"[ 0.8717668   0.1524845  -0.5677086   1.66795889  1.1798996   0.50047455
  0.16394085 -0.61243039 -0.54269717 -0.03981613  0.        ]","[[-0.41846715  1.70232149  0.1360706   0.05646575]
 [-0.4890512  -1.79422937  0.          0.        ]]",[-0.16254397 -0.42717149],-0.0159578996661,[ 0.01441705  0.06412828],[-0.39704382 -0.26268804],-0.0159578996661
36,"[ 0.86171068  0.21680732 -0.58969734  1.68281774  1.17989688  0.50047395
  0.08817553 -0.86730508 -0.48487893 -0.08059721  0.        ]","[[-0.43460283  1.64982361  0.1360706   0.05646575]
 [-1.12239158 -3.45003948  0.          0.        ]]",[ 1.46130665  1.03756231],-0.00840989987253,[ 0.28654677  0.42931789],[-0.39704382 -0.26268804],-0.00840989987253
37,"[ 0.87258403  0.251966   -0.56587097  1.68779585  1.17989415  0.50047335
  0.56420821 -0.24739653 -0.46823338 -0.06835731  0.        ]","[[-0.41712511  1.62122962  0.1360706   0.05646575]
 [ 2.85688603  0.57721118  0.          0.        ]]",[-0.54920759 -0.83172058],-0.00772192389625,[-0.80036795 -0.36933142],[-0.39704382 -0.26268804],-0.00772192389625
38,"[ 0.8929615   0.27857183 -0.51793153  1.69009671  1.17989143  0.50047274
  0.29748691 -0.75602962 -0.46828924 -0.02900461  0.        ]","[[-0.38235754  1.59962013  0.1360706   0.05646575]
 [ 0.62730265 -2.72714157  0.          0.        ]]",[ 0.09380458  0.87975892],-0.0107667933654,[-0.17250761  0.28934199],[-0.39704382 -0.26268804],-0.0107667933654
39,"[ 0.90184798  0.30204153 -0.49544299  1.69108113  1.17988871  0.50047214
  0.34034181 -0.21152065 -0.46032965 -0.01430485  0.        ]","[[-0.36621716  1.5805693   0.1360706   0.05646575]
 [ 0.98553951  0.81026932  0.          0.        ]]",[-0.23979211  0.65512426],-0.011640471894,[-0.43965337 -0.28863358],[-0.39704382 -0.26268804],-0.011640471894
40,"[ 0.90716383  0.25022696 -0.48145422  1.68758244  1.17988598  0.50047154
  0.2244325   0.18532889 -0.50541619  0.01526597  0.        ]","[[-0.35622783  1.62264202  0.1360706   0.05646575]
 [ 0.01662998  3.38840827  0.          0.        ]]",[-0.0955222   0.02576803],-0.0165244227746,[-0.36656597 -0.69128066],[-0.39704382 -0.26268804],-0.0165244227746
41,"[ 0.90533457  0.16661451 -0.48630944  1.67182864  1.17988326  0.50047093
  0.17917192  0.19071696 -0.56748541  0.03206123  0.        ]","[[-0.35969121  1.69076141  0.1360706   0.05646575]
 [-0.36171134  3.42341312  0.          0.        ]]",[-0.55919598 -0.83004306],-0.022318941757,[-0.31889322 -0.76113874],[-0.39704382 -0.26268804],-0.022318941757
42,"[ 0.88916037  0.12412034 -0.52721754  1.65897487  1.17988054  0.50047033
 -0.08467806 -0.32557702 -0.58225289  0.00463286  0.        ]","[[-0.3890545   1.72557691  0.1360706   0.05646575]
 [-2.56728812  0.06930714  0.          0.        ]]",[-0.32457645 -0.55816844],-0.0219804048918,[ 0.23956864 -0.25630063],[-0.39704382 -0.26268804],-0.0219804048918
43,"[ 0.84994965  0.14948461 -0.61426298  1.66703405  1.17987781  0.50046972
 -0.23223669 -0.66596909 -0.5258127  -0.08380149  0.        ]","[[-0.45277627  1.7047758   0.1360706   0.05646575]
 [-3.80076175 -2.14205404  0.          0.        ]]",[ 0.16974192  0.17414118],-0.0124200452868,[ 0.70374012  0.20849179],[-0.39704382 -0.26268804],-0.0124200452868
44,"[ 0.8016569   0.19292962 -0.70488796  1.67812151  1.17987509  0.50046912
 -0.14287683 -0.55332674 -0.45943699 -0.19178846  0.        ]","[[-0.52129677  1.66927683  0.1360706   0.05646575]
 [-3.05378689 -1.41027857  0.          0.        ]]",[ 1.43461685  0.2494507 ],-0.00729554955474,[ 0.7461164   0.19219454],[-0.39704382 -0.26268804],-0.00729554955474
45,"[ 0.78580232  0.21504691 -0.73167463  1.68245464  1.17987237  0.50046852
  0.33779574 -0.39708485 -0.43447441 -0.23008075  0.        ]","[[-0.5420582   1.65125523  0.1360706   0.05646575]
 [ 0.96424535 -0.39525813  0.          0.        ]]",[-0.57476821 -0.29768871],-0.0096743989762,[-0.04525663 -0.03354928],[-0.39704382 -0.26268804],-0.0096743989762
46,"[ 0.78289517  0.23919864 -0.73644897  1.68618553  1.17986964  0.50046791
  0.06340734 -0.57726543 -0.41583269 -0.24582441  0.        ]","[[-0.54578639  1.63160562  0.1360706   0.05646575]
 [-1.32941456 -1.5658027   0.          0.        ]]",[ 1.2111741  -0.05400031],-0.0110787662371,[ 0.50742328  0.24946962],[-0.39704382 -0.26268804],-0.0110787662371
47,"[ 0.79324311  0.28001319 -0.71925376  1.69012996  1.17986692  0.50046731
  0.5400099  -0.60550619 -0.39265996 -0.24463956  0.        ]","[[-0.53240172  1.59844881  0.1360706   0.05646575]
 [ 2.65459107 -1.74927335  0.          0.        ]]",[ 0.69928785  1.22664375],-0.011427881863,[-0.36162397  0.1616022 ],[-0.39704382 -0.26268804],-0.011427881863
48,"[ 0.85040428  0.27375023 -0.61331526  1.68970999  1.1798642   0.5004667
  0.86472455  0.00924211 -0.43370876 -0.12538899  0.        ]","[[-0.45207624  1.60353354  0.1360706   0.05646575]
 [ 5.3689451   2.24442244  0.          0.        ]]",[-1.57994541 -0.8515515 ],-0.00136438325165,[-1.35766494 -0.73047489],[-0.39704382 -0.26268804],-0.00136438325165
49,"[ 0.8911926   0.26067543 -0.52223615  1.6886153   1.17986147  0.5004661
  0.37863144 -0.51652369 -0.47984201 -0.02750899  0.        ]","[[-0.38546567  1.61415175  0.1360706   0.05646575]
 [ 1.30561924 -1.17120166  0.          0.        ]]",[-0.47154292  0.13851293],-0.0115679346365,[-0.40766916 -0.01482224],[-0.39704382 -0.26268804],-0.0115679346365
