timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
10,"[ 0.08064255 -1.22526835 -1.38461747 -0.95649494  0.07640165 -0.10795471
 -1.96335162  1.8356993  -0.38569006  0.21648727  0.        ]","[[ -1.24389952e+00   3.01452443e+00   8.51734226e-03  -1.33041120e-02]
 [ -1.46264470e+01   1.23232957e+01   0.00000000e+00   0.00000000e+00]]",[ 1.38711662 -0.75043368],-0.0264687171844,[ 1.36783695 -0.71668828],[-0.91557932 -0.75879025],-0.0264687171844
11,"[-0.27297336 -1.23453473 -1.4589418  -1.17791444  0.07640161 -0.10795465
 -1.34614662 -0.37110843 -0.45799789  0.1776036   0.        ]","[[ -1.49380600e+00   3.10019806e+00   8.51734226e-03  -1.33041120e-02]
 [ -1.03781860e+01  -3.02319459e-01   0.00000000e+00   0.00000000e+00]]",[ 1.121046   -0.39665572],-0.0241074525519,[ 1.66390431  0.20436178],[-0.91557932 -0.75879025],-0.0241074525519
12,"[-0.51275965 -1.23219975 -1.45748718 -1.09578899  0.07640157 -0.10795459
 -0.74108838 -0.74580985 -0.40005716  0.16089099  0.        ]","[[-1.65958448  3.06849112  0.00851734 -0.01330411]
 [-6.2135207  -2.4460681   0.          0.        ]]",[ 0.06250677  0.17456551],-0.0222623467044,[ 1.04339361  0.3732079 ],[-0.91557932 -0.75879025],-0.0222623467044
13,"[-0.68529243 -1.22719617 -1.43088356 -0.98859854  0.07640153 -0.10795453
 -0.68725536 -0.61652969 -0.34537759  0.12748755  0.        ]","[[-1.78013721  3.02699078  0.00851734 -0.01330411]
 [-5.84298711 -1.70643204  0.          0.        ]]",[ 1.17265516  0.34425669],-0.0205755080019,[ 0.90196675  0.30115145],[-0.91557932 -0.75879025],-0.0205755080019
14,"[-0.79193658 -1.22387292 -1.40323623 -0.93525972  0.07640149 -0.10795448
 -0.09522124 -0.40360877 -0.31903697  0.10030407  0.        ]","[[-1.85611086  3.00627046  0.00851734 -0.01330411]
 [-1.76796624 -0.48826912  0.          0.        ]]",[-0.90438466  0.31724522],-0.0195832401118,[-0.14570458  0.04141307],[-0.91557932 -0.75879025],-0.0195832401118
15,"[-0.88939648 -1.22300482 -1.36998919 -0.92265345  0.07640145 -0.10795442
 -0.61035389 -0.33441442 -0.31176278  0.08099953  0.        ]","[[-1.92704534  3.00136541  0.00851734 -0.01330411]
 [-5.31366929 -0.09239533  0.          0.        ]]",[ 1.29899723  0.34200765],-0.0186233131773,[ 0.73243177  0.1994004 ],[-0.91557932 -0.75879025],-0.0186233131773
16,"[-0.97713555 -1.22288513 -1.33306591 -0.92096947  0.07640141 -0.10795436
 -0.01985    -0.31760189 -0.30964408  0.06511493  0.        ]","[[-1.99253841  3.00071023  0.00851734 -0.01330411]
 [-1.24918437  0.00379142  0.          0.        ]]",[ 0.07277551  0.1191893 ],-0.0177025472562,[-0.24092163  0.00745842],[-0.91557932 -0.75879025],-0.0177025472562
17,"[-1.00585234 -1.22288158 -1.31944721 -0.92094127  0.07640136 -0.1079543
  0.02560473 -0.31872154 -0.30929956  0.05993412  0.        ]","[[ -2.01438299e+00   3.00069961e+00   8.51734226e-03  -1.33041120e-02]
 [ -9.36315963e-01  -2.61538059e-03   0.00000000e+00   0.00000000e+00]]",[-0.73128759 -0.07648757],-0.017391570388,[-0.3055706   0.00639644],[-0.91557932 -0.75879025],-0.017391570388
18,"[-1.06737079 -1.22231543 -1.28757055 -0.91300019  0.07640132 -0.10795424
 -0.392356   -0.37167106 -0.30602451  0.04588996  0.        ]","[[-2.06197374  2.99760785  0.00851734 -0.01330411]
 [-3.81317134 -0.3055512   0.          0.        ]]",[ 0.3592188   0.29421896],-0.0166958605629,[ 0.51283205  0.21036626],[-0.91557932 -0.75879025],-0.0166958605629
19,"[-1.14423303 -1.2230087  -1.24219872 -0.92279856  0.07640128 -0.10795418
 -0.17475394 -0.24245258 -0.31099076  0.0363475   0.        ]","[[-2.12320945  3.00142331  0.00851734 -0.01330411]
 [-2.31540207  0.43373179  0.          0.        ]]",[ 0.28607147  0.00049107],-0.0158325209047,[ 0.10190992  0.04142818],[-0.91557932 -0.75879025],-0.0158325209047
20,"[-1.18628078 -1.22350558 -1.21454769 -0.92999756  0.07640124 -0.10795412
 -0.00354296 -0.32270015 -0.31221367  0.02937857  0.        ]","[[-2.15769371  3.00422536  0.00851734 -0.01330411]
 [-1.13694576 -0.02538085  0.          0.        ]]",[-0.17855546 -0.52622803],-0.0153389104113,[-0.15968473  0.06359872],[-0.91557932 -0.75879025],-0.0153389104113
21,"[ -1.22162234e+00  -1.21944158e+00  -1.18963159e+00  -8.75061324e-01
   7.64012001e-02  -1.07954067e-01  -1.02994544e-01  -6.86815392e-01
  -2.95086804e-01   4.18707221e-04   0.00000000e+00]","[[-2.18730078  2.98281657  0.00851734 -0.01330411]
 [-1.82147752 -2.10855517  0.          0.        ]]",[ 0.54749598  0.13950278],-0.0148044049097,[ 0.18458235  0.49767718],[-0.91557932 -0.75879025],-0.0148044049097
22,"[-1.23845164 -1.21124552 -1.17719832 -0.78258813  0.07640116 -0.10795401
  0.21717951 -0.58295355 -0.26751032 -0.04182311  0.        ]","[[-2.20161909  2.94660738  0.00851734 -0.01330411]
 [ 0.38229978 -1.51434475  0.          0.        ]]",[-0.48946677  0.83652725],-0.0151434797443,[-0.55946052  0.25913078],[-0.91557932 -0.75879025],-0.0151434797443
23,"[ -1.25227317e+00  -1.21204632e+00  -1.16670191e+00  -7.90853448e-01
   7.64011178e-02  -1.07953950e-01  -6.54512243e-02   1.22685644e-03
  -2.70700741e-01  -4.17548020e-02   0.00000000e+00]","[[-2.21349154  2.9498539   0.00851734 -0.01330411]
 [-1.5630631   1.82785821  0.          0.        ]]",[-0.47302561 -0.79857053],-0.0148701632094,[-0.21256043 -0.19440484],[-0.91557932 -0.75879025],-0.0148701632094
24,"[-1.30883538 -1.2131272  -1.1209229  -0.80223672  0.07640108 -0.10795389
 -0.33306918 -0.55779724 -0.27729829 -0.05090304  0.        ]","[[-2.2632345   2.95432169  0.00851734 -0.01330411]
 [-3.4050924  -1.37042145  0.          0.        ]]",[ 0.54395224  0.18315194],-0.0139770328393,[ 0.54868102  0.43653563],[-0.91557932 -0.75879025],-0.0139770328393
25,"[-1.35891261 -1.20812118 -1.07624993 -0.75171178  0.07640104 -0.10795383
 -0.01037791 -0.42628133 -0.26750962 -0.08721414  0.        ]","[[-2.30905132  2.93446257  0.00851734 -0.01330411]
 [-1.18399312 -0.61799708  0.          0.        ]]",[ 0.05793025 -0.41556831],-0.0138750236219,[-0.15206803  0.17393237],[-0.91557932 -0.75879025],-0.0138750236219
26,"[-1.38133803 -1.19999676 -1.05484895 -0.67895362  0.07640099 -0.10795377
  0.02634118 -0.71175266 -0.25171414 -0.12856277  0.        ]","[[-2.33019538  2.90571585  0.00851734 -0.01330411]
 [-0.93125395 -2.25123189  0.          0.        ]]",[-0.01452301  0.52409084],-0.0149278072971,[-0.11479719  0.59436631],[-0.91557932 -0.75879025],-0.0149278072971
27,"[-1.40112587 -1.19250224 -1.03518971 -0.61920124  0.07640095 -0.10795372
  0.02067815 -0.3412427  -0.24041249 -0.16445691  0.        ]","[[-2.34921153  2.88195937  0.00851734 -0.01330411]
 [-0.97023273 -0.13148119  0.          0.        ]]",[-0.8962812   0.53473173],-0.0161516849257,[-0.34826922  0.06563371],[-0.91557932 -0.75879025],-0.0161516849257
28,"[-1.45608767 -1.198439   -0.97640633 -0.66605069  0.07640091 -0.10795366
 -0.49207764  0.02927146 -0.25911403 -0.15788736  0.        ]","[[-2.40402695  2.90059817  0.00851734 -0.01330411]
 [-4.49955168  1.98829376  0.          0.        ]]",[ 0.62563307  0.57684682],-0.0142702108517,[ 0.54703611 -0.09522223],[-0.91557932 -0.75879025],-0.0142702108517
29,"[-1.51639362 -1.21512398 -0.9037035  -0.82408499  0.07640087 -0.1079536
 -0.11924704  0.42163947 -0.30048154 -0.09492771  0.        ]","[[-2.46827047  2.96288687  0.00851734 -0.01330411]
 [-1.93334663  4.23309859  0.          0.        ]]",[-0.37413164 -0.12169114],-0.0106061054743,[-0.16745539 -0.39620817],[-0.91557932 -0.75879025],-0.0106061054743
30,"[-1.56276189 -1.22664082 -0.84065457 -0.97947638  0.07640083 -0.10795354
 -0.32891725 -0.15285952 -0.33862799 -0.02476746  0.        ]","[[-2.52141677  3.02345574  0.00851734 -0.01330411]
 [-3.3765143   0.94629432  0.          0.        ]]",[ 0.80377971 -1.07369105],-0.0105458548456,[ 0.63357729  0.19093654],[-0.91557932 -0.75879025],-0.0105458548456
31,"[-1.59143247 -1.22317634 -0.79787413 -0.92547234  0.07640079 -0.10795348
  0.14312361 -0.84820372 -0.32864569 -0.06323665  0.        ]","[[-2.5563481   3.00246722  0.00851734 -0.01330411]
 [-0.12744402 -3.03188728  0.          0.        ]]",[ 0.01922536  0.32651864],-0.00920255129179,[-0.0995598   0.62876052],[-0.91557932 -0.75879025],-0.00920255129179
32,"[-1.59283484 -1.21337278 -0.79569202 -0.80498962  0.07640075 -0.10795342
  0.15455793 -0.611729   -0.30724106 -0.12692467  0.        ]","[[-2.55810731  2.95540364  0.00851734 -0.01330411]
 [-0.04874074 -1.67897974  0.          0.        ]]",[ 0.03382841 -0.19272538],-0.00949173217337,[-0.33804756  0.32898748],[-0.91557932 -0.75879025],-0.00949173217337
33,"[-1.59252984 -1.20257798 -0.79616077 -0.70113353  0.07640071 -0.10795337
  0.17415309 -0.73930167 -0.29032262 -0.18284603  0.        ]","[[-2.55772889  2.91450105  0.00851734 -0.01330411]
 [ 0.08613381 -2.40884685  0.          0.        ]]",[-0.36250573 -0.12511381],-0.0116308244909,[-0.38810033  0.53663343],[-0.91557932 -0.75879025],-0.0116308244909
34,"[-1.60256306 -1.1855935  -0.78034766 -0.56886379  0.07640067 -0.10795331
 -0.03461616 -0.81756567 -0.27406752 -0.25987678  0.        ]","[[-2.57042376  2.86183154  0.00851734 -0.01330411]
 [-1.35082833 -2.85661175  0.          0.        ]]",[ 0.33903184  0.97941804],-0.0156700125391,[ 0.05208585  0.83493352],[-0.91557932 -0.75879025],-0.0156700125391
35,"[-1.61284788 -1.17912971 -0.76366848 -0.52495498  0.07640062 -0.10795325
  0.16430738 -0.12982101 -0.27185954 -0.28873015  0.        ]","[[-2.58370272  2.84417739  0.00851734 -0.01330411]
 [ 0.01836542  1.07808318  0.          0.        ]]",[-0.45216844 -0.53934017],-0.0171810939364,[-0.81491441 -0.27708763],[-0.91557932 -0.75879025],-0.0171810939364
36,"[-1.62614563 -1.17909806 -0.74134971 -0.52475627  0.07640058 -0.10795319
 -0.09585207 -0.50683802 -0.2762855  -0.29380984  0.        ]","[[-2.60130189  2.84409742  0.00851734 -0.01330411]
 [-1.77231467 -1.07889122  0.          0.        ]]",[-0.15369757 -0.92851485],-0.0171129976977,[ 0.00631693  0.43446013],[-0.91557932 -0.75879025],-0.0171129976977
37,"[-1.65576948 -1.15506117 -0.68818678 -0.38163417  0.07640054 -0.10795313
 -0.17917781 -1.14572916 -0.27575459 -0.38965564  0.        ]","[[-2.64250276  2.78584577  0.00851734 -0.01330411]
 [-2.3458468  -4.73409265  0.          0.        ]]",[ 0.07796891  1.32147328],-0.0226412262172,[ 0.48352271  1.48785138],[-0.91557932 -0.75879025],-0.0226412262172
38,"[-1.68460925 -1.12911656 -0.63094583 -0.25165339  0.0764005  -0.10795307
 -0.1275604  -0.43725014 -0.28573004 -0.48089214  0.        ]","[[-2.68585489  2.73183216  0.00851734 -0.01330411]
 [-1.99056462 -0.6807774   0.          0.        ]]",[-0.17418305  0.23395011],-0.0281440141082,[-0.08232319  0.49159345],[-0.91557932 -0.75879025],-0.0281440141082
39,"[-1.71273066 -1.12695978 -0.56841012 -0.24170034  0.07640046 -0.10795301
 -0.222023   -0.27298288 -0.30433324 -0.49894361  0.        ]","[[-2.7321897   2.72764591  0.00851734 -0.01330411]
 [-2.64075131  0.25901937  0.          0.        ]]",[ 0.27064685 -0.6641349 ],-0.0287071730114,[ 0.06357853  0.32216924],[-0.91557932 -0.75879025],-0.0287071730114
40,"[-1.73551906 -1.11569683 -0.51126159 -0.19145062  0.07640042 -0.10795296
 -0.05875841 -0.73352031 -0.32288884 -0.53988283  0.        ]","[[-2.77372983  2.70639041  0.00851734 -0.01330411]
 [-1.51700231 -2.37578669  0.          0.        ]]",[ 0.00335423  1.4727408 ],-0.0310854632793,[-0.10010494  0.88243699],[-0.91557932 -0.75879025],-0.0310854632793
41,"[-1.750482   -1.11169718 -0.46954391 -0.17426809  0.07640038 -0.1079529
 -0.05245124 -0.03320261 -0.33699199 -0.55697158  0.        ]","[[-2.80363426  2.69907441  0.00851734 -0.01330411]
 [-1.47359028  1.6308332   0.          0.        ]]",[-1.09778261  0.45974947],-0.0320094170207,[-0.57978559 -0.25039124],[-0.91557932 -0.75879025],-0.0320094170207
42,"[-1.78029228 -1.138044   -0.371808   -0.2941698   0.07640034 -0.10795284
 -0.62341784  0.27932284 -0.3602802  -0.49575488  0.        ]","[[-2.8725365   2.7496308   0.00851734 -0.01330411]
 [-5.40354904  3.41883695  0.          0.        ]]",[ 1.24148089 -0.03102283],-0.0270998058657,[ 0.81236643 -0.25765085],[-0.91557932 -0.75879025],-0.0270998058657
43,"[-1.80300692 -1.16805087 -0.27456834 -0.45560754  0.0764003  -0.10795278
 -0.0326652   0.24604006 -0.37637761 -0.4093208   0.        ]","[[-2.93981071  2.81609694  0.00851734 -0.01330411]
 [-1.33740793  3.22842226  0.          0.        ]]",[-0.47661838 -0.24305357],-0.020486138381,[-0.59379816 -0.69050777],[-0.91557932 -0.75879025],-0.020486138381
44,"[-1.81471598 -1.18856564 -0.20813329 -0.5901734   0.07640025 -0.10795272
 -0.30298527  0.06663836 -0.38342498 -0.33650376  0.        ]","[[-2.98522692  2.87036739  0.00851734 -0.01330411]
 [-3.19801699  2.20204069  0.          0.        ]]",[ 1.0618846   0.61833976],-0.0150060104221,[ 0.33465445 -0.16120976],[-0.91557932 -0.75879025],-0.0150060104221
45,"[-1.81963493 -1.20915837 -0.17341416 -0.76205592  0.07640021 -0.10795266
  0.28145114  0.48699677 -0.3822792  -0.23986434  0.        ]","[[-3.00882669  2.9385376   0.00851734 -0.01330411]
 [ 0.82464678  4.60696951  0.          0.        ]]",[-1.24036378 -0.60021922],-0.00794040289486,[-1.05915046 -0.9178313 ],[-0.91557932 -0.75879025],-0.00794040289486
46,"[-1.8237224  -1.22376134 -0.13888577 -0.93432993  0.07640017 -0.10795261
 -0.29616459  0.02279775 -0.38277093 -0.14400068  0.        ]","[[-3.03222322  3.00591477  0.00851734 -0.01330411]
 [-3.15106849  1.95122568  0.          0.        ]]",[ 0.83169795  0.32547156],-0.00210344664397,[ 0.61438382  0.05396712],[-0.91557932 -0.75879025],-0.00210344664397
47,"[-1.82773749 -1.22592587 -0.0954368  -0.96797636  0.07640013 -0.10795255
  0.19130293 -0.33251174 -0.38618713 -0.12752774  0.        ]","[[-3.06158078  3.01899261  0.00851734 -0.01330411]
 [ 0.20415692 -0.08154692  0.          0.        ]]",[-0.64145559 -0.3163193 ],-0.00185499687402,[-0.48068279 -0.00254226],[-0.91557932 -0.75879025],-0.00185499687402
48,"[-1.82988274 -1.2235651  -0.06363937 -0.93148841  0.07640009 -0.10795249
 -0.17827662 -0.55117312 -0.3901451  -0.15257481  0.        ]","[[-3.08302048  3.00481006  0.00851734 -0.01330411]
 [-2.33964766 -1.33253844  0.          0.        ]]",[ 0.35504319  0.80624983],-0.00174494761667,[ 0.55042326  0.49719614],[-0.91557932 -0.75879025],-0.00174494761667
49,"[-1.83185907 -1.22278973 -0.01577815 -0.92032778  0.07640005 -0.10795243
  0.03269638 -0.21316065 -0.39502253 -0.15770969  0.        ]","[[-3.11524371  3.00046686  0.00851734 -0.01330411]
 [-0.88752805  0.60127216  0.          0.        ]]",[ 0.02002519 -0.02611545],-0.00174217913869,[-0.12984748 -0.0006305 ],[-0.91557932 -0.75879025],-0.00174217913869
