timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
23,"[ 0.50517948 -0.44924102 -1.14203109  1.10726838  0.97696214  0.13847885
  0.28131033 -0.80830114 -0.36024778 -0.10650308  0.        ]","[[-0.91506352  1.95292608  0.11293754  0.01473198]
 [ 0.78214715 -2.79078116  0.          0.        ]]",[-0.03693653  1.24228761],-0.00399360230077,[ 0.04270554  0.87696189],[-0.92530864 -0.77428633],-0.00399360230077
24,"[ 0.52119196 -0.4305823  -1.12924615  1.12192947  0.97696115  0.13847877
  0.25773866 -0.10157303 -0.34732153 -0.09599626  0.        ]","[[-0.9010465   1.93739278  0.11293754  0.01473198]
 [ 0.62009365  1.22407101  0.          0.        ]]",[-0.4375808  0.9724589],-0.00539494464576,[-0.47374701 -0.26755798],[-0.92530864 -0.77428633],-0.00539494464576
25,"[ 0.51538274 -0.50537013 -1.13392501  1.05903105  0.97696016  0.1384787
  0.00397304  0.57199173 -0.40886877 -0.05858735  0.        ]","[[-0.90614914  2.00026633  0.11293754  0.01473198]
 [-1.12453598  5.05052603  0.          0.        ]]",[-0.61440363 -1.09685004],-0.00436365155125,[-0.20591199 -1.2662282 ],[-0.92530864 -0.77428633],-0.00436365155125
26,"[ 0.4611977  -0.57508389 -1.17530136  0.99001385  0.97695918  0.13847863
 -0.34649905 -0.1425825  -0.46130408 -0.0871821   0.        ]","[[-0.95281465  2.06054746  0.11293754  0.01473198]
 [-3.5340193   0.99110362  0.          0.        ]]",[ 0.73494823 -0.35180439],-0.00625656307351,[ 1.07076859 -0.36946273],[-0.92530864 -0.77428633],-0.00625656307351
27,"[ 0.41233513 -0.58150441 -1.20931519  0.98312021  0.97695819  0.13847855
  0.0868503  -0.39128331 -0.46071336 -0.14250163  0.        ]","[[-0.99360324  2.06619391  0.11293754  0.01473198]
 [-0.5547605  -0.42174048  0.          0.        ]]",[-0.1384819   0.54490791],-0.00611129039962,[ 0.34126124 -0.03939259],[-0.92530864 -0.77428633],-0.00611129039962
28,"[ 0.3922071  -0.59654756 -1.22247909  0.96660154  0.9769572   0.13847848
  0.00869172 -0.01000618 -0.47186341 -0.15679613  0.        ]","[[-1.01008972  2.07949124  0.11293754  0.01473198]
 [-1.09209709  1.74425322  0.          0.        ]]",[ 0.11041481 -1.09617544],-0.00749588350943,[ 0.27550027 -0.66285402],[-0.92530864 -0.77428633],-0.00749588350943
29,"[ 0.37093864 -0.59068913 -1.23587756  0.97309456  0.97695621  0.13847841
  0.07544847 -0.7130916  -0.46484316 -0.18541076  0.        ]","[[-1.02732692  2.07430166  0.11293754  0.01473198]
 [-0.6331475  -2.24989939  0.          0.        ]]",[ 0.78809667  1.06294589],-0.00801620127728,[ 0.67884421  0.48271778],[-0.92530864 -0.77428633],-0.00801620127728
30,"[ 0.3940748  -0.58522673 -1.22127401  0.97907724  0.97695523  0.13847834
  0.53099699 -0.00828787 -0.46208286 -0.16185322  0.        ]","[[-1.0085668   2.06947624  0.11293754  0.01473198]
 [ 2.49872703  1.75401058  0.          0.        ]]",[-1.2435218  -0.39650866],-0.0068110803343,[-0.99627531 -0.70865566],[-0.92530864 -0.77428633],-0.0068110803343
31,"[ 0.40600855 -0.60662825 -1.2134981   0.95523482  0.97695424  0.13847826
 -0.05195574 -0.29072278 -0.48233039 -0.13433044  0.        ]","[[-0.99880333  2.08845818  0.11293754  0.01473198]
 [-1.50904094  0.14952982  0.          0.        ]]",[ 0.18697513 -0.59524778],-0.00800686252798,[ 0.58898151 -0.23571259],[-0.92530864 -0.77428633],-0.00800686252798
32,"[ 0.37845316 -0.5832918  -1.23119684  0.98117772  0.97695325  0.13847819
  0.06006882 -0.70614216 -0.45902666 -0.18148909  0.        ]","[[-1.02125692  2.06777061  0.11293754  0.01473198]
 [-0.73887848 -2.21042128  0.          0.        ]]",[ 1.66948785  0.18402209],-0.00739808057846,[ 0.70497316  0.4923777 ],[-0.92530864 -0.77428633],-0.00739808057846
33,"[ 0.40921107 -0.54152731 -1.21137974  1.0245316   0.97695226  0.13847812
  0.63795643 -0.57022665 -0.42594332 -0.17198226  0.        ]","[[-0.99617248  2.03130919  0.11293754  0.01473198]
 [ 3.234066   -1.43830386  0.          0.        ]]",[-1.2672626   1.14872215],-0.00475504376787,[-0.97139788  0.17752144],[-0.92530864 -0.77428633],-0.00475504376787
34,"[ 0.43855944 -0.5544974  -1.19141845  1.01147846  0.97695128  0.13847804
  0.05283712  0.13183985 -0.44012652 -0.12747576  0.        ]","[[-0.97185181  2.04255954  0.11293754  0.01473198]
 [-0.78859138  2.55005018  0.          0.        ]]",[ 0.26321499 -0.73942824],-0.00389562263896,[ 0.01894526 -0.79404062],[-0.92530864 -0.77428633],-0.00389562263896
35,"[ 0.43237307 -0.57864188 -1.19571205  0.98619311  0.97695029  0.13847797
  0.20668974 -0.39244378 -0.46053717 -0.12017827  0.        ]","[[-0.9770111   2.06367736  0.11293754  0.01473198]
 [ 0.26913567 -0.42834063  0.          0.        ]]",[ 0.29598742 -0.62532183],-0.0057958638424,[-0.02770546 -0.08628732],[-0.92530864 -0.77428633],-0.0057958638424
36,"[ 0.45277624 -0.54041936 -1.18136163  1.02562533  0.9769493   0.1384779
  0.37636112 -0.82681693 -0.42973914 -0.11850325  0.        ]","[[-0.95992472  2.0303521   0.11293754  0.01473198]
 [ 1.43561584 -2.89596296  0.          0.        ]]",[-0.20160873  0.48023146],-0.00281098845769,[-0.17878389  0.66617465],[-0.92530864 -0.77428633],-0.00281098845769
37,"[ 0.47683994 -0.49575006 -1.16374821  1.06773136  0.97694831  0.13847782
  0.25612684 -0.48199029 -0.39487482 -0.11537464  0.        ]","[[-0.93950595  1.99208725  0.11293754  0.01473198]
 [ 0.60901506 -0.93704907  0.          0.        ]]",[-0.10874145  0.48730832],-0.000576749758127,[-0.1047505  0.2520512],[-0.92530864 -0.77428633],-0.000576749758127
38,"[ 0.48586769 -0.49669791 -1.15694076  1.06687942  0.97694733  0.13847775
  0.19174137 -0.13906246 -0.39689298 -0.10290129  0.        ]","[[-0.93176685  1.99289247  0.11293754  0.01473198]
 [ 0.16637067  1.01107856  0.          0.        ]]",[ 0.99860621 -0.19786166],-0.00108585978514,[-0.22412467 -0.32762426],[-0.92530864 -0.77428633],-0.00108585978514
39,"[ 0.53502046 -0.51097058 -1.11787956  1.05384875  0.97694634  0.13847768
  0.76623045 -0.28055676 -0.41733477 -0.02917389  0.        ]","[[-0.88881218  2.00504923  0.11293754  0.01473198]
 [ 4.11594081  0.20726753  0.          0.        ]]",[-1.53107318 -0.42483496],-0.00666069852528,[-1.71034777 -0.29153001],[-0.92530864 -0.77428633],-0.00666069852528
40,"[ 0.58122163 -0.49597439 -1.07784169  1.06752585  0.97694535  0.13847761
  0.17864002 -0.5773371  -0.41424407  0.02587087  0.        ]","[[-0.84702434  1.99227856  0.11293754  0.01473198]
 [ 0.07630586 -1.47870325  0.          0.        ]]",[-0.02517293  0.02531593],-0.0106094451294,[-0.13978681  0.28943723],[-0.92530864 -0.77428633],-0.0106094451294
41,"[ 0.5817762  -0.46247009 -1.07733856  1.09643872  0.97694436  0.13847753
  0.16392632 -0.55453656 -0.38529574  0.00870574  0.        ]","[[-0.84651314  1.96400406  0.11293754  0.01473198]
 [-0.024849   -1.3491787   0.          0.        ]]",[-0.58352543  1.48244944],-0.00938108315013,[-0.07044128  0.3562929 ],[-0.92530864 -0.77428633],-0.00938108315013
42,"[ 0.55581792 -0.47794186 -1.10027156  1.0833642   0.97694338  0.13847746
 -0.17202027  0.14720486 -0.39292532 -0.01927196  0.        ]","[[-0.87018306  1.97701835  0.11293754  0.01473198]
 [-2.33445231  2.63731594  0.          0.        ]]",[-0.24592619 -0.61526622],-0.00723486942988,[ 0.33740854 -0.70149606],[-0.92530864 -0.77428633],-0.00723486942988
43,"[ 0.49235837 -0.51067532 -1.15197108  1.05411663  0.97694239  0.13847739
 -0.30686731 -0.29082206 -0.40971938 -0.085832    0.        ]","[[-0.9261736   2.00479809  0.11293754  0.01473198]
 [-3.26151436  0.14894701  0.          0.        ]]",[ 1.36552725 -0.10752135],-0.00244041510449,[ 1.07942891  0.01799008],[-0.92530864 -0.77428633],-0.00244041510449
44,"[ 0.4632863  -0.50912224 -1.17375011  1.05555238  0.9769414   0.13847731
  0.27828931 -0.36634263 -0.40438859 -0.12465541  0.        ]","[[-0.95104089  2.00347243  0.11293754  0.01473198]
 [ 0.7613821  -0.28007552  0.          0.        ]]",[ 0.02210944  0.14467945],-0.00068462513431,[-0.23756912  0.02132958],[-0.92530864 -0.77428633],-0.00068462513431
45,"[ 0.4819985  -0.50935839 -1.15986     1.05533271  0.97694041  0.13847724
  0.28882031 -0.26452544 -0.40706621 -0.10018898  0.        ]","[[-0.93508684  2.00367427  0.11293754  0.01473198]
 [ 0.83378279  0.29833198  0.          0.        ]]",[-0.949625   0.1166656],-0.00136527198186,[-0.39798486 -0.17850566],[-0.92530864 -0.77428633],-0.00136527198186
46,"[ 0.45708015 -0.52168207 -1.17825114  1.04378278  0.97693943  0.13847717
 -0.26034551 -0.18419718 -0.41424314 -0.12468616  0.        ]","[[-0.95629151  2.01421952  0.11293754  0.01473198]
 [-2.94167671  0.75466405  0.          0.        ]]",[ 1.1228717  -0.50409246],-0.001433974395,[ 0.98586094 -0.14168561],[-0.92530864 -0.77428633],-0.001433974395
47,"[ 0.43499369 -0.51574494 -1.19387893  1.04938456  0.97693844  0.13847709
  0.32391113 -0.53823939 -0.40676669 -0.15663227  0.        ]","[[-0.97482419  2.0091331   0.11293754  0.01473198]
 [ 1.07502692 -1.2565971   0.          0.        ]]",[-0.62965486 -0.04228775],-0.00300489957525,[-0.16425765  0.29780197],[-0.92530864 -0.77428633],-0.00300489957525
48,"[ 0.43052686 -0.48451711 -1.19696359  1.07765521  0.97693745  0.13847702
 -0.04171173 -0.56329877 -0.38065158 -0.18305453  0.        ]","[[-0.97854366  1.9825728   0.11293754  0.01473198]
 [-1.43859039 -1.39895767  0.          0.        ]]",[ 1.40016543  0.36947652],-0.00527083756061,[ 0.86006379  0.55527461],[-0.92530864 -0.77428633],-0.00527083756061
49,"[ 0.44397452 -0.46906701 -1.18759489  1.09091094  0.97693646  0.13847695
  0.53816791 -0.3009571  -0.36933595 -0.1759852   0.        ]","[[-0.96731648  1.96954656  0.11293754  0.01473198]
 [ 2.54801912  0.09136279  0.          0.        ]]",[-1.38159817  0.510606  ],-0.00532950119029,[-0.91461146 -0.04851326],[-0.92530864 -0.77428633],-0.00532950119029
