timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
10,"[ 0.32247596  1.15813794 -1.21949074  1.78022685  1.49130233 -0.42191055
  0.02466176 -0.28486513 -0.40410852 -0.30612509  0.        ]","[[-0.99598489  1.08550263  0.17247511 -0.05042286]
 [-2.39650758  0.53413757  0.          0.        ]]",[ 0.61212402 -0.24399582],-0.0251700890516,[ 0.68318015 -0.20652413],[-0.29610267 -0.15870734],-0.0251700890516
11,"[ 0.29387548  1.15714317 -1.23843915  1.78142003  1.49129504 -0.4219098
  0.27800166 -0.42657408 -0.41812677 -0.33969231  0.        ]","[[-1.01913554  1.08637898  0.17247511 -0.05042286]
 [ 0.07321799 -0.44323849  0.          0.        ]]",[ 1.39496092 -1.87255218],-0.0292327609992,[ 0.46691388 -0.19872087],[-0.29610267 -0.15870734],-0.0292327609992
12,"[ 0.34443004  1.21127354 -1.20425984  1.71174109  1.49128775 -0.42190904
  0.68384015 -0.99956092 -0.39024548 -0.32672067  0.        ]","[[-0.97797536  1.03786341  0.17247511 -0.05042286]
 [ 4.02960333 -4.39516141  0.          0.        ]]",[-0.53981579  0.45317279],-0.0268087468997,[ 0.05212542 -0.00727925],[-0.29610267 -0.15870734],-0.0268087468997
13,"[ 0.41371595  1.28562051 -1.15212542  1.60236098  1.49128045 -0.42190829
  0.45650847 -0.72668801 -0.35206287 -0.30637196  0.        ]","[[-0.91961889  0.96884278  0.17247511 -0.05042286]
 [ 1.81344017 -2.513163    0.          0.        ]]",[ 0.87688906 -0.4743069 ],-0.0237848852588,[ 0.21426813 -0.05549598],[-0.29610267 -0.15870734],-0.0237848852588
14,"[ 0.49362341  1.3561183  -1.08339558  1.48214688  1.49127316 -0.42190753
  0.80877249 -0.99192716 -0.30873866 -0.26338548  0.        ]","[[-0.84889441  0.90022493  0.17247511 -0.05042286]
 [ 5.24754569 -4.34254213  0.          0.        ]]",[-0.233861   -0.34970972],-0.0193026734106,[-0.23980086  0.0125078 ],[-0.29610267 -0.15870734],-0.0193026734106
15,"[ 0.59292185  1.45197064 -0.9825017   1.28790358  1.49126586 -0.42190678
  0.70324446 -1.18019032 -0.25453531 -0.20858365  0.        ]","[[-0.75426526  0.80034589  0.17247511 -0.05042286]
 [ 4.21880978 -5.64102566  0.          0.        ]]",[-0.34146658  0.1190257 ],-0.0165645261521,[-0.19467311  0.17612278],[-0.29610267 -0.15870734],-0.0165645261521
16,"[ 0.6602742   1.54476489 -0.90178939  1.05654282  1.49125857 -0.42190603
  0.55608072 -1.0955979  -0.21703593 -0.19766626  0.        ]","[[-0.68428327  0.69337885  0.17247511 -0.05042286]
 [ 2.78418004 -5.05761528  0.          0.        ]]",[ 0.41568299  0.22000517],-0.0190836356116,[-0.08432043  0.22716685],[-0.29610267 -0.15870734],-0.0190836356116
17,"[ 0.72346811  1.61519952 -0.8142692   0.84164328  1.49125128 -0.42190527
  0.71908697 -0.9548562  -0.18270868 -0.16546906  0.        ]","[[-0.61265565  0.60196575  0.17247511 -0.05042286]
 [ 4.3732773  -4.08693583  0.          0.        ]]",[ 0.4545313  -0.33994237],-0.0210209891343,[-0.36430186  0.17051932],[-0.29610267 -0.15870734],-0.0210209891343
18,"[ 0.80468879  1.67872307 -0.67841009  0.60500992  1.49124398 -0.42190452
  0.89470683 -1.1383792  -0.13851361 -0.07437461  0.        ]","[[-0.5080123   0.50752701  0.17247511 -0.05042286]
 [ 6.085346   -5.35272508  0.          0.        ]]",[-0.35071195  1.11507955],-0.0249554992618,[-0.68998951  0.24758521],[-0.29610267 -0.15870734],-0.0249554992618
19,"[ 0.87304144  1.71737761 -0.53168242  0.4312329   1.49123669 -0.42190376
  0.73987881 -0.54884059 -0.1020496   0.05338265  0.        ]","[[-0.40144914  0.4412685   0.17247511 -0.05042286]
 [ 4.57600952 -1.28667069  0.          0.        ]]",[-1.68813666  0.17143889],-0.0334188955256,[-0.81532699 -0.00978377],[-0.29610267 -0.15870734],-0.0334188955256
20,"[ 0.90035387  1.72734378 -0.45906826  0.38128264  1.4912294  -0.42190301
  0.32475949 -0.44650918 -0.08877843  0.12895846  0.        ]","[[-0.35053192  0.42261634  0.17247511 -0.05042286]
 [ 0.52919351 -0.58089484  0.          0.        ]]",[-0.32658304 -0.81121806],-0.0393355005142,[-0.47103345  0.01484269],[-0.29610267 -0.15870734],-0.0393355005142
21,"[ 0.89910694  1.74912583 -0.46262568  0.2625684   1.4912221  -0.42190226
  0.19127891 -0.91049142 -0.08748147  0.08052708  0.        ]","[[-0.35300383  0.37889074  0.17247511 -0.05042286]
 [-0.77204702 -3.7810016   0.          0.        ]]",[ 0.32615889  0.23673368],-0.0364800237108,[-0.17722861  0.3139509 ],[-0.29610267 -0.15870734],-0.0364800237108
22,"[ 0.89791589  1.7774901  -0.46599821  0.0809948   1.49121481 -0.4219015
  0.32516367 -0.76379784 -0.08860529  0.01043108  0.        ]","[[-0.35534938  0.31342176  0.17247511 -0.05042286]
 [ 0.53314003 -2.76926768  0.          0.        ]]",[ 0.49502427 -0.26464638],-0.0330701771344,[-0.26608044  0.28212225],[-0.29610267 -0.15870734],-0.0330701771344
23,"[  9.12642753e-01   1.80061094e+00  -4.22332845e-01  -1.04152866e-01
   1.49120752e+00  -4.21900748e-01   5.25000038e-01  -9.07887853e-01
  -8.24258281e-02   1.20406226e-03   0.00000000e+00]","[[-0.32514045  0.24806522  0.17247511 -0.05042286]
 [ 2.48126138 -3.76307414  0.          0.        ]]",[-1.09996717 -0.06373371],-0.0334888737756,[-0.46550304  0.35263884],[-0.29610267 -0.15870734],-0.0334888737756
24,"[ 0.91698568  1.82106716 -0.40858998 -0.32627971  1.49120022 -0.42189999
  0.11417684 -0.93345074 -0.0865864  -0.05798473  0.        ]","[[-0.31569784  0.17103462  0.17247511 -0.05042286]
 [-1.52365599 -3.93939969  0.          0.        ]]",[-0.10798605 -0.11642906],-0.0316312456385,[ 0.07351272  0.51842338],[-0.29610267 -0.15870734],-0.0316312456385
25,"[ 0.90053141  1.83470762 -0.45851853 -0.56782439  1.49119293 -0.42189924
  0.07346495 -0.98895996 -0.11616201 -0.20275829  0.        ]","[[-0.35015295  0.0884052   0.17247511 -0.05042286]
 [-1.92053511 -4.32226718  0.          0.        ]]",[ 1.16921989  0.80793096],-0.0303360164424,[ 0.32378224  0.65435869],[-0.29610267 -0.15870734],-0.0303360164424
26,"[ 0.90135321  1.83890688 -0.45614297 -0.72528251  1.49118564 -0.42189849
  0.48302479 -0.51294065 -0.12857878 -0.25129748  0.        ]","[[-0.34850472  0.0349002   0.17247511 -0.05042286]
 [ 2.07206497 -1.03916938  0.          0.        ]]",[-0.19485018  1.5094875 ],-0.0315548221325,[-0.15811692  0.39131021],[-0.29610267 -0.15870734],-0.0315548221325
27,"[ 0.91719305  1.83780659 -0.40789652 -0.66885528  1.49117835 -0.42189773
  0.39959276  0.06419146 -0.10697596 -0.17208894  0.        ]","[[-0.31522385  0.05405424  0.17247511 -0.05042286]
 [ 1.25873621  2.94130624  0.          0.        ]]",[-0.24710493  0.86528316],-0.0302328635478,[-0.2760281   0.09308806],[-0.29610267 -0.15870734],-0.0302328635478
28,"[ 0.9238738   1.82594175 -0.38582309 -0.3971983   1.49117105 -0.42189698
  0.29663201  0.55256647 -0.08398207 -0.05319065  0.        ]","[[-0.30011968  0.14667584  0.17247511 -0.05042286]
 [ 0.25503125  6.30962671  0.          0.        ]]",[-0.63935475 -0.63188875],-0.0320191929599,[-0.39890933 -0.23072207],[-0.29610267 -0.15870734],-0.0320191929599
29,"[ 0.91480805  1.80102225 -0.41548687 -0.10855952  1.49116376 -0.42189622
  0.03676948  0.17182432 -0.08102499  0.00848255  0.        ]","[[-0.32043584  0.24652125  0.17247511 -0.05042286]
 [-2.27822661  3.68366013  0.          0.        ]]",[-1.51458954  0.15465799],-0.0339027771993,[-0.10516627 -0.06907493],[-0.29610267 -0.15870734],-0.0339027771993
30,"[ 0.87083894  1.77250028 -0.5370234   0.11515911  1.49115647 -0.42189547
 -0.36443382  0.25025133 -0.10530136 -0.06955287  0.        ]","[[-0.4052416   0.32562175  0.17247511 -0.05042286]
 [-6.18933937  4.22457111  0.          0.        ]]",[ 0.83104797 -1.28239955],-0.029165043548,[ 0.45819098 -0.05338877],[-0.29610267 -0.15870734],-0.029165043548
31,"[ 0.81393587  1.75338128 -0.66063574  0.23689394  1.49114918 -0.42189472
 -0.01447716 -0.33617129 -0.14031601 -0.18872     0.        ]","[[-0.49479957  0.36953292  0.17247511 -0.05042286]
 [-2.77781222  0.18003774  0.          0.        ]]",[ 1.56833369 -0.26833055],-0.0269320672931,[ 0.35015124  0.18022808],[-0.29610267 -0.15870734],-0.0269320672931
32,"[ 0.80316164  1.75662134 -0.68120778  0.21731479  1.49114188 -0.42189396
  0.39700816 -0.49095534 -0.14883811 -0.22327243  0.        ]","[[-0.51010887  0.3624226   0.17247511 -0.05042286]
 [ 1.23352354 -0.88750555  0.          0.        ]]",[-0.15813464  1.02898952],-0.0277439384336,[-0.03590544  0.18961284],[-0.29610267 -0.15870734],-0.0277439384336
33,"[ 0.81588661  1.74628198 -0.65681781  0.27814518  1.49113459 -0.42189321
  0.33018067  0.0857354  -0.13743634 -0.16863607  0.        ]","[[-0.49197474  0.38457905  0.17247511 -0.05042286]
 [ 0.5820678   3.08989451  0.          0.        ]]",[ 0.95979992  1.1411317 ],-0.026469382251,[-0.14085807 -0.11744827],[-0.29610267 -0.15870734],-0.026469382251
34,"[ 0.84852514  1.691968   -0.58890534  0.5478524   1.4911273  -0.42189245
  0.71836164  0.65076932 -0.11547816  0.02258835  0.        ]","[[-0.44236639  0.48547684  0.17247511 -0.05042286]
 [ 4.36622253  6.98690117  0.          0.        ]]",[ 0.07425564  0.46373395],-0.0304166486863,[-0.96512377 -0.6419661 ],[-0.29610267 -0.15870734],-0.0304166486863
35,"[ 0.89909367  1.58502021 -0.46255495  0.93818679  1.49112001 -0.4218917
  0.73960481  0.89692738 -0.12347227  0.34088288  0.        ]","[[-0.3529644   0.64224896  0.17247511 -0.05042286]
 [ 4.57332594  8.68465046  0.          0.        ]]",[-2.2475723   0.01763982],-0.054301536641,[-1.37973821 -0.944381  ],[-0.29610267 -0.15870734],-0.054301536641
36,"[ 0.92299929  1.43830186 -0.38870735  1.31764548  1.49111272 -0.42189095
  0.32451854  0.8823145  -0.18656179  0.59101199  0.        ]","[[-0.30209615  0.81493106  0.17247511 -0.05042286]
 [ 0.52691508  8.58388309  0.          0.        ]]",[ 0.07111585 -1.19629626],-0.0769874749815,[-1.15758526 -0.95935941],[-0.29610267 -0.15870734],-0.0769874749815
37,"[ 0.92864311  1.31012918 -0.36923776  1.56216185  1.49110543 -0.42189019
  0.35246018  0.2835513  -0.25262477  0.72260369  0.        ]","[[-0.28882441  0.94517492  0.17247511 -0.05042286]
 [ 0.79930613  4.45426718  0.          0.        ]]",[-1.77474706 -0.17302147],-0.0896867399954,[-1.2615701  -0.82635283],[-0.29610267 -0.15870734],-0.0896867399954
38,"[ 0.91830956  1.22350693 -0.40419241  1.69455474  1.49109813 -0.42188944
 -0.05501493  0.17159722 -0.28999944  0.74648176  0.        ]","[[-0.31269223  1.02651338  0.17247511 -0.05042286]
 [-3.17290374  3.68213231  0.          0.        ]]",[ 0.00771726  0.53396776],-0.0918684294197,[-0.84133726 -0.72606838],[-0.29610267 -0.15870734],-0.0918684294197
39,"[ 0.88750381  1.11784937 -0.49444162  1.82688539  1.49109084 -0.42188868
 -0.04550346  0.46757455 -0.32512626  0.71637837  0.        ]","[[-0.37522014  1.12063736  0.17247511 -0.05042286]
 [-3.08018338  5.72346301  0.          0.        ]]",[ 0.17091804 -0.72367348],-0.0883960330294,[-0.80883831 -0.85093772],[-0.29610267 -0.15870734],-0.0883960330294
40,"[ 0.85649745  1.01867944 -0.57090463  1.9257735   1.49108355 -0.42188793
  0.03020114  0.03564349 -0.36028357  0.69297634  0.        ]","[[-0.42941921  1.20521749  0.17247511 -0.05042286]
 [-2.34219044  2.74448352  0.          0.        ]]",[-0.79386021 -3.53534529],-0.0858739945809,[-0.81594837 -0.72541523],[-0.29610267 -0.15870734],-0.0858739945809
41,"[ 0.8051349   1.00117922 -0.6774468   1.94088066  1.49107626 -0.42188718
 -0.28718556 -0.54624592 -0.35077603  0.58289792  0.        ]","[[-0.50730599  1.21984135  0.17247511 -0.05042286]
 [-5.4361769  -1.26874354  0.          0.        ]]",[-0.46866542 -0.6293448 ],-0.0737797977953,[-0.25913376 -0.37726808],[-0.29610267 -0.15870734],-0.0737797977953
42,"[ 0.7055931   1.06073277 -0.8402701   1.88659745  1.49106897 -0.42188642
 -0.46631012 -0.90387708 -0.314923    0.34255174  0.        ]","[[-0.63354978  1.16971887  0.17247511 -0.05042286]
 [-7.18234337 -3.73529616  0.          0.        ]]",[ 1.10825204  0.54461753],-0.0474930471789,[ 0.32051703 -0.08295816],[-0.29610267 -0.15870734],-0.0474930471789
43,"[ 0.61087948  1.1215808  -0.96198096  1.82263936  1.49106168 -0.42188567
 -0.04587368 -0.58065232 -0.30655034  0.13083446  0.        ]","[[-0.7360743   1.1173793   0.17247511 -0.05042286]
 [-3.08381264 -1.50606588  0.          0.        ]]",[-0.39150526  0.51519613],-0.0245014763828,[ 0.10815506 -0.2086122 ],[-0.29610267 -0.15870734],-0.0245014763828
44,"[  5.32620400e-01   1.13229207e+00  -1.04593691e+00   1.81043320e+00
   1.49105439e+00  -4.21884914e-01  -1.98582418e-01  -2.80497637e-01
  -3.24162921e-01  -4.57152069e-04   0.00000000e+00]","[[-0.81268653  1.10802828  0.17247511 -0.05042286]
 [-4.57246075  0.56405596  0.          0.        ]]",[-0.11484665 -0.8768439 ],-0.00994320332984,[ 0.4419753  -0.25764483],[-0.29610267 -0.15870734],-0.00994320332984
45,"[ 0.42734259  1.15918137 -1.14100613  1.77853163  1.4910471  -0.42188416
 -0.23581692 -0.78552284 -0.35714928 -0.1728465   0.        ]","[[-0.90777786  1.08436236  0.17247511 -0.05042286]
 [-4.93543568 -2.91904094  0.          0.        ]]",[ 0.29274918  1.10716413],-0.00944104749357,[ 0.83528882  0.03785935],[-0.29610267 -0.15870734],-0.00944104749357
46,"[ 0.32496084  1.1794953  -1.21770128  1.7531767   1.49103981 -0.42188341
 -0.10708403 -0.20308801 -0.40149851 -0.32225732  0.        ]","[[-0.99389532  1.06628496  0.17247511 -0.05042286]
 [-3.68051873  1.0979208   0.          0.        ]]",[ 0.99627863 -0.78630774],-0.0267348604372,[ 0.84051228 -0.19849485],[-0.29610267 -0.15870734],-0.0267348604372
47,"[ 0.28372044  1.19009845 -1.24484524  1.7394951   1.49103252 -0.42188265
  0.30485938 -0.65783329 -0.42201536 -0.3813288   0.        ]","[[-1.02721478  1.0567756   0.17247511 -0.05042286]
 [ 0.33520149 -2.03839316  0.          0.        ]]",[ 2.03139268  0.26915447],-0.0336926174401,[ 0.53562468 -0.0756036 ],[-0.29610267 -0.15870734],-0.0336926174401
48,"[ 0.34082964  1.22283305 -1.20669905  1.69532677  1.49102523 -0.4218819
  0.71003666 -0.49761929 -0.39152426 -0.34194699  0.        ]","[[-0.98088139  1.0270943   0.17247511 -0.05042286]
 [ 4.28496938 -0.93343076  0.          0.        ]]",[-0.97513941 -0.50357432],-0.0284628605548,[-0.04861508 -0.25883681],[-0.29610267 -0.15870734],-0.0284628605548
49,"[ 0.39596988  1.26439964 -1.16599202  1.63476892  1.49101794 -0.42188114
  0.30559885 -0.78388865 -0.36186909 -0.30997839  0.        ]","[[-0.93473884  0.98861614  0.17247511 -0.05042286]
 [ 0.34243366 -2.90779316  0.          0.        ]]",[ 0.71801986  0.67963204],-0.0243098257596,[ 0.41400808  0.00390181],[-0.29610267 -0.15870734],-0.0243098257596
