timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
10,"[-0.90155159 -0.62230094  1.22991823  0.90271352  1.07206802  0.7596245
  0.16936524  0.16754077 -1.12393961 -0.86166635  0.        ]",[-0.27853179 -0.08892918],[ 1.24988944 -0.32538706],-1.65903,-0.163312332943,"[[  2.13842091  -3.22138433   0.1242531    0.08797713]
 [ 21.79712134  -1.26649289   0.           0.        ]]",[ 1.69472599 -1.60101211]
11,"[-1.34479069 -0.62593075  0.7287322   0.75546947  1.07206598  0.75962344
  0.27572415  0.87319825 -1.049626   -0.81632773  0.        ]",[-0.27853179 -0.08892918],[ 1.83427738 -2.15404703],-1.39218,-0.15197060063,"[[  2.60976242  -3.17230551   0.1242531    0.08797713]
 [ 25.32518436   4.03069884   0.           0.        ]]",[ 1.74798715 -1.80799031]
12,"[-1.53353259 -0.62529677 -0.04150257  0.53263177  1.07206393  0.75962237
  0.37996801  0.74789217 -1.02651158 -0.70457444  0.        ]",[-0.27853179 -0.08892918],[ 1.38113545 -0.28686141],-1.76063,-0.141433920425,"[[  3.15096064  -3.0981321    0.1242531    0.08797713]
 [ 28.78308958   3.0900677    0.           0.        ]]",[ 1.68375611 -1.87923527]
13,"[-1.27993045 -0.62073993 -0.89286968  0.38336071  1.07206189  0.75962131
  0.48214648  0.58848909 -1.08461672 -0.62728248  0.        ]",[-0.27853179 -0.08892918],[ 1.56878492 -0.15337236],-1.85255,-0.143122865124,"[[  3.76062938  -3.04833696   0.1242531    0.08797713]
 [ 32.17248576   1.89347752   0.           0.        ]]",[ 1.68236923 -1.92740226]
14,"[-0.53777995 -0.61616401 -1.46281906  0.28954567  1.07205984  0.75962025
  0.58230255  0.50268766 -1.17486156 -0.63881547  0.        ]",[-0.27853179 -0.08892918],[ 2.28427635 -2.40675518],-1.55494,-0.154600386493,"[[  4.43741295  -3.01693014   0.1242531    0.08797713]
 [ 35.49479963   1.24939414   0.           0.        ]]",[ 1.72197175 -1.97086179]
15,"[ 0.44953663 -0.61396146 -1.35875706  0.25204705  1.0720578   0.75961918
  0.68047591  0.36806987 -1.22418885 -0.73542376  0.        ]",[-0.27853179 -0.08892918],[ 1.58873903 -2.24696624],-1.6749,-0.166213748208,"[[  5.1799828   -3.00434374   0.1242531    0.08797713]
 [ 38.75134892   0.2388591    0.           0.        ]]",[ 1.74383247 -2.00041723]
16,"[ 1.14085302 -0.61362078 -0.46274761  0.24656342  1.07205575  0.75961812
  0.77670723  0.33714225 -1.19162448 -0.84796381  0.        ]",[-0.27853179 -0.08892918],[ 2.54019241 -2.91561114],-1.43604,-0.169799716224,"[[  5.98703747e+00  -3.00250144e+00   1.24253102e-01   8.79771254e-02]
 [  4.19434849e+01   6.69689451e-03   0.00000000e+00   0.00000000e+00]]",[ 1.87640536 -1.97395098]
17,"[ 0.9811954  -0.61368455  0.78239742  0.24759822  1.07205371  0.75961706
  0.87103369  0.33259823 -1.09224362 -0.89613026  0.        ]",[-0.27853179 -0.08892918],[ 1.76209441 -0.19238425],-1.66368,-0.16249732715,"[[  6.85730100e+00  -3.00284923e+00   1.24253102e-01   8.79771254e-02]
 [  4.50724416e+01  -2.74112775e-02   0.00000000e+00   0.00000000e+00]]",[ 1.9029541  -1.85469103]
18,"[-0.07856437 -0.61361869  1.46069055  0.24655338  1.07205166  0.75961599
  0.9634926   0.3413242  -0.99192716 -0.8301494   0.        ]",[-0.27853179 -0.08892918],[ 1.0719636  -3.28376495],-1.09286,-0.146954133936,"[[  7.78952222e+00  -3.00249823e+00   1.24253102e-01   8.79771254e-02]
 [  4.81394585e+01   3.80945305e-02   0.00000000e+00   0.00000000e+00]]",[ 1.7849797  -1.76590705]
19,"[-1.26117898 -0.61363992  0.86583028  0.24690558  1.07204962  0.75961493
  1.05412066  0.33259693 -0.9800115  -0.68717588  0.        ]",[-0.27853179 -0.08892918],[ 1.02626622 -2.13324167],-1.31093,-0.135048349609,"[[  8.78247453e+00  -3.00261665e+00   1.24253102e-01   8.79771254e-02]
 [  5.11457551e+01  -2.74159566e-02   0.00000000e+00   0.00000000e+00]]",[ 1.6181376  -1.81241715]
20,"[-1.42019828 -0.61374421 -0.62222524  0.24859319  1.07204757  0.75961387
  1.14295433  0.33287278 -1.08212755 -0.59639318  0.        ]",[-0.27853179 -0.08892918],[ 2.07870617 -1.61033728],-1.51389,-0.140986563204,"[[  9.83495570e+00  -3.00318377e+00   1.24253102e-01   8.79771254e-02]
 [  5.40925421e+01  -2.53427995e-02   0.00000000e+00   0.00000000e+00]]",[ 1.59329593 -1.89490449]
21,"[-0.23464223 -0.61381756 -1.51699421  0.24978794  1.07204552  0.7596128
  1.23002894  0.33425761 -1.20365796 -0.66287925  0.        ]",[-0.27853179 -0.08892918],[ 1.9164209  -1.19395753],-1.76253,-0.159458503296,"[[  1.09457873e+01  -3.00358526e+00   1.24253102e-01   8.79771254e-02]
 [  5.69809932e+01  -1.49448487e-02   0.00000000e+00   0.00000000e+00]]",[ 1.68403959 -1.94246125]
22,"[ 1.06275194 -0.61385709 -0.67962717  0.25043885  1.07204348  0.75961174
  1.31537922  0.33523986 -1.20361328 -0.82817319  0.        ]",[-0.27853179 -0.08892918],[ 1.00586513 -1.49589518],-1.88176,-0.169801740797,"[[  1.21138142e+01  -3.00380402e+00   1.24253102e-01   8.79771254e-02]
 [  5.98122625e+01  -7.56893353e-03   0.00000000e+00   0.00000000e+00]]",[ 1.89852035 -1.92113686]
23,"[ 0.81329118 -0.61387596  1.01227159  0.25075604  1.07204143  0.75961068
  1.39903925  0.33577549 -1.06803121 -0.89131312  0.        ]",[-0.27853179 -0.08892918],[ 0.52746681 -1.12923512],-1.63393,-0.159594837251,"[[  1.33379042e+01  -3.00391066e+00   1.24253102e-01   8.79771254e-02]
 [  6.25874823e+01  -3.54562223e-03   0.00000000e+00   0.00000000e+00]]",[ 1.88757586 -1.78032827]
24,"[-0.77471759 -0.61388419  1.30809899  0.25090122  1.07203939  0.75960961
  1.42464153  0.33603632 -0.97123124 -0.75681971  0.        ]",[-0.27853179 -0.08892918],[ 2.42417823 -1.0822991 ],-1.13903,-0.139169384732,"[[  1.45981759e+01  -3.00395951e+00   1.24253102e-01   8.79771254e-02]
 [  6.34368665e+01  -1.58518191e-03   0.00000000e+00   0.00000000e+00]]",[ 1.67614126 -1.74128115]
25,"[-1.50999146 -0.61388739 -0.30342658  0.25096492  1.07203734  0.75960855
  1.50613755  0.33615625 -1.05422706 -0.60492032  0.        ]",[-0.27853179 -0.08892918],[ 0.76959127 -2.58874833],-1.5656,-0.138171523895,"[[  1.58940380e+01  -3.00398099e+00   1.24253102e-01   8.79771254e-02]
 [  6.61403316e+01  -6.82421698e-04   0.00000000e+00   0.00000000e+00]]",[ 1.55345726 -1.85822749]
26,"[-0.22739487 -0.61388831 -1.51736598  0.25099186  1.0720353   0.75960748
  1.5585183   0.33620881 -1.20369712 -0.66350456  0.        ]",[-0.27853179 -0.08892918],[ 1.2461543  -2.71357296],-1.67494,-0.159500833241,"[[  1.72342795e+01  -3.00399012e+00   1.24253102e-01   8.79771254e-02]
 [  6.78780227e+01  -2.85351414e-04   0.00000000e+00   0.00000000e+00]]",[ 1.70296013 -1.92058432]
27,"[ 1.16390545 -0.61388825 -0.36965098  0.25100276  1.07203325  0.75960642
  1.63736269  0.33623141 -1.18568874 -0.85342426  0.        ]",[-0.27853179 -0.08892918],[ 1.92410571 -2.13033905],-1.637,-0.169518634928,"[[  1.86180825e+01  -3.00399386e+00   1.24253102e-01   8.79771254e-02]
 [  7.04935686e+01  -1.13195900e-04   0.00000000e+00   0.00000000e+00]]",[ 1.92520702 -1.8710438 ]
28,"[ 0.32346603 -0.61388776  1.36465124  0.25100678  1.07203121  0.75960536
  1.71464537  0.33624078 -1.01911948 -0.86318719  0.        ]",[-0.27853179 -0.08892918],[ 2.22516936 -2.30535527],-1.12537,-0.152343267036,"[[  2.00536770e+01  -3.00399529e+00   1.24253102e-01   8.79771254e-02]
 [  7.30573359e+01  -4.03711925e-05   0.00000000e+00   0.00000000e+00]]",[ 1.81951272 -1.71589303]
29,"[-1.39684088 -0.6138871   0.62263347  0.25100791  1.07202916  0.75960429
  1.79039719  0.3362445  -0.99188478 -0.66307736  0.        ]",[-0.27853179 -0.08892918],[ 1.45328532 -1.35399606],-1.37048,-0.134708210356,"[[  2.15400376e+01  -3.00399575e+00   1.24253102e-01   8.79771254e-02]
 [  7.55703497e+01  -9.99031129e-06   0.00000000e+00   0.00000000e+00]]",[ 1.54063547 -1.78893971]
30,"[-0.8048564  -0.61388636 -1.34630871  0.25100784  1.07202712  0.75960323
  1.86464839  0.33624584 -1.16383356 -0.61787299  0.        ]",[-0.27853179 -0.08892918],[ 1.00649327 -1.37424771],-1.84297,-0.152082096619,"[[  2.30761594e+01  -3.00399581e+00   1.24253102e-01   8.79771254e-02]
 [  7.80336148e+01   2.58059836e-06   0.00000000e+00   0.00000000e+00]]",[ 1.62511468 -1.8999114 ]
31,"[ 1.05109714 -0.61388559 -0.70515977  0.25100727  1.07202507  0.75960217
  1.93742861  0.3362462  -1.20486089 -0.8255864   0.        ]",[-0.27853179 -0.08892918],[ 1.4814202  -0.88050384],-1.9318,-0.169771903709,"[[  2.46610571e+01  -3.00399570e+00   1.24253102e-01   8.79771254e-02]
 [  8.04481160e+01   7.77764655e-06   0.00000000e+00   0.00000000e+00]]",[ 1.89754903 -1.87188506]
32,"[ 0.37799176 -0.61386151  1.34032317  0.25062927  1.07202303  0.7596011
  2.00876689  0.33741269 -1.02337925 -0.86710227  0.        ]",[-0.27853179 -0.08892918],[ 1.86467938 -1.67636743],-1.27349,-0.153089660925,"[[  2.62937654e+01  -3.00386879e+00   1.24253102e-01   8.79771254e-02]
 [  8.28148184e+01   8.76669998e-03   0.00000000e+00   0.00000000e+00]]",[ 1.81501865 -1.6994555 ]
33,"[-1.47212999 -0.61385509  0.41460475  0.2505374   1.07202098  0.75960004
  2.0786917   0.3359384  -1.00349511 -0.64516129  0.        ]",[-0.27853179 -0.08892918],[ 0.87531511 -0.83986866],-1.5719,-0.13482276614,"[[  2.79733375e+01  -3.00383800e+00   1.24253102e-01   8.79771254e-02]
 [  8.51346681e+01  -2.29775341e-03   0.00000000e+00   0.00000000e+00]]",[ 1.50583255 -1.78702581]
34,"[-0.37256059 -0.61383384 -1.50181671  0.25020556  1.07201894  0.75959898
  2.13234916  0.33742432 -1.19587204 -0.65061423  0.        ]",[-0.27853179 -0.08892918],[ 1.99738625 -2.1107044 ],-1.63422,-0.157820031821,"[[  2.96938928e+01  -3.00372660e+00   1.24253102e-01   8.79771254e-02]
 [  8.69149300e+01   8.85896456e-03   0.00000000e+00   0.00000000e+00]]",[ 1.6715709  -1.89807403]
35,"[ 1.19934084 -0.61383422  0.03021295  0.25022358  1.07201689  0.75959791
  2.19982509  0.33559171 -1.15808416 -0.87750796  0.        ]",[-0.27853179 -0.08892918],[ 2.5726112  -3.90317331],-1.26126,-0.168181855233,"[[  3.14546529e+01  -3.00373273e+00   1.24253102e-01   8.79771254e-02]
 [  8.91536121e+01  -4.89524936e-03   0.00000000e+00   0.00000000e+00]]",[ 1.93687129 -1.80833817]
36,"[-0.5352027  -0.61385284  1.40854911  0.25053664  1.07201485  0.75959685
  2.26596388  0.33560411 -0.9751136  -0.78448141  0.        ]",[-0.27853179 -0.08892918],[ 1.55704374 -0.36192273],-1.38747,-0.141680756461,"[[  3.32597419e+01  -3.00383798e+00   1.24253102e-01   8.79771254e-02]
 [  9.13479773e+01  -4.79961980e-03   0.00000000e+00   0.00000000e+00]]",[ 1.65521979 -1.67989433]
37,"[-1.33144451 -0.61374145 -0.80798776  0.24875014  1.0720128   0.75959579
  2.33079186  0.34209031 -1.09989868 -0.59534039  0.        ]",[-0.27853179 -0.08892918],[ 1.45342989 -0.3394856 ],-1.78566,-0.143066907062,"[[  3.51082824e+01  -3.00323786e+00   1.24253102e-01   8.79771254e-02]
 [  9.34989002e+01   4.38921206e-02   0.00000000e+00   0.00000000e+00]]",[ 1.52876794 -1.83566272]
38,"[ 0.87917825 -0.61358843 -0.9879114   0.24630429  1.07201075  0.75959472
  2.39433483  0.34085469 -1.21803654 -0.79613427  0.        ]",[-0.27853179 -0.08892918],[ 1.7544456  -0.53250811],-1.95619,-0.169333873137,"[[  3.69994140e+01  -3.00241613e+00   1.24253102e-01   8.79771254e-02]
 [  9.56072384e+01   3.46193936e-02   0.00000000e+00   0.00000000e+00]]",[ 1.85750842 -1.86334181]
39,"[ 0.28618363 -0.61352605  1.37959724  0.24531835  1.07200871  0.75959366
  2.45661836  0.336963   -1.01474077 -0.86078688  0.        ]",[-0.27853179 -0.08892918],[ 2.11418555 -0.98621122],-1.32685,-0.151707748949,"[[  3.89322937e+01  -3.00208491e+00   1.24253102e-01   8.79771254e-02]
 [  9.76738409e+01   5.40861182e-03   0.00000000e+00   0.00000000e+00]]",[ 1.78246057 -1.66606593]
40,"[-1.53066336 -0.61360933 -0.12497548  0.24666269  1.07200666  0.7595926
  2.51766738  0.33171968 -1.0404078  -0.61075373  0.        ]",[-0.27853179 -0.08892918],[ 1.7294034  -1.89233708],-1.41096,-0.136902175304,"[[  4.09060949e+01  -3.00253672e+00   1.24253102e-01   8.79771254e-02]
 [  9.96995362e+01  -3.39482661e-02   0.00000000e+00   0.00000000e+00]]",[ 1.4660728  -1.79414511]
41,"[ 0.4989369  -0.61372623 -1.33014598  0.24855241  1.07200462  0.75959153
  2.57750626  0.3326801  -1.22489833 -0.74197975  0.        ]",[-0.27853179 -0.08892918],[ 2.24221751 -0.65140928],-1.84968,-0.166708018008,"[[  4.29200078e+01  -3.00317174e+00   1.24253102e-01   8.79771254e-02]
 [  1.01685133e+02  -2.67363320e-02   0.00000000e+00   0.00000000e+00]]",[ 1.77955818 -1.87293577]
42,"[ 0.58236184 -0.61373362  1.22001856  0.2486832   1.07200257  0.75959047
  2.63615871  0.33763486 -1.04137495 -0.88044993  0.        ]",[-0.27853179 -0.08892918],[ 1.45065916 -2.85737417],-1.23596,-0.155991963493,"[[  4.49732382e+01  -3.00321576e+00   1.24253102e-01   8.79771254e-02]
 [  1.03631420e+02   1.04593086e-02   0.00000000e+00   0.00000000e+00]]",[ 1.82120144 -1.671628  ]
43,"[-1.53121511 -0.61375676  0.06023378  0.24906798  1.07200053  0.75958941
  2.69364818  0.33434712 -1.02664054 -0.62093976  0.        ]",[-0.27853179 -0.08892918],[ 0.55596894 -1.19805375],-1.6471,-0.135928072784,"[[  4.70650077e+01  -3.00334511e+00   1.24253102e-01   8.79771254e-02]
 [  1.05539175e+02  -1.42177989e-02   0.00000000e+00   0.00000000e+00]]",[ 1.45153201 -1.77427721]
44,"[ 0.46733436 -0.61380689 -1.34877402  0.24988896  1.07199848  0.75958834
  2.69700288  0.33465749 -1.22447497 -0.73778231  0.        ]",[-0.27853179 -0.08892918],[ 2.31455702 -2.83002163],-1.54912,-0.166401284547,"[[  4.91769144e+01  -3.00362101e+00   1.24253102e-01   8.79771254e-02]
 [  1.05651118e+02  -1.18855045e-02   0.00000000e+00   0.00000000e+00]]",[ 1.76932859 -1.86852431]
45,"[ 0.5216144  -0.61384032  1.26099178  0.25044118  1.07199644  0.75958728
  2.75328526  0.33533169 -1.03590436 -0.87658743  0.        ]",[-0.27853179 -0.08892918],[ 2.64546813 -2.20507083],-1.15583,-0.15512653681,"[[  5.13086767e+01  -3.00380662e+00   1.24253102e-01   8.79771254e-02]
 [  1.07518892e+02  -6.82205798e-03   0.00000000e+00   0.00000000e+00]]",[ 1.80655634 -1.65847337]
46,"[-1.53020229 -0.61385782 -0.13235187  0.25073626  1.07199439  0.75958622
  2.80845151  0.335786   -1.04073168 -0.61169645  0.        ]",[-0.27853179 -0.08892918],[ 0.9449504  -1.64232167],-1.56467,-0.137000439559,"[[  5.34774236e+01  -3.00390583e+00   1.24253102e-01   8.79771254e-02]
 [  1.09349691e+02  -3.40928957e-03   0.00000000e+00   0.00000000e+00]]",[ 1.44686759 -1.77832007]
47,"[ 0.71649371 -0.61386586 -1.16586902  0.25087841  1.07199235  0.75958515
  2.85595367  0.33602903 -1.22267678 -0.77045278  0.        ]",[-0.27853179 -0.08892918],[ 1.91064247 -1.57828387],-1.80076,-0.168227050942,"[[  5.56802359e+01  -3.00395366e+00   1.24253102e-01   8.79771254e-02]
 [  1.10926288e+02  -1.58250239e-03   0.00000000e+00   0.00000000e+00]]",[ 1.80982649 -1.85013866]
48,"[ 0.10900088 -0.6138691   1.43315891  0.25094277  1.0719903   0.75958409
  2.90908359  0.3361464  -1.00389638 -0.84647763  0.        ]",[-0.27853179 -0.08892918],[ 1.81821831 -1.22619371],-1.31207,-0.149473394328,"[[  5.79164538e+01  -3.00397536e+00   1.24253102e-01   8.79771254e-02]
 [  1.12689631e+02  -6.98942412e-04   0.00000000e+00   0.00000000e+00]]",[ 1.73433113 -1.62806785]
49,"[-1.36798816 -0.61387008 -0.73899955  0.25097053  1.07198826  0.75958303
  2.96115965  0.33619979 -1.09273948 -0.59593846  0.        ]",[-0.27853179 -0.08892918],[ 2.05677558 -1.91719538],-1.47,-0.142243528525,"[[  6.01875884e+01  -3.00398477e+00   1.24253102e-01   8.79771254e-02]
 [  1.14418066e+02  -2.95700343e-04   0.00000000e+00   0.00000000e+00]]",[ 1.47632432 -1.79712987]
