timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
15,"[ 0.72072493 -0.99269744 -1.07950753 -0.2854265  -1.68714793 -0.38698101
 -0.14491717 -0.58913223  0.98662697  0.33246798  0.        ]",[-0.00215099 -0.11347616],[-1.48572794  1.21989174],-0.683544,-0.19712008353,"[[-0.73094618  3.09947552 -0.19395434 -0.04390394]
 [ 4.97515551 -2.949265    0.          0.        ]]",[ 0.29699492  0.29430002]
16,"[ 0.77309302 -0.988926   -1.01057903 -0.1938091  -1.68711969 -0.38697907
 -0.46589151 -0.4308562   1.00590429  0.35878586  0.        ]",[-0.00215099 -0.11347616],[-0.10421189  0.44973623],-0.666047,-0.200965178512,"[[-0.67215572  3.0525412  -0.19395434 -0.04390394]
 [ 0.91741452 -1.75393589  0.          0.        ]]",[ 0.27970865  0.35460728]
17,"[ 0.78503818 -0.9856333  -0.99362996 -0.14260359 -1.68709146 -0.38697713
 -0.49996075 -0.32208037  1.01772959  0.37395029  0.        ]",[-0.00215099 -0.11347616],[-0.95702714  0.93449658],-0.682592,-0.20330197084,"[[-0.65812907  3.02623024 -0.19395434 -0.04390394]
 [ 0.48668346 -0.93244417  0.          0.        ]]",[ 0.27378359  0.37768   ]
18,"[ 0.76063277 -0.98372296 -1.02770221 -0.11774877 -1.68706323 -0.3869752
 -0.80044797 -0.25337423  1.02729585  0.38091112  0.        ]",[-0.00215099 -0.11347616],[ 0.74155789 -0.01702732],-0.647525,-0.204983823122,"[[-0.68650958  3.01343141 -0.19395434 -0.04390394]
 [-3.31207817 -0.41356848  0.          0.        ]]",[ 0.26360962  0.39876193]
19,"[ 0.72832759 -0.98228078 -1.06993727 -0.10055808 -1.687035   -0.38697326
 -0.56300848 -0.2611992   1.03596817  0.38494069  0.        ]",[-0.00215099 -0.11347616],[-1.09431819 -0.4498748 ],-0.597587,-0.20641667658,"[[-0.72263502  3.00456701 -0.19395434 -0.04390394]
 [-0.31046903 -0.47267339  0.          0.        ]]",[ 0.26818305  0.391718  ]
20,"[ 0.68536547 -0.97727226 -1.12165433 -0.04788165 -1.68700677 -0.38697133
 -0.87571349 -0.49584901  1.05664863  0.39695883  0.        ]",[-0.00215099 -0.11347616],[-0.27008164 -0.04313288],-0.631221,-0.209930636115,"[[-0.7685083   2.97733314 -0.19395434 -0.04390394]
 [-4.2636799  -2.24480868  0.          0.        ]]",[ 0.26337233  0.41991746]
21,"[ 0.58970391 -0.96674578 -1.22166499  0.04084802 -1.68697854 -0.38696939
 -0.95361484 -0.51258386  1.09696058  0.41028745  0.        ]",[-0.00215099 -0.11347616],[-0.21755892  1.88578584],-0.671684,-0.216366220229,"[[-0.86366379  2.93116872 -0.19395434 -0.04390394]
 [-5.24858528 -2.37121399  0.          0.        ]]",[ 0.25950465  0.43825775]
22,"[ 0.46613147 -0.96485986 -1.32627973  0.05466252 -1.68695031 -0.38696745
 -1.01351126  0.01792562  1.11644929  0.40122654  0.        ]",[-0.00215099 -0.11347616],[-0.77819041  1.1681179 ],-0.575471,-0.21885246754,"[[-0.97623371  2.9239427  -0.19395434 -0.04390394]
 [-6.00589028  1.63525792  0.          0.        ]]",[ 0.25007349  0.42095861]
23,"[ 0.2867506  -0.98078041 -1.44036048 -0.08406081 -1.68692209 -0.38696552
 -1.24780494  0.5379172   1.08422618  0.3677484   0.        ]",[-0.00215099 -0.11347616],[-0.95679292  0.21093522],-0.422809,-0.212823914611,"[[-1.1260706   2.99604922 -0.19395434 -0.04390394]
 [-8.9679346   5.56230242  0.          0.        ]]",[ 0.24234018  0.39032811]
24,"[ 0.00640262 -0.98807483 -1.54952371 -0.18029044 -1.68689386 -0.38696358
 -1.53342038 -0.18941652  1.06601394  0.34415323  0.        ]",[-0.00215099 -0.11347616],[-1.02342793  1.00471889],-0.433783,-0.209265281204,"[[ -1.34165953   3.04560096  -0.19395434  -0.04390394]
 [-12.57888867   0.06942531   0.           0.        ]]",[ 0.25167489  0.40279743]
25,"[-0.38948975 -0.98676501 -1.58688646 -0.15980708 -1.68686564 -0.38696165
 -1.82688128 -0.29953126  1.0944491   0.32284445  0.        ]",[-0.00215099 -0.11347616],[ 0.40241512  1.95647182],-0.444286,-0.212723096123,"[[ -1.63046422   3.03507786  -0.19395434  -0.04390394]
 [-16.28919782  -0.7621755    0.           0.        ]]",[ 0.25467858  0.41668546]
26,"[-0.80152706 -0.98484177 -1.48780765 -0.1329271  -1.68683742 -0.38695971
 -1.67531272 -0.2741655   1.11697295  0.28787318  0.        ]",[-0.00215099 -0.11347616],[ 0.88365928  0.61188273],-0.3575,-0.214947722564,"[[ -1.93702667   3.02125028  -0.19395434  -0.04390394]
 [-14.37343001  -0.57062291   0.           0.        ]]",[ 0.26703858  0.41987139]
27,"[-1.1044963  -0.98343568 -1.30768948 -0.11512846 -1.6868092  -0.38695778
 -1.37603761 -0.24434182  1.12495422  0.2539266   0.        ]",[-0.00215099 -0.11347616],[-0.67937063  2.10323634],-0.279772,-0.215157735103,"[[ -2.18653694   3.01208184  -0.19395434  -0.04390394]
 [-10.59020533  -0.34540382   0.           0.        ]]",[ 0.2824465   0.41542387]
28,"[-1.34651294 -0.98267535 -1.06487419 -0.10606089 -1.68678098 -0.38695584
 -1.5721973  -0.2182846   1.12253925  0.22219356  0.        ]",[-0.00215099 -0.11347616],[ 0.10238143  0.41906507],-0.24116,-0.213965112886,"[[ -2.42322534   3.00740691  -0.19395434  -0.04390394]
 [-13.07037103  -0.14862872   0.           0.        ]]",[ 0.29104441  0.43543142]
29,"[-1.54191414 -0.98223577 -0.74105947 -0.10100253 -1.68675277 -0.3869539
 -1.51964415 -0.21253788  1.11116149  0.19124515  0.        ]",[-0.00215099 -0.11347616],[-0.59602961  0.09596269],-0.191414,-0.211519849022,"[[ -2.67796955   3.00479783  -0.19395434  -0.04390394]
 [-12.40626247  -0.1052373    0.           0.        ]]",[ 0.29968688  0.43966538]
30,"[-1.66164446 -0.98190112 -0.35099773 -0.09723878 -1.68672455 -0.38695197
 -1.68685316 -0.2093333   1.09140852  0.16362209  0.        ]",[-0.00215099 -0.11347616],[-0.46589615 -0.18892682],-0.19943,-0.207945725769,"[[ -2.94730777   3.00285595  -0.19395434  -0.04390394]
 [-14.52051375  -0.08104392   0.           0.        ]]",[ 0.30574721  0.45269591]
31,"[-1.6789787  -0.98030068  0.11650696 -0.07959239 -1.68669634 -0.38695003
 -1.8099919  -0.30820554  1.06020397  0.13532841  0.        ]",[-0.00215099 -0.11347616],[-0.98116131  1.28662972],-0.262375,-0.202674895441,"[[ -3.25334183   2.99374346  -0.19395434  -0.04390394]
 [-16.07769987  -0.827723     0.           0.        ]]",[ 0.31445676  0.46681184]
32,"[-1.53844822 -0.98252429  0.63922413 -0.1046711  -1.68666812 -0.3869481
 -2.09203628 -0.05636808  1.01949958  0.12743603  0.        ]",[-0.00215099 -0.11347616],[ 2.05960456  1.04837885],-0.426409,-0.196358960107,"[[ -3.61067766   3.00669088  -0.19395434  -0.04390394]
 [-19.64405173   1.07410557   0.           0.        ]]",[ 0.31816339  0.47262952]
33,"[-1.25053426 -0.98366273  1.06583308 -0.11855623 -1.68663991 -0.38694616
 -1.7480806  -0.20491273  0.98893933  0.14182749  0.        ]",[-0.00215099 -0.11347616],[ 0.6931915  -0.16820598],-0.437387,-0.192000452325,"[[ -3.9599328    3.01384957  -0.19395434  -0.04390394]
 [-15.29593385  -0.04767859   0.           0.        ]]",[ 0.33284053  0.46433997]
34,"[-0.9409956  -0.98243038  1.3088141  -0.10376337 -1.6866117  -0.38694423
 -1.50702549 -0.29297784  0.9556504   0.1519095   0.        ]",[-0.00215099 -0.11347616],[-1.49959439  0.42603909],-0.638653,-0.18717270468,"[[ -4.23527665   3.0062232   -0.19395434  -0.04390394]
 [-12.24860466  -0.71273503   0.           0.        ]]",[ 0.34042531  0.45796478]
35,"[-0.5743366  -0.98134241  1.45116129 -0.09138293 -1.6865835  -0.38694229
 -1.80097502 -0.19268114  0.92637699  0.17424465  0.        ]",[-0.00215099 -0.11347616],[ 0.24691139  0.44120527],-0.705855,-0.183263601352,"[[ -4.5175403    2.9998345   -0.19395434  -0.04390394]
 [-15.96537688   0.04467135   0.           0.        ]]",[ 0.33577061  0.48768702]
36,"[-0.15346894 -0.98186411  1.4706584  -0.09738904 -1.68655529 -0.38694036
 -1.69862443 -0.1873903   0.90972536  0.20726112  0.        ]",[-0.00215099 -0.11347616],[-0.16101816  1.86713642],-1.03161,-0.181618592851,"[[ -4.82386815   3.00293487  -0.19395434  -0.04390394]
 [-14.67172686   0.0846197    0.           0.        ]]",[ 0.33397418  0.48860279]
37,"[ 0.24120075 -0.98200783  1.35393778 -0.09913744 -1.68652708 -0.38693842
 -1.72604624 -0.19599538  0.90098914  0.2435086   0.        ]",[-0.00215099 -0.11347616],[ 1.40080175  1.14026128],-0.927526,-0.181389575634,"[[ -5.12078499   3.0038373   -0.19395434  -0.04390394]
 [-15.01879989   0.01963041   0.           0.        ]]",[ 0.32904407  0.49459299]
38,"[ 0.54595626 -0.98203081  1.15208876 -0.09949916 -1.68649888 -0.38693649
 -1.38935575 -0.19819667  0.90112258  0.27625952  0.        ]",[-0.00215099 -0.11347616],[ 2.54507075  0.32359801],-0.841453,-0.182496682789,"[[ -5.37845306e+00   3.00402416e+00  -1.93954343e-01  -4.39039429e-02]
 [ -1.07621923e+01   3.00036174e-03   0.00000000e+00   0.00000000e+00]]",[ 0.32379988  0.47399056]
39,"[ 0.7204161  -0.98190436  0.97037384 -0.09813842 -1.68647068 -0.38693455
 -1.05933954 -0.20521615  0.90511551  0.29830387  0.        ]",[-0.00215099 -0.11347616],[ 0.62493433  0.85701314],-0.967247,-0.183876071177,"[[-5.55183447  3.00332225 -0.19395434 -0.04390394]
 [-6.58985156 -0.05001496  0.          0.        ]]",[ 0.32225424  0.44684011]
40,"[ 0.81192097 -0.98183879  0.8441681  -0.09748173 -1.68644248 -0.38693261
 -0.85331326 -0.1983467   0.90924045  0.31125652  0.        ]",[-0.00215099 -0.11347616],[ 3.11517509 -0.80383025],-0.788118,-0.184967966106,"[[ -5.65749715e+00   3.00298360e+00  -1.93954343e-01  -4.39039429e-02]
 [ -3.98509771e+00   1.85334224e-03   0.00000000e+00   0.00000000e+00]]",[ 0.3208155   0.42953348]
41,"[ 0.84273044 -0.97582339  0.79473142 -0.03581999 -1.68641428 -0.38693068
 -0.53392557 -0.61980733  0.90154115  0.33899292  0.        ]",[-0.00215099 -0.11347616],[ 0.27879429  1.44939552],-1.01493,-0.184929709513,"[[-5.69668409  2.97108757 -0.19395434 -0.04390394]
 [ 0.05294766 -3.18084886  0.          0.        ]]",[ 0.33772707  0.42441237]
42,"[ 0.83337578 -0.97066153  0.81016343  0.00893107 -1.68638608 -0.38692874
 -0.44668684 -0.08711807  0.89390666  0.35450835  0.        ]",[-0.00215099 -0.11347616],[-0.86019358 -0.39723786],-0.91299,-0.184461870875,"[[-5.68455892  2.94783073 -0.19395434 -0.04390394]
 [ 1.15589165  0.84175819  0.          0.        ]]",[ 0.32299322  0.43102968]
43,"[ 0.84207444 -0.97086137  0.79579581  0.00723146 -1.68635788 -0.38692681
 -0.71787234 -0.29763253  0.89511679  0.35534555  0.        ]",[-0.00215099 -0.11347616],[ 1.00137703  1.73601859],-1.00529,-0.184674601813,"[[-5.69584225  2.94871585 -0.19395434 -0.04390394]
 [-2.2727986  -0.74794829  0.          0.        ]]",[ 0.32142344  0.45371145]
44,"[ 0.84609    -0.97632361  0.78903462 -0.04073335 -1.68632969 -0.38692487
 -0.40114097  0.22869719  0.90256293  0.33769993  0.        ]",[-0.00215099 -0.11347616],[ 1.31222543 -0.5321203 ],-0.814941,-0.18502984512,"[[-5.70112043  2.97363495 -0.19395434 -0.04390394]
 [ 1.73163969  3.22661256  0.          0.        ]]",[ 0.31710774  0.40954131]
45,"[ 0.78680727 -0.98328064  0.88152639 -0.11506866 -1.68630149 -0.38692294
 -0.09070104 -0.12961917  0.91168288  0.30023677  0.        ]",[-0.00215099 -0.11347616],[ 0.48634605 -1.62845139],-0.759677,-0.184922113674,"[[-5.62710777  3.012053   -0.19395434 -0.04390394]
 [ 5.65654095  0.52081104  0.          0.        ]]",[ 0.34119129  0.36853135]
46,"[ 0.66710679 -0.97809941  1.03271997 -0.05811421 -1.6862733  -0.386921
  0.05273176 -0.65532588  0.89442203  0.3046956   0.        ]",[-0.00215099 -0.11347616],[-0.14014157  0.02051611],-0.931588,-0.182546626037,"[[-5.49578225  2.98263849 -0.19395434 -0.04390394]
 [ 7.46996348 -3.44903468  0.          0.        ]]",[ 0.35864592  0.37162966]
47,"[ 0.51848393 -0.96228363  1.17537439  0.07145503 -1.68624511 -0.38691907
 -0.00285351 -0.63553114  0.85729455  0.32523624  0.        ]",[-0.00215099 -0.11347616],[ 1.89278304  0.36019415],-0.861408,-0.177909719321,"[[-5.35343401  2.91515727 -0.19395434 -0.04390394]
 [ 6.76720236 -3.29958657  0.          0.        ]]",[ 0.35652971  0.42268112]
48,"[ 0.31480166 -0.94671477  1.31550665  0.16813229 -1.68621692 -0.38691713
  0.29971078 -0.43800027  0.82189458  0.3208539   0.        ]",[-0.00215099 -0.11347616],[ 0.63739643  1.63907299],-1.01513,-0.172562821635,"[[ -5.1797094    2.86413149  -0.19395434  -0.04390394]
 [ 10.59250481  -1.80797924   0.           0.        ]]",[ 0.35829121  0.43656313]
49,"[ 0.0106339  -0.94801379  1.43884975  0.16073807 -1.68618873 -0.3869152
  0.48274229  0.09108543  0.81686257  0.26760435  0.        ]",[-0.00215099 -0.11347616],[ 0.61247172 -0.70222323],-0.747936,-0.16974666009,"[[ -4.94464169   2.86805817  -0.19395434  -0.04390394]
 [ 12.90657413   2.18732046   0.           0.        ]]",[ 0.35555813  0.42056113]
