timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
21,"[-0.34269872 -0.69444119 -1.51688697 -0.29043126  1.60737971 -1.67916347
 -0.76509984 -0.30758601 -1.43004197  1.54412207  0.        ]",[-0.19261046 -0.27352357],[-0.05031885 -0.33645727],-1.53961,-0.264209960083,"[[-1.63399655  3.02096567  0.1852275  -0.19256095]
 [ 0.6705673   0.09261007  0.          0.        ]]",[ 0.53407824  0.04195535]
22,"[-0.32718471 -0.69254504 -1.51785808 -0.2604982   1.6073699  -1.67915254
 -0.77412738 -0.49216494 -1.42107788  1.54337157  0.        ]",[-0.19261046 -0.27352357],[-1.32455438 -0.98529671],-1.45129,-0.263309691547,"[[-1.6227179   3.00943266  0.1852275  -0.19256095]
 [ 0.45800694 -1.24146486  0.          0.        ]]",[ 0.50732201  0.07055621]
23,"[-0.36932507 -0.67898574 -1.51473921 -0.09603357  1.60736008 -1.6791416
 -0.94270788 -1.02857086 -1.37177195  1.52611804  0.        ]",[-0.19261046 -0.27352357],[-0.63737078  0.0198186 ],-1.47934,-0.257129159984,"[[-1.65337513  2.94570453  0.1852275  -0.19256095]
 [-3.51049215 -5.11842711  0.          0.        ]]",[ 0.43286872  0.1614655 ]
24,"[-0.49882743 -0.64706324 -1.49617781  0.15903416  1.60735026 -1.67913067
 -1.04694827 -1.00370621 -1.29783236  1.47327697  0.        ]",[-0.19261046 -0.27352357],[ 0.06639663 -0.51055607],-1.44864,-0.245313904425,"[[-1.74820621  2.84513888  0.1852275  -0.19256095]
 [-5.96442501 -4.93873975  0.          0.        ]]",[ 0.45988938  0.2193508 ]
25,"[-0.65344599 -0.59354059 -1.45557616  0.44847329  1.60734045 -1.67911974
 -1.03075775 -1.26988123 -1.22736289  1.38129903  0.        ]",[-0.19261046 -0.27352357],[ 0.82964345  0.65943407],-1.4828,-0.229982411907,"[[-1.86367179  2.72706147  0.1852275  -0.19256095]
 [-5.58338137 -6.8625917   0.          0.        ]]",[ 0.49444354  0.3390117 ]
26,"[-0.75450617 -0.52891831 -1.41742698  0.70428749  1.60733063 -1.67910881
 -0.88651769 -0.88980977 -1.178475    1.28405562  0.        ]",[-0.19261046 -0.27352357],[-0.57065226 -0.13230395],-1.33282,-0.216053564269,"[[-1.94127201  2.61737112  0.1852275  -0.19256095]
 [-2.18799702 -4.11559751  0.          0.        ]]",[ 0.59896678  0.36902952]
27,"[-0.8381094  -0.46816362 -1.37830861  0.89560111  1.60732081 -1.67909788
 -0.98064321 -0.95102196 -1.15463021  1.19463308  0.        ]",[-0.19261046 -0.27352357],[ 1.07278685  0.46909739],-1.42692,-0.20519584978,"[[-2.00726415  2.53062004  0.1852275  -0.19256095]
 [-4.40381217 -4.55803843  0.          0.        ]]",[ 0.62959015  0.43019801]
28,"[-0.89671014 -0.41193497 -1.34646754  1.04509705  1.607311   -1.67908695
 -0.80875607 -0.68154584 -1.14340349  1.11838632  0.        ]",[-0.19261046 -0.27352357],[ 0.17446128  0.72283108],-1.33909,-0.196881380584,"[[-2.05474307  2.45900075  0.1852275  -0.19256095]
 [-0.35760045 -2.61037949  0.          0.        ]]",[ 0.70059615  0.45257908]
29,"[-0.89689183 -0.39278585 -1.34635482  1.09128965  1.60730118 -1.67907602
 -0.77911341 -0.2783986  -1.13667336  1.099785    0.        ]",[-0.19261046 -0.27352357],[ 1.60471811  0.69493849],-1.4003,-0.194493006206,"[[-2.05489432  2.43602817  0.1852275  -0.19256095]
 [ 0.34014441  0.30340956  0.          0.        ]]",[ 0.74362087  0.40560025]
30,"[-0.83956665 -0.42062474 -1.37753865  1.02338932  1.60729136 -1.67906509
 -0.61122056  0.10148184 -1.13274808  1.1471718   0.        ]",[-0.19261046 -0.27352357],[ 0.74668392  0.91151428],-1.33673,-0.198617776502,"[[-2.00843798  2.46964418  0.1852275  -0.19256095]
 [ 4.29234453  3.04903577  0.          0.        ]]",[ 0.76181543  0.3480989 ]
31,"[-0.69296396 -0.49409839 -1.4417559   0.81833859  1.60728155 -1.67905417
 -0.48924276  0.59248532 -1.14543255  1.26872919  0.        ]",[-0.19261046 -0.27352357],[ 0.1701087 -0.2796825],-1.22478,-0.211606358274,"[[-1.89378243  2.56623105  0.1852275  -0.19256095]
 [ 7.16370083  6.59781783  0.          0.        ]]",[ 0.75130081  0.24196459]
32,"[-0.49469276 -0.57085021 -1.49692115  0.54642093  1.60727173 -1.67904324
 -0.46664592  0.4211743  -1.19330572  1.40128633  0.        ]",[-0.19261046 -0.27352357],[ 0.37573261 -0.34316859],-1.30904,-0.229010395934,"[[-1.74517139  2.68576453  0.1852275  -0.19256095]
 [ 7.6956112   5.35965943  0.          0.        ]]",[ 0.66526473  0.21115905]
33,"[-0.26539267 -0.61882886 -1.51977093  0.32452298  1.60726192 -1.67903231
 -0.40991748  0.21847807 -1.25184248  1.49778259  0.        ]",[-0.19261046 -0.27352357],[-0.93525896  0.43352517],-1.36422,-0.243752581463,"[[-1.57786079  2.77825891  0.1852275  -0.19256095]
 [ 9.0309869   3.89466054  0.          0.        ]]",[ 0.59989119  0.18819216]
34,"[-0.07075589 -0.65703591 -1.50614191  0.09002119  1.6072521  -1.67902138
 -0.57480492  0.44528527 -1.32850968  1.55628676  0.        ]",[-0.19261046 -0.27352357],[-0.08221493 -0.04636051],-1.41705,-0.256254613856,"[[-1.43618525  2.87259932  0.1852275  -0.19256095]
 [ 5.14949005  5.53392991  0.          0.        ]]",[ 0.58288425  0.08608289]
35,"[ 0.06288376 -0.68698882 -1.47888526 -0.1852206   1.60724229 -1.67901045
 -0.5929593   0.4047218  -1.41921294  1.57620938  0.        ]",[-0.19261046 -0.27352357],[ 0.72845581 -0.53557478],-1.45989,-0.266323030107,"[[-1.33748348  2.98033644  0.1852275  -0.19256095]
 [ 4.72210264  5.24076116  0.          0.        ]]",[ 0.56870973  0.01982981]
36,"[ 0.22421259 -0.69551753 -1.42524806 -0.30913508  1.60723247 -1.67899952
 -0.47441589 -0.27949703 -1.46824838  1.58067824  0.        ]",[-0.19261046 -0.27352357],[-0.4860133  -0.11608159],-1.41933,-0.271276598592,"[[-1.21504375  3.02815392  0.1852275  -0.19256095]
 [ 7.51259612  0.29553803  0.          0.        ]]",[ 0.48770529  0.08039406]
37,"[ 0.38691872 -0.69467103 -1.3455164  -0.29460845  1.60722266 -1.6789886
 -0.56247887 -0.40204712 -1.47498047  1.59061659  0.        ]",[-0.19261046 -0.27352357],[ 1.88944285  0.57452466],-1.49389,-0.272854424488,"[[-1.08559135  3.02256406  0.1852275  -0.19256095]
 [ 5.43956294 -0.5902021   0.          0.        ]]",[ 0.45543921  0.09072308]
38,"[ 0.55898389 -0.69310748 -1.22758041 -0.26942449  1.60721284 -1.67897767
 -0.39885799 -0.3718896  -1.48351343  1.60202078  0.        ]",[-0.19261046 -0.27352357],[ 1.03409119  0.05826322],-1.41043,-0.274740062173,"[[-0.93815559  3.01286413  0.1852275  -0.19256095]
 [ 9.2911773  -0.37224328  0.          0.        ]]",[ 0.47838157  0.11256094]
39,"[ 0.78517959 -0.69206517 -0.99919822 -0.25366058  1.60720303 -1.67896674
 -0.23847655 -0.35248613 -1.50539263  1.61302046  0.        ]",[-0.19261046 -0.27352357],[ 0.35750281  1.79322722],-1.46173,-0.277834635508,"[[ -0.71445263   3.00678638   0.1852275   -0.19256095]
 [ 13.06653813  -0.23200937   0.           0.        ]]",[ 0.52402431  0.1310222 ]
40,"[ 0.98998785 -0.69163234 -0.65512379 -0.24733645  1.60719321 -1.67895581
 -0.18933449 -0.32749953 -1.53727981  1.61600734  0.        ]",[-0.19261046 -0.27352357],[ 0.70049383  1.17123675],-1.44127,-0.281127911307,"[[ -0.44151538   3.00434683   0.1852275   -0.19256095]
 [ 14.22333025  -0.05142326   0.           0.        ]]",[ 0.60444134  0.12621702]
41,"[ 1.11011146 -0.69154683 -0.20875774 -0.24612037  1.6071834  -1.67894489
 -0.08347617 -0.32127597 -1.57381515  1.60573667  0.        ]",[-0.19261046 -0.27352357],[ 2.04244541  0.44625348],-1.45875,-0.283672968933,"[[ -1.32046849e-01   3.00387777e+00   1.85227505e-01  -1.92560953e-01]
 [  1.67152183e+01  -6.44692941e-03   0.00000000e+00   0.00000000e+00]]",[ 0.74071634  0.12135616]
42,"[ 1.08304867 -0.69143711  0.34694741 -0.24455911  1.60717359 -1.67893396
  0.07066182 -0.32569125 -1.61152969  1.57768428  0.        ]",[-0.19261046 -0.27352357],[ 0.76081413 -0.1360585 ],-1.46279,-0.284794653943,"[[  0.23866228   3.00327547   0.1852275   -0.19256095]
 [ 20.34360378  -0.03836273   0.           0.        ]]",[ 0.94716388  0.10741702]
43,"[ 0.82278281 -0.69030292  0.92961765 -0.22858605  1.60716377 -1.67892303
  0.18151721 -0.40014925 -1.64306201  1.5321791   0.        ]",[-0.19261046 -0.27352357],[ 1.53995767  0.32864697],-1.56091,-0.283882508364,"[[  0.67171655   2.99710894   0.1852275   -0.19256095]
 [ 22.95312413  -0.57651096   0.           0.        ]]",[ 1.1660099   0.10078059]
44,"[ 0.28700059 -0.69060689  1.37776562 -0.2328285   1.60715396 -1.67891211
  0.33041181 -0.21855157 -1.65078761  1.46167366  0.        ]",[-0.19261046 -0.27352357],[ 0.7311496   0.39403546],-1.76519,-0.278520189246,"[[  1.16594534   2.9987475    0.1852275   -0.19256095]
 [ 26.45808138   0.73597508   0.           0.        ]]",[ 1.29372644  0.09768474]
45,"[-0.45898716 -0.69205887  1.48328047 -0.25371933  1.60714415 -1.67890118
  0.43113604 -0.3136413  -1.61827929  1.38949749  0.        ]",[-0.19261046 -0.27352357],[-0.81643144 -0.43617143],-1.92376,-0.268936475378,"[[  1.71889644   3.00681001   0.1852275   -0.19256095]
 [ 28.82912185   0.04871535   0.           0.        ]]",[ 1.33782816  0.10935347]
46,"[-1.12898926 -0.68901786  1.15776636 -0.21132762  1.60713433 -1.67889025
  0.26956572 -0.55281577 -1.57639055  1.34044077  0.        ]",[-0.19261046 -0.27352357],[ 1.68814301 -0.23626418],-2.13017,-0.260352379879,"[[  2.25731918   2.99044031   0.1852275   -0.19256095]
 [ 25.02581885  -1.67991063   0.           0.        ]]",[ 1.31687284  0.14753503]
47,"[-1.55039245 -0.67947749  0.5063006  -0.10139341  1.60712452 -1.67887933
  0.41670978 -0.67770445 -1.52399452  1.29788166  0.        ]",[-0.19261046 -0.27352357],[ 0.60301904  1.38646284],-2.14887,-0.251212309331,"[[  2.7925885    2.94778613   0.1852275   -0.19256095]
 [ 28.48955801  -2.58254615   0.           0.        ]]",[ 1.24229109  0.25512668]
48,"[-1.59425354 -0.67652724 -0.3675307  -0.07211556  1.60711471 -1.6788684
  0.49418083 -0.12286931 -1.4360361   1.31902437  0.        ]",[-0.19261046 -0.27352357],[ 0.7611653  -0.79082727],-1.90754,-0.24398570936,"[[  3.38067675   2.93636931   0.1852275   -0.19256095]
 [ 30.31322148   1.42747682   0.           0.        ]]",[ 1.09746802  0.2486776 ]
49,"[-1.14454894 -0.67568024 -1.16354361 -0.06402576  1.60710489 -1.67885748
  0.59670586 -0.56014462 -1.36938047  1.40714135  0.        ]",[-0.19261046 -0.27352357],[ 3.08013253  1.78501307],-1.80162,-0.24554267127,"[[  4.01115619   2.93321003   0.1852275   -0.19256095]
 [ 32.72665068  -1.73289761   0.           0.        ]]",[ 0.84546608  0.31184086]
