timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
18,-0.102946654126,[-0.87243514 -0.02801058],"[-1.61757072 -0.5999603  -0.21534318  0.55908674  0.91487343 -0.62082664
 -1.76535618 -1.09321419 -0.93415593  0.17387354  0.        ]",-0.303653,"[[ -9.24150039   2.67027576   0.10780844  -0.0710279 ]
 [-49.41756587  -5.60975057   0.           0.        ]]",[-0.61939418  0.7114892 ],[-0.07628413 -0.17369163]
19,-0.162153978952,[ 0.53066925  0.26514544],"[-1.19169071 -0.52824788  1.17332187  0.81159753  0.91486728 -0.62082349
 -1.88708664 -1.09396133 -1.33031123  0.29204504  0.        ]",-0.481972,"[[-10.25467965   2.5580283    0.10780844  -0.0710279 ]
 [-51.89205142  -5.61524534   0.           0.        ]]",[-0.65017515  0.68952858],[-0.07628413 -0.17369163]
20,-0.199920774371,[-1.67673598  0.60242074],"[ 0.10314785 -0.4525154   1.5160265   1.02288589  0.91486112 -0.62082034
 -1.73307096 -0.93511983 -1.41975083  0.83648825  0.        ]",-0.590228,"[[-11.26112119   2.45730748   0.10780844  -0.0710279 ]
 [-48.7625834   -4.46070554   0.           0.        ]]",[-0.74265832  0.64244151],[-0.07628413 -0.17369163]
21,-0.185471951763,[-0.92482829  1.3349751 ],"[ 1.06027772 -0.39875552  0.5056637   1.14948224  0.91485496 -0.62081719
 -1.88030029 -0.59579734 -1.00808509  1.19846178  0.        ]",-0.659351,"[[-12.26639883   2.39284229   0.10780844  -0.0710279 ]
 [-51.75530906  -1.99426208   0.           0.        ]]",[-0.83251846  0.60665584],[-0.07628413 -0.17369163]
22,-0.119480986658,[ 0.31107352  2.87728426],"[ 0.74035057 -0.39888909 -0.98177455  1.14917385  0.91484881 -0.62081404
 -2.01001133 -0.04677299 -0.52990807  0.90353105  0.        ]",-0.446135,"[[-13.32795928   2.39299878   0.10780844  -0.0710279 ]
 [-54.39216047   1.99647154   0.           0.        ]]",[-0.76864374  0.62794799],[-0.07628413 -0.17369163]
23,-0.0607060512804,[-2.00594921  2.83784299],"[-0.60846346 -0.46433697 -1.40052283  0.99266801  0.91484265 -0.62081089
 -1.89646325  0.49141721 -0.55158344  0.32685984  0.        ]",-0.11132,"[[-14.39265424   2.472176     0.10780844  -0.0710279 ]
 [-52.08516383   5.90845738   0.           0.        ]]",[-0.7027452   0.62022704],[-0.07628413 -0.17369163]
24,-0.100350164229,[ 0.28722314 -0.37947079],"[-1.59970836 -0.57508443 -0.30520181  0.65419462  0.91483649 -0.62080774
 -2.0405859   1.01909739 -0.92113079  0.14237296  0.        ]",-0.249078,"[[-15.46375247   2.62882783   0.10780844  -0.0710279 ]
 [-55.01499082   9.74407693   0.           0.        ]]",[-0.69798279  0.58801019],[-0.07628413 -0.17369163]
25,-0.139064209327,[ 0.78555249  0.51476758],"[-1.18772957 -0.66783317  1.17724655  0.2325605   0.91483034 -0.62080459
 -1.93109223  0.78513847 -1.15015911  0.35406744  0.        ]",-0.335023,"[[-16.54173369   2.80664298   0.10780844  -0.0710279 ]
 [-52.79037618   8.0435265    0.           0.        ]]",[-0.73458195  0.5729841 ],[-0.07628413 -0.17369163]
26,-0.143343829436,[-0.21734395  1.44043449],"[ 0.11853314 -0.72312986  1.51134466 -0.2209081   0.91482418 -0.62080144
 -1.72665308  1.04328111 -1.11269725  0.54393642  0.        ]",-0.349482,"[[-17.55585935   2.98633621   0.10780844  -0.0710279 ]
 [-48.63592779   9.91995096   0.           0.        ]]",[-0.81435645  0.52240682],[-0.07628413 -0.17369163]
27,-0.14026336933,[ 0.21987805  0.23189298],"[ 1.05097919 -0.73586949  0.5373035  -0.45931226  0.91481803 -0.62079829
 -1.72162554 -0.28210713 -1.06164563  0.59789229  0.        ]",-0.3657,"[[-18.52755916   3.07844171   0.10780844  -0.0710279 ]
 [-48.5342569    0.28606404   0.           0.        ]]",[-0.82439423  0.53452688],[-0.07628413 -0.17369163]
28,-0.138626005756,[ 0.0083442  0.4703393],"[ 0.85653258 -0.73417013 -0.82983835 -0.41135521  0.91481187 -0.62079514
 -1.63149718 -0.51680307 -1.00119226  0.67745109  0.        ]",-0.411201,"[[-19.47987045   3.05998306   0.10780844  -0.0710279 ]
 [-46.70293334  -1.41988726   0.           0.        ]]",[-0.79159516  0.5689162 ],[-0.07628413 -0.17369163]
29,-0.125480225478,[-0.03741538  0.43158645],"[-0.23722407 -0.73107212 -1.44931819 -0.34441312  0.91480572 -0.62079199
 -1.5843576  -0.46822438 -0.90315565  0.65101612  0.        ]",-0.487144,"[[-20.40432067   3.03416866   0.10780844  -0.0710279 ]
 [-45.74527681  -1.06679964   0.           0.        ]]",[-0.7327764   0.60005677],[-0.07628413 -0.17369163]
30,-0.113466005344,[-0.17617637  0.10047   ],"[-1.33386202 -0.72866176 -0.88871291 -0.30192046  0.91479956 -0.62078884
 -1.54706686 -0.40346526 -0.87526442  0.5348281   0.        ]",-0.442738,"[[-21.31162578   3.01774642   0.10780844  -0.0710279 ]
 [-44.987762    -0.59610024   0.           0.        ]]",[-0.68327445  0.60657591],[-0.07628413 -0.17369163]
31,-0.115941364291,[-1.69512187  0.88999694],"[-1.60789184 -0.72720001  0.38655879 -0.27874924  0.91479341 -0.62078569
 -1.53754702 -0.36530521 -0.9442886   0.44297688  0.        ]",-0.310935,"[[-22.20944356   3.00877772   0.10780844  -0.0710279 ]
 [-44.79466275  -0.31873977   0.           0.        ]]",[-0.70478249  0.60281724],[-0.07628413 -0.17369163]
32,-0.130669772273,[-1.12120274  0.12517328],"[-0.8298723  -0.72656157  1.43417411 -0.26914503  0.91478725 -0.62078254
 -1.68869567 -0.33467763 -1.05191823  0.45767163  0.        ]",-0.292784,"[[-23.13616412   3.00505742   0.10780844  -0.0710279 ]
 [-47.86715795  -0.09612973   0.           0.        ]]",[-0.74418181  0.58127397],[-0.07628413 -0.17369163]
33,-0.144389679324,[-1.20852528  0.88249654],"[ 0.47648454 -0.72622447  1.3369545  -0.26420698  0.9147811  -0.62077939
 -1.83684566 -0.3329624  -1.1048949   0.57790735  0.        ]",-0.338979,"[[-24.12372449   3.00314407   0.10780844  -0.0710279 ]
 [-50.87884169  -0.08367226   0.           0.        ]]",[-0.80795395  0.54705328],[-0.07628413 -0.17369163]
34,-0.144887415664,[ 0.42168606  0.18270464],"[ 1.12097575 -0.72613058  0.00208533 -0.2628862   0.91477494 -0.62077624
 -1.98205464 -0.32050046 -1.04097078  0.69963303  0.        ]",-0.415446,"[[ -2.51709203e+01   3.00263252e+00   1.07808436e-01  -7.10278978e-02]
 [ -5.38309052e+01   6.89877378e-03   0.00000000e+00   0.00000000e+00]]",[-0.79806441  0.54439652],[-0.07628413 -0.17369163]
35,-0.130734058516,[ 0.36840451  0.71391789],"[ 0.38273276 -0.7260465  -1.27656067 -0.26171353  0.91476879 -0.62077309
 -1.84744955 -0.32624494 -0.91859936  0.69512101  0.        ]",-0.442061,"[[ -2.62200949e+01   3.00217834e+00   1.07808436e-01  -7.10278978e-02]
 [ -5.10956679e+01  -3.48647963e-02   0.00000000e+00   0.00000000e+00]]",[-0.75356281  0.57932609],[-0.07628413 -0.17369163]
36,-0.114889823557,[ 1.00140497  0.65803751],"[-0.93812582 -0.72602894 -1.25472362 -0.26151535  0.91476263 -0.62076994
 -1.72589344 -0.3197515  -0.86108908  0.57586626  0.        ]",-0.476002,"[[ -2.72172246e+01   3.00210191e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.86255330e+01   1.23234848e-02   0.00000000e+00   0.00000000e+00]]",[-0.69881272  0.60041165],[-0.07628413 -0.17369163]
37,-0.112478679065,[-1.55500404  1.59132569],"[-1.62828426 -0.72606555 -0.1418919  -0.26210898  0.91475648 -0.62076679
 -1.48371961 -0.32011012 -0.90813062  0.46106543  0.        ]",-0.34404,"[[ -2.81403522e+01   3.00233243e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.37036319e+01   9.70743604e-03   0.00000000e+00   0.00000000e+00]]",[-0.69363058  0.60587722],[-0.07628413 -0.17369163]
38,-0.124287568275,[-1.7580879   0.72009045],"[-1.24990155 -0.72615173  1.1115535  -0.26343089  0.91475033 -0.62076364
 -1.63592658 -0.31724385 -1.01223651  0.43515741  0.        ]",-0.277268,"[[ -2.90454691e+01   3.00284524e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.67977451e+01   3.05315377e-02   0.00000000e+00   0.00000000e+00]]",[-0.72623485  0.59222752],[-0.07628413 -0.17369163]
39,-0.140114865327,[ 0.5169161   1.17329193],"[-0.03009018 -0.72618848  1.54797641 -0.26402983  0.91474417 -0.62076049
 -1.78511378 -0.3213534  -1.09690618  0.52279611  0.        ]",-0.383373,"[[ -3.00118537e+01   3.00307779e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.98306073e+01   6.52058286e-04   0.00000000e+00   0.00000000e+00]]",[-0.79300356  0.55879635],[-0.07628413 -0.17369163]
40,-0.146707531766,[ 0.68607765  1.25734024],"[ 0.99166708 -0.726228    0.69964185 -0.26467072  0.91473802 -0.62075734
 -1.63586721 -0.31912171 -1.08360552  0.65407128  0.        ]",-0.450707,"[[ -3.09780339e+01   3.00332659e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.67975179e+01   1.68635351e-02   0.00000000e+00   0.00000000e+00]]",[-0.8266561   0.54094595],[-0.07628413 -0.17369163]
41,-0.140511808869,[-0.32104124  0.73507699],"[ 0.97748022 -0.72627669 -0.61236201 -0.26544811  0.91473186 -0.62075419
 -1.45662986 -0.31974368 -0.99212818  0.71547715  0.        ]",-0.411382,"[[ -3.18774348e+01   3.00362829e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.31547143e+01   1.23334688e-02   0.00000000e+00   0.00000000e+00]]",[-0.8200084   0.55543637],[-0.07628413 -0.17369163]
42,-0.126574754906,[-1.09932022  1.1057011 ],"[ 0.07170533 -0.72625647 -1.40552929 -0.26520845  0.91472571 -0.62075104
 -1.47711783 -0.32317522 -0.89666961  0.67333273  0.        ]",-0.417581,"[[ -3.27447108e+01   3.00353581e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.35715003e+01  -1.26177611e-02   0.00000000e+00   0.00000000e+00]]",[-0.75854218  0.58749533],[-0.07628413 -0.17369163]
43,-0.113580698822,[-0.64204323  2.04752616],"[-1.10678621 -0.72625766 -1.13210322 -0.265285    0.91471956 -0.62074789
 -1.62944928 -0.32027566 -0.86287143  0.55582449  0.        ]",-0.413369,"[[ -3.36472113e+01   3.00356588e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.66682280e+01   8.44788204e-03   0.00000000e+00   0.00000000e+00]]",[-0.69193065  0.6016264 ],[-0.07628413 -0.17369163]
44,-0.113925666107,[-2.33115816  0.22228511],"[-1.63958067 -0.72628442  0.11899433 -0.26573931  0.9147134  -0.62074474
 -1.70903524 -0.32034588 -0.92560063  0.44878256  0.        ]",-0.284825,"[[ -3.45968115e+01   3.00374236e+00   1.07808436e-01  -7.10278978e-02]
 [ -4.82863984e+01   7.92809408e-03   0.00000000e+00   0.00000000e+00]]",[-0.69995362  0.60123575],[-0.07628413 -0.17369163]
45,-0.128901590075,[ 0.05180581 -0.46652022],"[-0.96433272 -0.72615807  1.35753216 -0.26393482  0.91470725 -0.62074159
 -1.85676431 -0.32863115 -1.04188024  0.44886843  0.        ]",-0.311899,"[[-35.59267347   3.00304339   0.10780844  -0.0710279 ]
 [-51.28978926  -0.05230147   0.           0.        ]]",[-0.73238724  0.58353215],[-0.07628413 -0.17369163]
46,-0.145799348932,[-0.45369659  0.87054868],"[ 0.37599104 -0.72247792  1.39980143 -0.21347651  0.9147011  -0.62073844
 -1.79669375 -0.58284939 -1.11678893  0.57619701  0.        ]",-0.377246,"[[-36.60622427   2.98345852   0.10780844  -0.0710279 ]
 [-50.06933542  -1.90005114   0.           0.        ]]",[-0.80240858  0.55816096],[-0.07628413 -0.17369163]
47,-0.147004193631,[-1.58414839  0.74187009],"[ 1.11720328 -0.72185664  0.18544705 -0.20561345  0.91469494 -0.62073529
 -1.83626575 -0.10367275 -1.05236477  0.71018361  0.        ]",-0.357885,"[[-37.61568699   2.9804015    0.10780844  -0.0710279 ]
 [-50.87429657   1.5827268    0.           0.        ]]",[-0.81417668  0.53641701],[-0.07628413 -0.17369163]
48,-0.133575976324,[-0.85207558 -0.0993718 ],"[ 0.52872274 -0.72852191 -1.17981478 -0.3008049   0.91468879 -0.62073214
 -1.98147277 -0.22665184 -0.94328338  0.69656787  0.        ]",-0.389983,"[[-38.66279401   3.01732102   0.10780844  -0.0710279 ]
 [-53.82661165   0.68887963   0.           0.        ]]",[-0.75834417  0.56571949],[-0.07628413 -0.17369163]
49,-0.116901611074,[ 0.62818876  1.49280691],"[-0.91255161 -0.72857285 -1.27008317 -0.30170844  0.91468264 -0.62072899
 -2.09497934 -0.36811031 -0.87099657  0.58723322  0.        ]",-0.458342,"[[-39.76248426   3.01767101   0.10780844  -0.0710279 ]
 [-56.13469752  -0.33928128   0.           0.        ]]",[-0.69372469  0.59889221],[-0.07628413 -0.17369163]
