timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.18800470922,[-1.65570212  2.03699724],"[ 1.12734628 -0.52527694  0.41302273 -0.05857718  0.86135558  1.46732827
  0.8222577   2.90284118 -1.04089789 -1.30172361  0.        ]",-0.740503,"[[  0.24805856   2.92669796   0.09996441   0.17118746]
 [ -9.79538975  23.64103953   0.           0.        ]]",[-1.80315614  0.40950274],[-0.19579844 -0.31114241]
11,-0.205398901847,[-1.24920603  0.3537705 ],"[ 1.16941551 -0.55791428  0.06847894 -0.83011989  0.86135391  1.46732312
  0.71459025 -0.19205325 -1.01853295 -1.50544592  0.        ]",-1.10712,"[[  0.01436036   3.15082744   0.09996441   0.17118746]
 [-13.5617759    1.34375104   0.           0.        ]]",[-1.47606039  0.64262217],[-0.19579844 -0.31114241]
12,-0.198897475064,[-1.7875604   1.99313184],"[ 1.11041531 -0.55767428 -0.38471077 -0.72687546  0.86135224  1.46731797
  0.60907764 -0.75828237 -1.01147729 -1.44308271  0.        ]",-1.02686,"[[ -0.29390904   3.12105511   0.09996441   0.17118746]
 [-17.2527891   -2.73567385   0.           0.        ]]",[-1.23739672  0.89838296],[-0.19579844 -0.31114241]
13,-0.189262038243,[-3.25932794  1.30548435],"[ 0.86688903 -0.5543279  -0.88462753 -0.54990034  0.86135057  1.46731282
  0.5056606  -0.67685267 -0.9654504  -1.37815405  0.        ]",-0.825222,"[[ -0.67526263   3.0699638    0.09996441   0.17118746]
 [-20.87050007  -2.14901922   0.           0.        ]]",[-1.38984227  0.90025198],[-0.19579844 -0.31114241]
14,-0.183430600534,[-2.00822259  0.23148794],"[ 0.38101107 -0.55016205 -1.29981701 -0.43506793  0.8613489   1.46730767
  0.40429175 -0.54678769 -0.89898601 -1.36731155  0.        ]",-1.0264,"[[ -1.12825144   3.03672055   0.09996441   0.17118746]
 [-24.41656465  -1.21196875   0.           0.        ]]",[-1.56597483  0.8967647 ],[-0.19579844 -0.31114241]
15,-0.18430179361,[-2.0527559   1.28528442],"[-0.3207201  -0.54718827 -1.43855222 -0.37175885  0.86134723  1.46730252
  0.30492915 -0.46985835 -0.84162284 -1.41445286  0.        ]",-1.09073,"[[ -1.65145738   3.01834554   0.09996441   0.17118746]
 [-27.89244886  -0.65773453   0.           0.        ]]",[-1.68290448  0.92613536],[-0.19579844 -0.31114241]
16,-0.192003203256,[-2.04197457  0.71308326],"[-1.06893809 -0.54562761 -1.11868725 -0.34208974  0.86134556  1.46729737
  0.20753318 -0.41519078 -0.82160645 -1.50203974  0.        ]",-1.2549,"[[ -2.24349075   3.00972034   0.09996441   0.17118746]
 [-31.29953763  -0.2638853    0.           0.        ]]",[-1.70660377  0.95662045],[-0.19579844 -0.31114241]
17,-0.203401325829,[-1.30419037  1.40583579],"[-1.54966788 -0.54491484 -0.30518165 -0.32918116  0.86134389  1.46729221
  0.11206482 -0.39608907 -0.85604327 -1.59308268  0.        ]",-1.40856,"[[ -2.90298936   3.00596466   0.09996441   0.17118746]
 [-34.63919514  -0.1262706    0.           0.        ]]",[-1.74618292  0.97470272],[-0.19579844 -0.31114241]
18,-0.21310179628,[-1.54974886  1.24778017],"[-1.42838053 -0.54463446  0.74463168 -0.3242096   0.86134222  1.46728706
  0.01848624 -0.38358962 -0.93920674 -1.63826085  0.        ]",-1.4476,"[[ -3.62861784e+00   3.00451778e+00   9.99644088e-02   1.71187461e-01]
 [ -3.79127449e+01  -3.62218945e-02   0.00000000e+00   0.00000000e+00]]",[-1.80240178  0.95084757],[-0.19579844 -0.31114241]
19,-0.21541280083,[-2.17610127  0.54327176],"[-0.6083446  -0.54455522  1.4739053  -0.32282391  0.86134055  1.46728191
 -0.07323995 -0.37989057 -1.03238816 -1.59840904  0.        ]",-1.33073,"[[ -4.41906716e+00   3.00411453e+00   9.99644088e-02   1.71187461e-01]
 [ -4.11214948e+01  -9.57562956e-03   0.00000000e+00   0.00000000e+00]]",[-1.7151854   0.86316299],[-0.19579844 -0.31114241]
20,-0.207274292605,[-3.15395527 -0.45720456],"[ 0.52377545 -0.54444014  1.30937123 -0.32081249  0.86133887  1.46727676
 -0.16315033 -0.38350486 -1.07439866 -1.48088193  0.        ]",-1.02198,"[[ -5.27305418e+00   3.00352909e+00   9.99644088e-02   1.71187461e-01]
 [ -4.42667245e+01  -3.56182373e-02   0.00000000e+00   0.00000000e+00]]",[-1.53933144  0.80630684],[-0.19579844 -0.31114241]
21,-0.190076810089,[-1.97552294  1.00803818],"[ 1.16348904 -0.54049406  0.18677672 -0.25603875  0.8613372   1.46727161
 -0.25128138 -0.63488668 -1.02053247 -1.34199471  0.        ]",-0.960439,"[[ -6.18932147   2.98464613   0.09996441   0.17118746]
 [-47.34971035  -1.84670002   0.           0.        ]]",[-1.39646196  0.88971913],[-0.19579844 -0.31114241]
22,-0.179425119361,[-2.12753553  0.02803892],"[ 0.66546536 -0.54118471 -1.10495898 -0.26680662  0.86133553  1.46726646
 -0.33766244 -0.08046019 -0.890767   -1.33223367  0.        ]",-0.868816,"[[ -7.16663362   2.98778903   0.09996441   0.17118746]
 [-50.3714801    2.14764979   0.           0.        ]]",[-1.73097491  0.71735978],[-0.19579844 -0.31114241]
23,-0.187176683039,[-0.18871592  0.68377332],"[-0.68224301 -0.54734708 -1.35313326 -0.37501967  0.86133386  1.46726131
 -0.42234301 -0.32315367 -0.83165403 -1.44890784  0.        ]",-1.32792,"[[ -8.20378475   3.01929372   0.09996441   0.17118746]
 [-53.3337652    0.39917032   0.           0.        ]]",[-1.73569226  0.86517239],[-0.19579844 -0.31114241]
24,-0.20351144178,[-2.03423725  0.65330633],"[-1.57168363 -0.54709054 -0.18656988 -0.369974    0.86133219  1.46725616
 -0.41352035 -0.42059345 -0.86392108 -1.58956494  0.        ]",-1.36128,"[[ -9.26736383   3.01782784   0.09996441   0.17118746]
 [-53.02515329  -0.30283437   0.           0.        ]]",[-1.74112821  0.9693712 ],[-0.19579844 -0.31114241]
25,-0.214926734017,[-1.36287658  1.7747967 ],"[-1.03156164 -0.54596447  1.24391281 -0.34845669  0.86133052  1.46725101
 -0.49669376 -0.41732414 -0.98990061 -1.62329536  0.        ]",-1.42671,"[[-10.35705949   3.01157311   0.09996441   0.17118746]
 [-55.93471517  -0.27928476   0.           0.        ]]",[-1.81114554  0.92034793],[-0.19579844 -0.31114241]
26,-0.20804617977,[-2.07237619  1.20132054],"[ 0.46223284 -0.54520451  1.34876505 -0.33451294  0.86132885  1.46724586
 -0.57822051 -0.39788506 -1.07184945 -1.49113648  0.        ]",-1.14995,"[[-11.50436844   3.00751721   0.09996441   0.17118746]
 [-58.78667762  -0.13924068   0.           0.        ]]",[-1.6035049   0.82764566],[-0.19579844 -0.31114241]
27,-0.18832655683,[-1.60058375 -0.36313667],"[ 1.155724   -0.5448297  -0.16353279 -0.32779779  0.86132718  1.46724071
 -0.65813342 -0.38754002 -0.99536906 -1.34431431  0.        ]",-0.951548,"[[-12.70815027   3.00556321   0.09996441   0.17118746]
 [-61.58219012  -0.06471406   0.           0.        ]]",[-1.55540156  0.80764842],[-0.19579844 -0.31114241]
28,-0.180994231735,[-2.86072155  2.18704663],"[ 0.02357645 -0.54162164 -1.42194235 -0.27380075  0.86132551  1.46723556
 -0.7364644  -0.58729592 -0.83653484 -1.38478553  0.        ]",-0.852601,"[[-13.9672874    2.98983043   0.09996441   0.17118746]
 [-64.32237002  -1.50384791   0.           0.        ]]",[-1.61726284  0.96439874],[-0.19579844 -0.31114241]
29,-0.200738396657,[-0.22541008  2.13152574],"[-1.46474246 -0.54368369 -0.57056861 -0.30783228  0.86132384  1.46723041
 -0.81324074 -0.03397072 -0.83926009 -1.57669524  0.        ]",-1.41059,"[[-15.28068177   2.9997503    0.09996441   0.17118746]
 [-67.00817347   2.482542     0.           0.        ]]",[-1.82000494  0.81425273],[-0.19579844 -0.31114241]
30,-0.213492233242,[-3.62456673 -0.45032274],"[-1.05762957 -0.54825801  1.22247543 -0.39362043  0.86132217  1.46722526
 -0.80083663 -0.37002605 -0.97722561 -1.61737806  0.        ]",-1.21878,"[[ -1.66164925e+01   3.02469662e+00   9.99644088e-02   1.71187461e-01]
 [ -6.65743107e+01   6.14557171e-02   0.00000000e+00   0.00000000e+00]]",[-1.83113837  0.89185596],[-0.19579844 -0.31114241]
31,-0.205313894236,[-1.4630188 -0.0486754],"[ 0.67436784 -0.54529186  1.19115937 -0.33616486  0.8613205   1.4672201
 -0.87634269 -0.61804877 -1.07032926 -1.46328249  0.        ]",-1.18592,"[[-17.97448076   3.00799842   0.09996441   0.17118746]
 [-69.2156834   -1.72540868   0.           0.        ]]",[-1.5249176   0.91071033],[-0.19579844 -0.31114241]
32,-0.17979277136,[-1.88096841  2.20031019],"[ 0.97670358 -0.53753123 -0.71310207 -0.21230605  0.86131883  1.46721495
 -0.95034848 -0.64052596 -0.92933459 -1.30713252  0.        ]",-0.853427,"[[-19.38476982   2.97186711   0.09996441   0.17118746]
 [-71.8045838   -1.88735071   0.           0.        ]]",[-1.52227187  0.94362402],[-0.19579844 -0.31114241]
33,-0.188743785978,[-1.91346227  1.11468827],"[-0.77945475 -0.5380825  -1.31020497 -0.22021888  0.86131716  1.4672098
 -1.02288896 -0.08630744 -0.79789955 -1.48374617  0.        ]",-1.10546,"[[-20.84632185   2.97418166   0.09996441   0.17118746]
 [-74.34223632   2.105461     0.           0.        ]]",[-1.78260612  0.78774643],[-0.19579844 -0.31114241]
34,-0.209559121041,[-0.63264001 -0.01910659],"[-1.49689967 -0.54805312  0.58186278 -0.38944947  0.86131549  1.46720465
 -1.09400557 -0.25138488 -0.91566682 -1.61780252  0.        ]",-1.47642,"[[-22.3581276    3.02348586   0.09996441   0.17118746]
 [-76.83009213   0.9161761    0.           0.        ]]",[-1.81823468  0.87571597],[-0.19579844 -0.31114241]
35,-0.209981798036,[ 0.2908285  -0.18422561],"[ 0.25380024 -0.54813022  1.45090976 -0.3910535   0.86131382  1.4671995
 -1.12212918 -0.43829428 -1.0569081  -1.5234574   0.        ]",-1.41033,"[[-23.90460164   3.02395176   0.09996441   0.17118746]
 [-77.81399602  -0.4303954    0.           0.        ]]",[-1.65854859  0.85562241],[-0.19579844 -0.31114241]
36,-0.186397966201,[-1.55267505  1.55007352],"[ 1.10750686 -0.54530347 -0.39499771 -0.336445    0.86131215  1.46719435
 -1.04517311 -0.53878233 -0.97695171 -1.33882287  0.        ]",-0.922792,"[[-25.43387244   3.00808043   0.09996441   0.17118746]
 [-75.12204461  -1.15435496   0.           0.        ]]",[-1.54161048  0.88133073],[-0.19579844 -0.31114241]
37,-0.18600303729,[-0.70998919  1.29125317],"[-0.56090699 -0.54407478 -1.39422479 -0.31466605  0.86131048  1.4671892
 -1.11583752 -0.31772091 -0.82601297 -1.4406999   0.        ]",-1.20043,"[[-26.96111591   3.00174149   0.09996441   0.17118746]
 [-77.59408747   0.4382512    0.           0.        ]]",[-1.71723604  0.85219485],[-0.19579844 -0.31114241]
38,-0.210496796273,[-1.88998716 -0.21824221],"[-1.5453552  -0.54481877  0.41793567 -0.32775265  0.86130881  1.46718405
 -1.1522824  -0.37272599 -0.90910757 -1.63101049  0.        ]",-1.4053,"[[ -2.85257903e+01   3.00555130e+00   9.99644088e-02   1.71187461e-01]
 [ -7.88690878e+01   4.19710455e-02   0.00000000e+00   0.00000000e+00]]",[-1.77197647  0.93958706],[-0.19579844 -0.31114241]
39,-0.211090207934,[-1.29457406  2.20785606],"[ 0.17434111 -0.54325537  1.47864242 -0.30069841  0.86130714  1.4671789
 -1.22082842 -0.49333596 -1.07465102 -1.52099542  0.        ]",-1.27613,"[[-30.12723169   2.99767328   0.09996441   0.17118746]
 [-81.26704848  -0.82695142   0.           0.        ]]",[-1.65421152  0.89396811],[-0.19579844 -0.31114241]
40,-0.184787502129,[-2.10827983  0.49160898],"[ 1.08104954 -0.54572839 -0.4782964  -0.34428598  0.86130547  1.46717375
 -1.28801705 -0.29859153 -0.96662691 -1.33009537  0.        ]",-0.810477,"[[-31.77615495   3.01036176   0.09996441   0.17118746]
 [-83.61754171   0.57605364   0.           0.        ]]",[-1.6465981   0.78146863],[-0.19579844 -0.31114241]
41,-0.189040495395,[-2.30978667  2.17696049],"[-0.85242951 -0.54609586 -1.27157613 -0.35114437  0.86130379  1.4671686
 -1.35387613 -0.39979201 -0.82310814 -1.47213735  0.        ]",-1.03946,"[[-33.47162279   3.01235638   0.09996441   0.17118746]
 [-85.92154308  -0.15303337   0.           0.        ]]",[-1.69753218  0.89194989],[-0.19579844 -0.31114241]
42,-0.213916389258,[-2.75254204  0.9907219 ],"[-1.30314652 -0.54547547  0.95524768 -0.33966356  0.86130212  1.46716346
 -1.41842915 -0.39984857 -0.95805457 -1.63416634  0.        ]",-1.31499,"[[-35.21271225   3.00901747   0.09996441   0.17118746]
 [-88.17987573  -0.15344454   0.           0.        ]]",[-1.79062963  0.92491198],[-0.19579844 -0.31114241]
43,-0.202466147247,[-3.38200932  0.70062223],"[ 0.84472707 -0.54500689  1.00794587 -0.33118589  0.86130045  1.46715831
 -1.4817036  -0.3914513  -1.06590616 -1.43645023  0.        ]",-0.874356,"[[-36.99851979   3.00655103   0.09996441   0.17118746]
 [-90.39350213  -0.09295142   0.           0.        ]]",[-1.61044192  0.82607317],[-0.19579844 -0.31114241]
44,-0.180801418612,[-2.16462835  0.73021156],"[ 0.38003523 -0.54468319 -1.30031934 -0.325424    0.86129878  1.46715316
 -1.54372484 -0.38811649 -0.8745477  -1.35752605  0.        ]",-0.834696,"[[ -3.88281602e+01   3.00487427e+00   9.99644088e-02   1.71187461e-01]
 [ -9.25633116e+01  -6.89299931e-02   0.00000000e+00   0.00000000e+00]]",[-1.65834403  0.83305824],[-0.19579844 -0.31114241]
45,-0.205194152603,[-2.67206744  0.83668698],"[-1.57524344 -0.54448311 -0.16081396 -0.32190311  0.86129711  1.46714801
 -1.60451759 -0.38354603 -0.86530825 -1.6050073   0.        ]",-1.26438,"[[ -4.07007659e+01   3.00384951e+00   9.99644088e-02   1.71187461e-01]
 [ -9.46901694e+01  -3.60064837e-02   0.00000000e+00   0.00000000e+00]]",[-1.73406482  0.93730807],[-0.19579844 -0.31114241]
46,-0.211864991024,[-1.58554153  1.14123127],"[ 0.06980333 -0.54440435  1.50665327 -0.32053259  0.86129544  1.46714286
 -1.66410613 -0.37984986 -1.06752116 -1.53478298  0.        ]",-1.25415,"[[ -4.26154863e+01   3.00345065e+00   9.99644088e-02   1.71187461e-01]
 [ -9.67749265e+01  -9.38161448e-03   0.00000000e+00   0.00000000e+00]]",[-1.72554278  0.85906076],[-0.19579844 -0.31114241]
47,-0.182758106177,[-0.87945677  1.47747251],"[ 0.93703456 -0.54441828 -0.78116135 -0.32079047  0.86129377  1.46713771
 -1.72251424 -0.37716874 -0.93856041 -1.33084608  0.        ]",-0.93323,"[[ -4.45714879e+01   3.00352584e+00   9.99644088e-02   1.71187461e-01]
 [ -9.88184158e+01   9.93057651e-03   0.00000000e+00   0.00000000e+00]]",[-1.63384271  0.81602418],[-0.19579844 -0.31114241]
48,-0.198079976066,[-0.77074732  0.42005971],"[-1.37753527 -0.54445596 -0.74555555 -0.3214659   0.8612921   1.46713256
 -1.76612215 -0.37735582 -0.83128543 -1.55530634  0.        ]",-1.37007,"[[ -4.65631647e+01   3.00372258e+00   9.99644088e-02   1.71187461e-01]
 [ -1.00344187e+02   8.57932336e-03   0.00000000e+00   0.00000000e+00]]",[-1.71307254  0.91423929],[-0.19579844 -0.31114241]
49,-0.214597090266,[-0.27292988 -0.28676959],"[-0.3663899  -0.54436115  1.52788822 -0.31981526  0.86129043  1.46712741
 -1.79656228 -0.38375536 -1.04850573 -1.57788493  0.        ]",-1.42718,"[[ -4.85807355e+01   3.00324217e+00   9.99644088e-02   1.71187461e-01]
 [ -1.01409340e+02  -3.75283168e-02   0.00000000e+00   0.00000000e+00]]",[-1.76535249  0.87940067],[-0.19579844 -0.31114241]
