timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.134021829521,[-1.4698161  -0.83340124],"[-1.33692905 -0.4358058  -0.82121182  0.69851969  1.38504896 -0.287542
  0.28764199  3.32330339 -1.18422289 -0.05987527  0.        ]",-0.586804,"[[ -2.51755525   2.68308938   0.16114123  -0.03254666]
 [-24.19847157  26.70216609   0.           0.        ]]",[-1.49720931  0.52207333],[-0.18282923 -0.29356864]
11,-0.152634683986,[-1.29448427  0.51662904],"[-1.58922061 -0.57954875 -0.10501573 -0.69864355  1.38504328 -0.28754157
  0.18149103  0.9140392  -1.30629358  0.22265758  0.        ]",-0.674159,"[[ -3.0364541    3.11986192   0.16114123  -0.03254666]
 [-27.68000774   9.28768333   0.           0.        ]]",[-1.4370482   0.55843282],[-0.18282923 -0.29356864]
12,-0.154182467937,[-1.24033891  1.26618802],"[-1.43926955 -0.57971789  0.745257   -0.82091395  1.38503761 -0.28754113
  0.0774645  -0.6675438  -1.3108508   0.26805447  0.        ]",-0.599597,"[[ -3.62428813   3.15669711   0.16114123  -0.03254666]
 [-31.09186664  -2.14422782   0.           0.        ]]",[-1.48015356  0.70900345],[-0.18282923 -0.29356864]
13,-0.162431276959,[-1.10681744  0.35559343],"[-0.79606736 -0.57869773  1.40809863 -0.63436236  1.38503193 -0.28754069
 -0.02448731 -0.75843221 -1.3814075   0.19650188  0.        ]",-0.546118,"[[ -4.27967542e+00   3.10048920e+00   1.61141234e-01  -3.25466613e-02]
 [ -3.44356794e+01  -2.80119340e+00   0.00000000e+00   0.00000000e+00]]",[-1.63590205  0.66784751],[-0.18282923 -0.29356864]
14,-0.175070570325,[-3.76094723  0.01598606],"[ 0.17507977 -0.57448883  1.48388587 -0.47933446  1.38502626 -0.28754025
 -0.12441735 -0.6226172  -1.46947012  0.23486034  0.        ]",-0.459366,"[[ -5.00127332e+00   3.05368784e+00   1.61141234e-01  -3.25466613e-02]
 [ -3.77131821e+01  -1.81951381e+00   0.00000000e+00   0.00000000e+00]]",[-1.75486064  0.59392035],[-0.18282923 -0.29356864]
15,-0.180153940052,[-1.39983149  0.37888442],"[ 0.99545457 -0.56928262  0.76202031 -0.36247306  1.38502058 -0.28753982
 -0.22236968 -0.60899324 -1.48777791  0.3564876   0.        ]",-0.764398,"[[ -5.78777046e+00   3.01828610e+00   1.61141234e-01  -3.25466613e-02]
 [ -4.09258204e+01  -1.72104666e+00   0.00000000e+00   0.00000000e+00]]",[-1.7232002   0.56860906],[-0.18282923 -0.29356864]
16,-0.171567278157,[-1.52057489  1.09769133],"[ 1.07540889 -0.56567055 -0.46712132 -0.2982718   1.38501491 -0.28753938
 -0.31838146 -0.40997654 -1.40345237  0.44566726  0.        ]",-0.869493,"[[ -6.63788162e+00   2.99877374e+00   1.61141234e-01  -3.25466613e-02]
 [ -4.40748142e+01  -2.82535685e-01   0.00000000e+00   0.00000000e+00]]",[-1.55806637  0.56391883],[-0.18282923 -0.29356864]
17,-0.15643084466,[-1.98237707  0.3731869 ],"[ 0.19452719 -0.56699085 -1.37391986 -0.32068094  1.38500923 -0.28753894
 -0.41249571 -0.33858112 -1.29918443  0.40415337  0.        ]",-0.851952,"[[ -7.55034807e+00   3.00559046e+00   1.61141234e-01  -3.25466613e-02]
 [ -4.71615755e+01   2.33514260e-01   0.00000000e+00   0.00000000e+00]]",[-1.35023403  0.61422342],[-0.18282923 -0.29356864]
18,-0.147104683087,[-1.54716681  0.88176635],"[-1.07410975 -0.56710762 -1.11932286 -0.32273419  1.38500355 -0.28753851
 -0.5047473  -0.38123001 -1.25771504  0.27206604  0.        ]",-0.770693,"[[ -8.52393721e+00   3.00621486e+00   1.61141234e-01  -3.25466613e-02]
 [ -5.01872488e+01  -7.47605083e-02   0.00000000e+00   0.00000000e+00]]",[-1.23521185  0.75230318],[-0.18282923 -0.29356864]
19,-0.155107925609,[-1.93436632  0.70019655],"[-1.58471045 -0.566868    0.24938912 -0.31858526  1.38499788 -0.28753807
 -0.59517186 -0.3777217  -1.33241377  0.15127989  0.        ]",-0.611438,"[[ -9.55743858e+00   3.00495356e+00   1.61141234e-01  -3.25466613e-02]
 [ -5.31530045e+01  -4.94065615e-02   0.00000000e+00   0.00000000e+00]]",[-1.2734623   0.79577971],[-0.18282923 -0.29356864]
20,-0.17333854974,[-1.43852371  0.96934153],"[-0.68534974 -0.56668895  1.4573016  -0.31551456  1.3849922  -0.28753763
 -0.68380615 -0.37635965 -1.46349919  0.17297909  0.        ]",-0.592671,"[[ -1.06496660e+01   3.00401995e+00   1.61141234e-01  -3.25466613e-02]
 [ -5.60600500e+01  -3.95659216e-02   0.00000000e+00   0.00000000e+00]]",[-1.58616209  0.65232474],[-0.18282923 -0.29356864]
21,-0.181931901975,[ -2.40091119e+00  -1.96450536e-03],"[ 0.77520312 -0.56662498  1.0884946  -0.31443378  1.38498653 -0.28753719
 -0.77068554 -0.3712621  -1.50550252  0.33150418  0.        ]",-0.639439,"[[ -1.17994569e+01   3.00369142e+00   1.61141234e-01  -3.25466613e-02]
 [ -5.89095470e+01  -2.72472283e-03   0.00000000e+00   0.00000000e+00]]",[-1.6942122   0.56191087],[-0.18282923 -0.29356864]
22,-0.170303281933,[-3.94067648  0.19480761],"[ 1.03031413 -0.56643119 -0.58365668 -0.31114028  1.38498085 -0.28753676
 -0.85584474 -0.3804405  -1.3942989   0.44381129  0.        ]",-0.683187,"[[ -1.30056719e+01   3.00268987e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.17026359e+01  -6.90711727e-02   0.00000000e+00   0.00000000e+00]]",[-1.48183727  0.57089156],[-0.18282923 -0.29356864]
23,-0.150040097304,[-0.65814861  1.05682433],"[-0.3965956  -0.56623366 -1.42964726 -0.30780759  1.38497518 -0.28753632
 -0.93931754 -0.3757489  -1.26379078  0.35052376  0.        ]",-0.863016,"[[ -1.42671937e+01   3.00167626e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.44404269e+01  -3.51644202e-02   0.00000000e+00   0.00000000e+00]]",[-1.22968388  0.71193719],[-0.18282923 -0.29356864]
24,-0.151331994234,[-1.29299048  1.35352507],"[-1.58359801 -0.56630209 -0.15466378 -0.30898264  1.38496951 -0.28753588
 -0.97986983 -0.36500855 -1.30303634  0.16965771  0.        ]",-0.656258,"[[ -1.55693476e+01   3.00203386e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.57705341e+01   4.24631747e-02   0.00000000e+00   0.00000000e+00]]",[-1.2258544   0.80588233],[-0.18282923 -0.29356864]
25,-0.173143250875,[-0.33184444  0.24277757],"[-0.7130426  -0.56646194  1.44612092 -0.31171638  1.38496383 -0.28753545
 -1.06088688 -0.36589866 -1.46225545  0.17066912  0.        ]",-0.606089,"[[ -1.69114196e+01   3.00286553e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.84278041e+01   3.60251929e-02   0.00000000e+00   0.00000000e+00]]",[-1.54012704  0.66972923],[-0.18282923 -0.29356864]
26,-0.181475589472,[-0.67422039  0.62132492],"[ 0.94324299 -0.56641473  0.85797527 -0.31092975  1.38495816 -0.28753501
 -1.05964103 -0.37568454 -1.49679736  0.36043773  0.        ]",-0.775185,"[[ -1.82795667e+01   3.00262641e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.83870470e+01  -3.47118170e-02   0.00000000e+00   0.00000000e+00]]",[-1.64692843  0.56447828],[-0.18282923 -0.29356864]
27,-0.163892894631,[-1.87423143  1.5579634 ],"[ 0.73211257 -0.56635705 -1.03131957 -0.30996689  1.38495248 -0.28753457
 -1.09975059 -0.37125525 -1.34686935  0.43870809  0.        ]",-0.829151,"[[ -1.96605076e+01   3.00233369e+00   1.61141234e-01  -3.25466613e-02]
 [ -6.97026574e+01  -2.70104676e-03   0.00000000e+00   0.00000000e+00]]",[-1.36785817  0.601735  ],[-0.18282923 -0.29356864]
28,-0.146786998566,[-1.2388666   1.23521005],"[-1.0633948  -0.56643741 -1.12842007 -0.31135071  1.38494681 -0.28753413
 -1.1783933  -0.3666673  -1.25548242  0.27104836  0.        ]",-0.748396,"[[ -2.10804410e+01   3.00275474e+00   1.61141234e-01  -3.25466613e-02]
 [ -7.22820821e+01   3.04564734e-02   0.00000000e+00   0.00000000e+00]]",[-1.19229555  0.7693125 ],[-0.18282923 -0.29356864]
29,-0.162307689477,[-1.91840941  1.09111656],"[-1.38595837 -0.56654278  0.84575628 -0.31316635  1.38494113 -0.2875337
 -1.25547852 -0.36772763 -1.38598637  0.13767693  0.        ]",-0.534997,"[[ -2.25514505e+01   3.00330711e+00   1.61141234e-01  -3.25466613e-02]
 [ -7.48104458e+01   2.27881439e-02   0.00000000e+00   0.00000000e+00]]",[-1.30676031  0.77387512],[-0.18282923 -0.29356864]
30,-0.181577657098,[-0.73705169  0.04252955],"[ 0.45613624 -0.56660888  1.35524323 -0.31431549  1.38493546 -0.28753326
 -1.33103692 -0.36912947 -1.51001896  0.28715409  0.        ]",-0.672007,"[[ -2.40725251e+01   3.00365674e+00   1.61141234e-01  -3.25466613e-02]
 [ -7.72887563e+01   1.26513791e-02   0.00000000e+00   0.00000000e+00]]",[-1.64079511  0.58849829],[-0.18282923 -0.29356864]
31,-0.169314380123,[-1.45748429  0.99570264],"[ 0.99278159 -0.56644761 -0.66383744 -0.31157661  1.38492978 -0.28753282
 -1.37335617 -0.37972486 -1.38661818  0.44427251  0.        ]",-0.817428,"[[ -2.56322281e+01   3.00282390e+00   1.61141234e-01  -3.25466613e-02]
 [ -7.86769139e+01  -6.39363362e-02   0.00000000e+00   0.00000000e+00]]",[-1.40766466  0.58905876],[-0.18282923 -0.29356864]
32,-0.147136546399,[-0.61657777  0.80401938],"[-0.91055772 -0.56641518 -1.24005451 -0.31104181  1.38492411 -0.28753239
 -1.44657933 -0.36796615 -1.25432495  0.29147535  0.        ]",-0.788987,"[[ -2.72298640e+01   3.00266138e+00   1.61141234e-01  -3.25466613e-02]
 [ -8.10786754e+01   2.10510982e-02   0.00000000e+00   0.00000000e+00]]",[-1.1774236   0.76427186],[-0.18282923 -0.29356864]
33,-0.162772857937,[-1.40233699 -0.30384874],"[-1.36712557 -0.56647205  0.87738066 -0.31202821  1.38491844 -0.28753195
 -1.47206662 -0.36947912 -1.3893601   0.13758353  0.        ]",-0.52007,"[[ -2.88598268e+01   3.00296154e+00   1.61141234e-01  -3.25466613e-02]
 [ -8.19148174e+01   1.01111832e-02   0.00000000e+00   0.00000000e+00]]",[-1.29441392  0.7782706 ],[-0.18282923 -0.29356864]
34,-0.183070795312,[-1.68517614  0.50946832],"[ 0.64554044 -0.56407646  1.21680638 -0.27289026  1.38491276 -0.28753151
 -1.54333393 -0.53656131 -1.51560933  0.32127335  0.        ]",-0.654252,"[[ -3.05215778e+01   2.99104781e+00   1.61141234e-01  -3.25466613e-02]
 [ -8.42524735e+01  -1.19755909e+00   0.00000000e+00   0.00000000e+00]]",[-1.60731816  0.61214286],[-0.18282923 -0.29356864]
35,-0.162859927696,[-1.68848743  0.4157036 ],"[ 0.72937736 -0.56332986 -1.03413204 -0.26133055  1.38490709 -0.28753107
 -1.61318631 -0.25487763 -1.33680579  0.44671095  0.        ]",-0.788787,"[[ -3.22296161e+01   2.98752503e+00   1.61141234e-01  -3.25466613e-02]
 [ -8.65437544e+01   8.38434183e-01   0.00000000e+00   0.00000000e+00]]",[-1.30695367  0.59098619],[-0.18282923 -0.29356864]
36,-0.147600086852,[-0.88922534  0.9713081 ],"[-1.37543974 -0.56832075 -0.76009928 -0.34480485  1.38490141 -0.28753064
 -1.68166238 -0.28372021 -1.26889759  0.22420817  0.        ]",-0.689926,"[[ -3.39830273e+01   3.01292403e+00   1.61141234e-01  -3.25466613e-02]
 [ -8.87899292e+01   6.29958588e-01   0.00000000e+00   0.00000000e+00]]",[-1.17839313  0.77453506],[-0.18282923 -0.29356864]
37,-0.172054867098,[-1.54823068  1.7831549 ],"[-0.69297732 -0.56871345  1.45428471 -0.35211058  1.38489574 -0.2875302
 -1.73540641 -0.39366978 -1.45385898  0.17480274  0.        ]",-0.565153,"[[ -3.57765151e+01   3.01514292e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.05529511e+01  -1.64754097e-01   0.00000000e+00   0.00000000e+00]]",[-1.47132075  0.68410742],[-0.18282923 -0.29356864]
38,-0.177515043149,[-0.48324288  0.44430232],"[ 1.15570961 -0.56796789  0.18574477 -0.33840116  1.38489007 -0.28752976
 -1.80145558 -0.39917191 -1.4572936   0.40783029  0.        ]",-0.779031,"[[ -3.76093128e+01   3.01097908e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.27195956e+01  -2.04527798e-01   0.00000000e+00   0.00000000e+00]]",[-1.48110306  0.57937455],[-0.18282923 -0.29356864]
39,-0.149960386906,[-0.78139674 -0.54225646],"[-0.48441659 -0.56724016 -1.41406509 -0.3254337   1.38488439 -0.28752933
 -1.80381558 -0.39425834 -1.26481533  0.342889    0.        ]",-0.803255,"[[ -3.94644849e+01   3.00703849e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.27973529e+01  -1.69017543e-01   0.00000000e+00   0.00000000e+00]]",[-1.16637683  0.74224496],[-0.18282923 -0.29356864]
40,-0.162344778494,[-0.49473403  0.08137567],"[-1.43302754 -0.56214209  0.75796972 -0.24352574  1.38487872 -0.28752889
 -1.84211892 -0.6916086  -1.3873638   0.12148229  0.        ]",-0.581393,"[[ -4.13330409e+01   2.98209603e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.40540134e+01  -2.31824803e+00   0.00000000e+00   0.00000000e+00]]",[-1.17815566  0.91574979],[-0.18282923 -0.29356864]
41,-0.187086830809,[-2.35677379  0.59052038],"[ 0.77493288 -0.55141764  1.08880585 -0.10396904  1.38487304 -0.28752845
 -1.84505056 -0.64163719 -1.53425527  0.38235573  0.        ]",-0.658314,"[[ -4.32150897e+01   2.93935764e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.41505409e+01  -1.95706876e+00   0.00000000e+00   0.00000000e+00]]",[-1.55121708  0.64853954],[-0.18282923 -0.29356864]
42,-0.15096708572,[-0.99273128  0.58566079],"[ 0.36208223 -0.54694721 -1.3037668  -0.05404702  1.38486737 -0.28752802
 -1.90891898 -0.31394261 -1.2486991   0.43617836  0.        ]",-0.771958,"[[ -4.51191217e+01   2.92398219e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.62457445e+01   4.11470071e-01   0.00000000e+00   0.00000000e+00]]",[-1.1989553   0.67039382],[-0.18282923 -0.29356864]
43,-0.152375862015,[-0.60465634  1.654759  ],"[-1.59437033 -0.55571143 -0.03712577 -0.15593223  1.3848617  -0.28752758
 -1.97065621  0.00459811 -1.3150071   0.11804905  0.        ]",-0.607495,"[[ -4.70643569e+01   2.95531055e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.82710904e+01   2.71384635e+00   0.00000000e+00   0.00000000e+00]]",[-1.23610497  0.74033141],[-0.18282923 -0.29356864]
44,-0.180161204843,[-2.41678012 -0.78339063],"[ 0.24159859 -0.57098148  1.46045907 -0.39715999  1.38485602 -0.28752714
 -1.98433467 -0.11301581 -1.50356429  0.25872549  0.        ]",-0.47959,"[[ -4.90342837e+01   3.02881106e+00   1.61141234e-01  -3.25466613e-02]
 [ -9.87201793e+01   1.86374629e+00   0.00000000e+00   0.00000000e+00]]",[-1.57357037  0.56417114],[-0.18282923 -0.29356864]
45,-0.166379288358,[-1.47367687 -0.14450877],"[ 0.77864437 -0.57104048 -0.98109451 -0.39842347  1.38485035 -0.2875267
 -2.04545386 -0.58872509 -1.3693434   0.42435806  0.        ]",-0.785042,"[[ -5.10288062e+01   3.02919427e+00   1.61141234e-01  -3.25466613e-02]
 [ -1.00725316e+02  -1.57462499e+00   0.00000000e+00   0.00000000e+00]]",[-1.23892426  0.68726832],[-0.18282923 -0.29356864]
46,-0.148722651093,[-1.84067971  1.28747878],"[-1.51599697 -0.56430773 -0.45216751 -0.27672469  1.38484468 -0.28752627
 -2.10535082 -0.6643927  -1.28242858  0.1824809   0.        ]",-0.584426,"[[ -5.30630291e+01   2.99221744e+00   1.61141234e-01  -3.25466613e-02]
 [ -1.02690412e+02  -2.12154960e+00   0.00000000e+00   0.00000000e+00]]",[-1.07175422  0.93405694],[-0.18282923 -0.29356864]
47,-0.180896191458,[-2.30014368  0.75211294],"[ -3.89581657e-04  -5.63813948e-01   1.52710509e+00  -2.68994349e-01
   1.38483900e+00  -2.87525830e-01  -2.16406030e+00  -1.11778065e-01
  -1.51155427e+00   2.38560631e-01   0.00000000e+00]",-0.533733,"[[ -5.51361626e+01   2.98986236e+00   1.61141234e-01  -3.25466613e-02]
 [ -1.04616608e+02   1.87266736e+00   0.00000000e+00   0.00000000e+00]]",[-1.5263207   0.59231859],[-0.18282923 -0.29356864]
48,-0.166917513042,[-1.92062635  1.05503089],"[ 0.83806717 -0.56946198 -0.90931209 -0.36658713  1.38483333 -0.28752539
 -2.22161888 -0.30748282 -1.37189988  0.43033068  0.        ]",-0.747042,"[[ -5.72474429e+01   3.01953845e+00   1.61141234e-01  -3.25466613e-02]
 [ -1.06505106e+02   4.58140418e-01   0.00000000e+00   0.00000000e+00]]",[-1.25804722  0.60600454],[-0.18282923 -0.29356864]
49,-0.150137470887,[-1.03511448  0.89371569],"[-1.53758081 -0.56933068 -0.3813848  -0.36406777  1.38482766 -0.28752496
 -2.27802945 -0.41017999 -1.29043335  0.20211288  0.        ]",-0.613332,"[[ -5.93961159e+01   3.01877401e+00   1.61141234e-01  -3.25466613e-02]
 [ -1.08356003e+02  -2.84142598e-01   0.00000000e+00   0.00000000e+00]]",[-1.13402081  0.8361361 ],[-0.18282923 -0.29356864]
