timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
18,-0.244302435045,[-2.64830158  1.71343431],"[ 0.36710476 -0.45649942  1.40508146  0.60522498 -1.53544713 -1.61252735
 -0.83926697 -0.41335354  0.75807434  1.78466226  0.        ]",-1.28537,"[[-11.43422401   2.71298215  -0.17537727  -0.18492327]
 [-60.45102709  -0.31362186   0.           0.        ]]",[-3.07759428  0.6267823 ],[-0.17557696 -0.29213431]
19,-0.288797536223,[-2.23935417  0.58126612],"[ 1.1529285  -0.47513821 -0.10378261  0.50396101 -1.53543972 -1.612519
 -0.9241126   0.1341504   1.0791805   1.98379976  0.        ]",-1.52292,"[[-12.67096254   2.74643175  -0.17537727  -0.18492327]
 [-63.21375933   3.64537038   0.           0.        ]]",[-3.34442329  0.62875128],[-0.17557696 -0.29213431]
20,-0.284422431523,[-4.33716426  1.5185062 ],"[ 0.02115444 -0.52026129 -1.41933749  0.20832457 -1.53543231 -1.61251065
 -1.00729602  0.441593    1.28361862  1.7088967   0.        ]",-1.27028,"[[-13.96241385   2.84164257  -0.17537727  -0.18492327]
 [-65.92238282   5.86848446   0.           0.        ]]",[-3.18317723  0.66756123],[-0.17557696 -0.29213431]
21,-0.257296725877,[-2.45187609  0.86650102],"[-1.4885882  -0.56799055 -0.53032322 -0.29352793 -1.53542489 -1.6125023
 -1.08883297  0.97248616  1.16184256  1.51973129  0.        ]",-1.23256,"[[-15.30750053   2.99752468  -0.17537727  -0.18492327]
 [-68.57741203   9.70737288   0.           0.        ]]",[-2.89411545  0.61222196],[-0.17557696 -0.29213431]
22,-0.247111538342,[-3.26160026  0.63821989],"[-0.96698474 -0.58016012  1.30739577 -0.58007144 -1.53541748 -1.61249395
 -1.16875244 -0.36005817  1.06201634  1.51721011  0.        ]",-1.10691,"[[-16.70516097   3.08472398  -0.17537727  -0.18492327]
 [-71.1797934    0.07179088   0.           0.        ]]",[-2.86643386  0.56947875],[-0.17557696 -0.29213431]
23,-0.246421264906,[-4.15434482  0.81933348],"[ 0.84040916 -0.57816253  1.00941518 -0.50997875 -1.53541007 -1.6124856
 -1.24706917 -0.57819721  0.96500788  1.6187714   0.        ]",-0.896637,"[[-18.15434444   3.06345961  -0.17537727  -0.18492327]
 [-73.73000921  -1.50557032   0.           0.        ]]",[-3.06106138  0.55111152],[-0.17557696 -0.29213431]
24,-0.266947818525,[-2.98533132  0.55373552],"[ 0.7377709  -0.57472318 -1.0243772  -0.42117029 -1.53540265 -1.61247726
 -1.32383082 -0.52281179  1.07105446  1.74450146  0.        ]",-1.23103,"[[-19.65402401   3.03646504  -0.17537727  -0.18492327]
 [-76.22961328  -1.10508829   0.           0.        ]]",[-3.13272214  0.64054477],[-0.17557696 -0.29213431]
25,-0.264067082999,[-3.53440707  1.8387898 ],"[-1.19128387 -0.57200798 -1.00710972 -0.36476847 -1.53539524 -1.61246891
 -1.39907225 -0.45701551  1.17394079  1.59040003  0.        ]",-1.2181,"[[-21.20319918   3.01928222  -0.17537727  -0.18492327]
 [-78.67974372  -0.62932515   0.           0.        ]]",[-2.87322044  0.68765593],[-0.17557696 -0.29213431]
26,-0.24018961424,[-4.21704419  0.07496931],"[-1.16974514 -0.57048322  1.1342854  -0.336366   -1.53538783 -1.61246056
 -1.47282418 -0.40885175  1.02794435  1.47290293  0.        ]",-0.924986,"[[-22.80089061   3.01061606  -0.17537727  -0.18492327]
 [-81.08140219  -0.28106133   0.           0.        ]]",[-2.7605176   0.59050572],[-0.17557696 -0.29213431]
27,-0.24831211143,[-2.76674764  0.28730474],"[ 0.84797671 -0.56959422  0.9995003  -0.32065891 -1.53538041 -1.61245221
 -1.54511579 -0.39619294  0.93934763  1.66669693  0.        ]",-1.06891,"[[-24.4461385    3.00581937  -0.17537727  -0.18492327]
 [-83.43554185  -0.18953121   0.           0.        ]]",[-3.02881622  0.54750657],[-0.17557696 -0.29213431]
28,-0.271807366386,[-2.87398233  1.1275037 ],"[ 0.5203938  -0.56909307 -1.20943278 -0.31205497 -1.535373   -1.61244387
 -1.61597539 -0.38186709  1.11619363  1.75252964  0.        ]",-1.29335,"[[-26.13800166   3.00319061  -0.17537727  -0.18492327]
 [-85.74308649  -0.08594678   0.           0.        ]]",[-3.08434343  0.64492399],[-0.17557696 -0.29213431]
29,-0.257534376544,[-2.09880124  0.46928298],"[-1.48948725 -0.56901184 -0.52800317 -0.31069095 -1.53536559 -1.61243552
 -1.68543131 -0.36796131  1.16062222  1.52428227  0.        ]",-1.24436,"[[ -2.78755575e+01   3.00277390e+00  -1.75377265e-01  -1.84923269e-01]
 [ -8.80049609e+01   1.46002453e-02   0.00000000e+00   0.00000000e+00]]",[-2.75891066  0.66755199],[-0.17557696 -0.29213431]
30,-0.237280960384,[-2.59586605  0.66528878],"[-0.47530764 -0.56898529  1.5204369  -0.31025799 -1.53535817 -1.61242717
 -1.75351114 -0.37226259  0.9616937   1.51505941  0.        ]",-1.09589,"[[ -2.96579016e+01   3.00264173e+00  -1.75377265e-01  -1.84923269e-01]
 [ -9.02220653e+01  -1.65062761e-02   0.00000000e+00   0.00000000e+00]]",[-2.79341316  0.55096006],[-0.17557696 -0.29213431]
31,-0.261447998736,[-2.89175166  0.1531722 ],"[ 1.15726461 -0.56896158 -0.04963856 -0.30987367 -1.53535076 -1.61241882
 -1.82024175 -0.36994785  1.00100006  1.75367593  0.        ]",-1.10873,"[[ -3.14841475e+01   3.00252442e+00  -1.75377265e-01  -1.84923269e-01]
 [ -9.23952769e+01   2.26981192e-04   0.00000000e+00   0.00000000e+00]]",[-3.07250118  0.57026523],[-0.17557696 -0.29213431]
32,-0.26917508459,[-2.41127001  0.17438455],"[-0.71306762 -0.56886254 -1.34274415 -0.30821523 -1.53534335 -1.61241048
 -1.88564983 -0.37483705  1.18476542  1.64087182  0.        ]",-1.2679,"[[ -3.33534259e+01   3.00201768e+00  -1.75377265e-01  -1.84923269e-01]
 [ -9.45254667e+01  -3.51306598e-02   0.00000000e+00   0.00000000e+00]]",[-2.87843776  0.67699999],[-0.17557696 -0.29213431]
33,-0.24016699664,[-3.92349852  0.93133606],"[-1.26681648 -0.56874324  1.02329104 -0.30622209 -1.53533594 -1.61240213
 -1.94976139 -0.37334551  1.03483638  1.46408159  0.        ]",-0.965075,"[[ -3.52648850e+01   3.00140860e+00  -1.75377265e-01  -1.84923269e-01]
 [ -9.66134835e+01  -2.43499677e-02   0.00000000e+00   0.00000000e+00]]",[-2.66812348  0.58987772],[-0.17557696 -0.29213431]
34,-0.251990675848,[-2.69245294 -0.2789629 ],"[ 1.00372467 -0.56882647  0.74415876 -0.30764195 -1.53532852 -1.61239378
 -2.01260221 -0.36412858  0.94931779  1.69824647  0.        ]",-1.02731,"[[ -3.72176897e+01   3.00184275e+00  -1.75377265e-01  -1.84923269e-01]
 [ -9.86601687e+01   4.22920420e-02   0.00000000e+00   0.00000000e+00]]",[-2.98467255  0.54279816],[-0.17557696 -0.29213431]
35,-0.272894655584,[-3.9066462   0.14599089],"[-0.13744693 -0.56675377 -1.43950456 -0.27394759 -1.53532111 -1.61238543
 -2.07419672 -0.5178635   1.17326529  1.700545    0.        ]",-1.10148,"[[ -39.21102169    2.99153628   -0.17537727   -0.18492327]
 [-100.66631978   -1.06934896    0.            0.        ]]",[-2.93474579  0.67841649],[-0.17557696 -0.29213431]
36,-0.241251773092,[-1.95882805 -0.38731501],"[-1.48700752 -0.56337458  0.63878365 -0.22355378 -1.5353137  -1.61237709
 -2.13456643 -0.43598187  1.06314578  1.44210972  0.        ]",-1.11421,"[[ -41.24407668    2.97609132   -0.17537727   -0.18492327]
 [-102.63263877   -0.47728116    0.            0.        ]]",[-2.608706    0.62762964],[-0.17557696 -0.29213431]
37,-0.250900390469,[-3.21466428  1.518491  ],"[ 0.86557078 -0.55723343  0.97575696 -0.14253086 -1.53530629 -1.61236874
 -2.19373895 -0.64790094  0.91919559  1.71529966  0.        ]",-1.09739,"[[ -43.31606804    2.95117344   -0.17537727   -0.18492327]
 [-104.56002602   -2.00964243    0.            0.        ]]",[-2.93422556  0.56373811],[-0.17557696 -0.29213431]
38,-0.276153164949,[-2.71761589 -0.56393704],"[-0.04411033 -0.55718998 -1.43008397 -0.14200889 -1.53529887 -1.6123604
 -2.25173706 -0.09611791  1.20048895  1.70803126  0.        ]",-1.22257,"[[ -45.42622232    2.95101261   -0.17537727   -0.18492327]
 [-106.44922555    1.98020495    0.            0.        ]]",[-2.93516588  0.64501417],[-0.17557696 -0.29213431]
39,-0.239664605112,[-3.17005123 -0.25413893],"[-1.46045497 -0.56140564  0.70207409 -0.19632151 -1.53529146 -1.61235205
 -2.3085973  -0.41158683  1.05252477  1.43548777  0.        ]",-0.9656,"[[ -47.57379123    2.96772879   -0.17537727   -0.18492327]
 [-108.30142804   -0.30089846    0.            0.        ]]",[-2.57687974  0.62084043],[-0.17557696 -0.29213431]
40,-0.25440868192,[-3.06820602  0.64006834],"[ 0.98669556 -0.55733788  0.77839229 -0.1438566  -1.53528405 -1.6123437
 -2.36431956 -0.55122078  0.93411142  1.74000478  0.        ]",-1.06097,"[[ -49.75803264    2.95158233   -0.17537727   -0.18492327]
 [-110.11663167   -1.31057241    0.            0.        ]]",[-2.93476629  0.55835313],[-0.17557696 -0.29213431]
41,-0.273730726904,[-3.1886029   1.00267166],"[-0.41369254 -0.55717189 -1.42706699 -0.14182449 -1.53527664 -1.61233536
 -2.41893602 -0.1985688   1.21576211  1.65928826  0.        ]",-1.19475,"[[ -51.97821631    2.95095601   -0.17537727   -0.18492327]
 [-111.89588564    1.23938217    0.            0.        ]]",[-2.84742641  0.65851629],[-0.17557696 -0.29213431]
42,-0.240538336154,[-0.53435766  0.08580417],"[-1.15280733 -0.57127246  1.15145829 -0.35114641 -1.53526923 -1.61232701
 -2.47248403  0.17403278  1.02885663  1.47592008  0.        ]",-1.2307,"[[ -54.23363613    3.01512844   -0.17537727   -0.18492327]
 [-113.64040714    3.93358861    0.            0.        ]]",[-2.61594748  0.53250003],[-0.17557696 -0.29213431]
43,-0.256076589512,[-1.84721195  0.43687036],"[ 1.15917174 -0.57521575  0.11730255 -0.43290244 -1.53526182 -1.61231867
 -2.46835375 -0.40662371  0.98615132  1.70749767  0.        ]",-1.15979,"[[ -56.50510437    3.04003648   -0.17537727   -0.18492327]
 [-113.50673046   -0.26501685    0.            0.        ]]",[-2.94225931  0.54544276],[-0.17557696 -0.29213431]
44,-0.265441673103,[-2.66852122  1.75196876],"[-1.07818367 -0.57340608 -1.11630849 -0.39316447 -1.53525441 -1.61231032
 -2.52090756 -0.46707119  1.17044766  1.61181006  0.        ]",-1.22123,"[[ -58.79241841    3.02793897   -0.17537727   -0.18492327]
 [-115.21894731   -0.70210481    0.            0.        ]]",[-2.70847178  0.67301708],[-0.17557696 -0.29213431]
45,-0.23842021073,[-3.42034117  0.06365461],"[-0.42117092 -0.57149875  1.53033659 -0.35545277 -1.53524699 -1.61230197
 -2.57241743 -0.43080217  0.96937213  1.51982343  0.        ]",-0.904203,"[[ -61.1136361     3.01644289   -0.17537727   -0.18492327]
 [-116.89723218   -0.43985734    0.            0.        ]]",[-2.66710949  0.5344103 ],[-0.17557696 -0.29213431]
46,-0.268408204968,[-1.92891213  0.74650774],"[ 0.89065054 -0.5701522  -0.83565474 -0.33081742 -1.53523958 -1.61229363
 -2.62290583 -0.41110551  1.06800913  1.76437848  0.        ]",-1.26421,"[[ -63.46808639    3.00892418   -0.17537727   -0.18492327]
 [-118.54231704   -0.29744061    0.            0.        ]]",[-2.94633651  0.59745109],[-0.17557696 -0.29213431]
47,-0.252785825185,[-2.81909523  0.91918896],"[-1.58803764 -0.56944956 -0.12418997 -0.31851615 -1.53523217 -1.61228528
 -2.6723928  -0.38510281  1.13541774  1.49595177  0.        ]",-1.07918,"[[ -6.58551118e+01   3.00516712e+00  -1.75377265e-01  -1.84923269e-01]
 [ -1.20154856e+02  -1.09426169e-01   0.00000000e+00   0.00000000e+00]]",[-2.55792117  0.6450237 ],[-0.17557696 -0.29213431]
48,-0.245913005487,[-3.32277273  0.90052338],"[ 0.70089027 -0.56922035  1.16592829 -0.31458903 -1.53522476 -1.61227694
 -2.72089814 -0.37379264  0.93323351  1.6453888   0.        ]",-0.963832,"[[ -6.82740680e+01   3.00396739e+00  -1.75377265e-01  -1.84923269e-01]
 [ -1.21735494e+02  -2.76497644e-02   0.00000000e+00   0.00000000e+00]]",[-2.80747581  0.51914036],[-0.17557696 -0.29213431]
49,-0.271623135477,[-3.06508485  0.71623608],"[-0.27166561 -0.56916151 -1.44098663 -0.31359992 -1.53521735 -1.61226859
 -2.76844081 -0.37092439  1.17002091  1.68868644  0.        ]",-1.15044,"[[ -7.07243230e+01   3.00366530e+00  -1.75377265e-01  -1.84923269e-01]
 [ -1.23284850e+02  -6.91461500e-03   0.00000000e+00   0.00000000e+00]]",[-2.80013466  0.64974499],[-0.17557696 -0.29213431]
