timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
13,-0.172033412677,[-1.2390364   1.42887068],"[ 0.41017268 -0.58665805 -1.27691497 -0.61579579  1.12246665  1.05804781
  0.37852937 -0.772118   -1.16383988 -0.95651066  0.        ]",-0.878307,"[[ -1.0960974    3.09699382   0.13120202   0.12199816]
 [-19.91201979  -2.92071902   0.           0.        ]]",[-1.10964441  0.87082183],[-0.18135604 -0.26917928]
14,-0.165384257477,[-0.22595566  2.75296193],"[-0.16418641 -0.58234321 -1.44093011 -0.46554913  1.12246282  1.05804442
  0.2673202  -0.60450466 -1.09306072 -0.96569143  0.        ]",-0.966885,"[[ -1.53010689   3.05092679   0.13120202   0.12199816]
 [-23.47704751  -1.70842242   0.           0.        ]]",[-1.19683981  0.88021213],[-0.18135604 -0.26917928]
15,-0.165976854264,[-0.46138863  2.00691007],"[-0.79927865 -0.57878    -1.30412301 -0.38436566  1.12245898  1.05804102
  0.2539125  -0.48754296 -1.05076273 -1.02530655  0.        ]",-1.00245,"[[ -2.00396009   3.02596103   0.13120202   0.12199816]
 [-23.9068455   -0.86247501   0.           0.        ]]",[-1.21045053  0.88967991],[-0.18135604 -0.26917928]
16,-0.172192818842,[-1.61811413  1.98505588],"[-1.32178558 -0.57673565 -0.84720021 -0.34495353  1.12245515  1.05803763
  0.21169156 -0.4241164  -1.0486401  -1.10166692  0.        ]",-0.936531,"[[ -2.49567672   3.01381582   0.13120202   0.12199816]
 [-25.26031129  -0.40373286   0.           0.        ]]",[-1.23066902  0.89855886],[-0.18135604 -0.26917928]
17,-0.181517511794,[-2.43148468  0.95942357],"[-1.59191073 -0.57573103 -0.10568455 -0.32692313  1.12245131  1.05803424
  0.10378317 -0.39325104 -1.08613174 -1.16997786  0.        ]",-0.925338,"[[ -3.03559029   3.00825347   0.13120202   0.12199816]
 [-28.7195196   -0.18049711   0.           0.        ]]",[-1.27776003  0.88059592],[-0.18135604 -0.26917928]
18,-0.190938588237,[-1.58247834  0.68233462],"[-1.42919163 -0.57526611  0.77216211 -0.31884207  1.12244748  1.05803085
 -0.00198928 -0.37952316 -1.15704954 -1.20289335  0.        ]",-1.03521,"[[ -3.64400104   3.00575923   0.13120202   0.12199816]
 [-32.11025658  -0.081212     0.           0.        ]]",[-1.36029267  0.81746912],[-0.18135604 -0.26917928]
19,-0.196412779631,[-0.83452398 -0.75852866],"[-0.74831335 -0.57500108  1.43320751 -0.31431035  1.12244364  1.05802746
 -0.10566796 -0.37599044 -1.23774426 -1.17389325  0.        ]",-1.03663,"[[ -4.3195531    3.0043602    0.13120202   0.12199816]
 [-35.43387344  -0.05566559   0.           0.        ]]",[-1.38822293  0.72371364],[-0.18135604 -0.26917928]
20,-0.19555839426,[-0.69463189  0.89078412],"[ 0.24226482 -0.56840755  1.46051237 -0.21335342  1.12243981  1.05802407
 -0.1868581  -0.79123253 -1.30808425 -1.0673528   0.        ]",-0.943258,"[[ -5.05434466   2.97311395   0.13120202   0.12199816]
 [-38.03657925  -3.05900064   0.           0.        ]]",[-1.19885623  0.76284832],[-0.18135604 -0.26917928]
21,-0.181873512576,[-0.70445341  1.07307712],"[ 1.02292043 -0.56211885  0.69994694 -0.13232953  1.12243597  1.05802068
 -0.24915427 -0.29537453 -1.28008611 -0.91622646  0.        ]",-0.732304,"[[ -5.83511269   2.9479178    0.13120202   0.12199816]
 [-40.03360504   0.52738545   0.           0.        ]]",[-1.15808952  0.63640475],[-0.18135604 -0.26917928]
22,-0.169483283776,[ 0.19338521  2.01706851],"[ 1.06442046 -0.57377903 -0.49170015 -0.29396271  1.12243214  1.05801729
 -0.31143668  0.25045193 -1.18039418 -0.89676263  0.        ]",-0.757363,"[[ -6.65581686   2.99807462   0.13120202   0.12199816]
 [-42.03019093   4.47517916   0.           0.        ]]",[-1.18279493  0.60002083],[-0.18135604 -0.26917928]
23,-0.165666553749,[-1.93311139 -0.19589747],"[ 0.2831261  -0.58095932 -1.339074   -0.43183906  1.1224283   1.0580139
 -0.26160461 -0.35636277 -1.1141017  -0.94114846  0.        ]",-0.687842,"[[ -7.4803936    3.04056881   0.13120202   0.12199816]
 [-40.43275436   0.08628145   0.           0.        ]]",[-1.20421457  0.79810321],[-0.18135604 -0.26917928]
24,-0.166354237184,[-1.63407895 -0.42758015],"[-0.84099635 -0.57929021 -1.28228332 -0.39509026  1.12242446  1.05801051
 -0.36014512 -0.50620644 -1.05230444 -1.02800102  0.        ]",-0.887787,"[[ -8.32074309   3.02926401   0.13120202   0.12199816]
 [-43.59164989  -0.9974946    0.           0.        ]]",[-1.17043281  0.92644858],[-0.18135604 -0.26917928]
25,-0.181122580408,[-1.48123699  0.57884087],"[-1.57183936 -0.57265215 -0.24614796 -0.275974    1.12242063  1.05800712
 -0.45673313 -0.73773224 -1.07636905 -1.17569951  0.        ]",-1.0144,"[[ -9.22364257   2.99251352   0.13120202   0.12199816]
 [-46.6879578   -2.67205376   0.           0.        ]]",[-1.16508579  1.00521338],[-0.18135604 -0.26917928]
26,-0.198449704256,[-2.64077643  1.22286177],"[-1.21716509 -0.56587767  1.08543832 -0.17943644  1.12241679  1.05800373
 -0.55140306 -0.41377627 -1.21685082 -1.2242923   0.        ]",-0.907157,"[[-10.18785088   2.96258193   0.13120202   0.12199816]
 [-49.72278323  -0.32899822   0.           0.        ]]",[-1.34445596  0.83134842],[-0.18135604 -0.26917928]
27,-0.195684058567,[-1.93120737  0.43334209],"[ 0.07613796 -0.57331375  1.51213093 -0.28651872  1.12241296  1.05800034
 -0.64420341  0.13430345 -1.28856848 -1.09703034  0.        ]",-0.743866,"[[-11.21215422   2.99577448   0.13120202   0.12199816]
 [-52.69768226   3.63506816   0.           0.        ]]",[-1.32002223  0.60815191],[-0.18135604 -0.26917928]
28,-0.182496586036,[ 0.81123646  1.08251075],"[ 1.10874709 -0.5793343   0.45254122 -0.39610829  1.12240912  1.05799695
 -0.73517606 -0.35519407 -1.25043731 -0.9724367   0.        ]",-0.901657,"[[-12.29536878   3.02957776   0.13120202   0.12199816]
 [-55.61399994   0.09470828   0.           0.        ]]",[-1.11158323  0.67337662],[-0.18135604 -0.26917928]
29,-0.166734495268,[-0.38933257  1.98374815],"[ 0.74270599 -0.57836443 -1.01764621 -0.37633245  1.12240529  1.05799356
 -0.60063479 -0.43307175 -1.14184813 -0.91626646  0.        ]",-0.759434,"[[-13.36437643   3.02348871   0.13120202   0.12199816]
 [-51.30112339  -0.46855722   0.           0.        ]]",[-1.12829447  0.78924322],[-0.18135604 -0.26917928]
30,-0.164173416737,[-1.8605574   0.92919565],"[-0.57290028 -0.57690771 -1.39249862 -0.34841748  1.12240146  1.05799017
 -0.61703809 -0.41776445 -1.04820308 -1.00627004  0.        ]",-0.752807,"[[-14.39567516   3.01488597   0.13120202   0.12199816]
 [-51.82699577  -0.35785081   0.           0.        ]]",[-1.16597211  0.90542018],[-0.18135604 -0.26917928]
31,-0.179044208362,[-2.99935982  0.76021838],"[-1.5580089  -0.57590708 -0.31198992 -0.33031001  1.12239762  1.05798678
 -0.70854013 -0.39666422 -1.07318692 -1.15497074  0.        ]",-0.771501,"[[-15.46164558   3.00930072   0.13120202   0.12199816]
 [-54.76027295  -0.20524621   0.           0.        ]]",[-1.20069098  0.93629551],[-0.18135604 -0.26917928]
32,-0.194663431816,[-1.65102048  0.61523597],"[-1.10154172 -0.57532053  1.20223698 -0.32005491  1.12239379  1.05798339
 -0.79823069 -0.38419422 -1.20311395 -1.19437924  0.        ]",-0.962206,"[[-16.58569902   3.00613578   0.13120202   0.12199816]
 [-57.63549005  -0.11506057   0.           0.        ]]",[-1.34384251  0.80688018],[-0.18135604 -0.26917928]
33,-0.192890583109,[-0.95657037 -0.87309983],"[ 0.4263687  -0.5749768   1.37263532 -0.31416438  1.12238995  1.05798
 -0.88614545 -0.37762591 -1.28846803 -1.05943792  0.        ]",-0.820903,"[[-17.76668577   3.00431729   0.13120202   0.12199816]
 [-60.45379346  -0.06755943   0.           0.        ]]",[-1.22759843  0.67750931],[-0.18135604 -0.26917928]
34,-0.170455416172,[-1.66820822  1.01455079],"[ 1.14314716 -0.56724941 -0.17415958 -0.19773441  1.12238612  1.05797661
 -0.96695539 -0.85578746 -1.20091792 -0.87821637  0.        ]",-0.532759,"[[-19.00175417   2.96826862   0.13120202   0.12199816]
 [-63.04435521  -3.52591575   0.           0.        ]]",[-0.99491274  0.85866916],[-0.18135604 -0.26917928]
35,-0.156704646257,[-1.07951136  1.53701369],"[-0.04076211 -0.55943081 -1.4294506  -0.10099272  1.12238228  1.05797322
 -1.05151876 -0.2991675  -1.01012367 -0.96030396  0.        ]",-0.681423,"[[-20.28983992   2.93814376   0.13120202   0.12199816]
 [-65.7552547    0.49987567   0.           0.        ]]",[-1.13715839  0.8763485 ],[-0.18135604 -0.26917928]
36,-0.178514981401,[-1.78480708 -0.35068826],"[-1.51144124 -0.57163962 -0.47342131 -0.26051418  1.12237845  1.05796983
 -1.13442035  0.24641946 -1.06036678 -1.16235405  0.        ]",-0.847037,"[[-21.63160947   2.98773161   0.13120202   0.12199816]
 [-68.41290252   4.44587109   0.           0.        ]]",[-1.27011049  0.78908539],[-0.18135604 -0.26917928]
37,-0.193250159769,[ 0.17401732  0.03937125],"[-0.92463829 -0.57901976  1.33748985 -0.38977956  1.12237461  1.05796644
 -1.21568826 -0.34201877 -1.20403862 -1.17590658  0.        ]",-1.09374,"[[-23.02600825   3.0276305    0.13120202   0.12199816]
 [-71.01820175   0.18995583   0.           0.        ]]",[-1.32571316  0.7885257 ],[-0.18135604 -0.26917928]
38,-0.18830334608,[-0.64819773  1.99768757],"[ 0.82813503 -0.57806596  1.02370846 -0.37064218  1.12237078  1.05796305
 -1.15033417 -0.43784932 -1.27415443 -1.01747629  0.        ]",-0.790277,"[[-24.42535381   3.02173685   0.13120202   0.12199816]
 [-68.92331573  -0.50314855   0.           0.        ]]",[-1.14060116  0.70175236],[-0.18135604 -0.26917928]
39,-0.166843362703,[-3.19269495  0.1687086 ],"[ 0.84955904 -0.57662588 -0.89099926 -0.34341614  1.12236694  1.05795966
 -1.187824   -0.41333137 -1.14886424 -0.90739764  0.        ]",-0.342647,"[[-25.81587944   3.01334481   0.13120202   0.12199816]
 [-70.12524323  -0.32582685   0.           0.        ]]",[-1.11151576  0.79777002],[-0.18135604 -0.26917928]
40,-0.166826239783,[-1.10250096  1.68669789],"[-0.93021504 -0.57558316 -1.2289967  -0.32478248  1.12236311  1.05795627
 -1.26802236 -0.40045608 -1.03752185 -1.05047913  0.        ]",-0.816096,"[[-27.24418031   3.0075961    0.13120202   0.12199816]
 [-72.69627569  -0.2327111    0.           0.        ]]",[-1.12843299  0.94030696],[-0.18135604 -0.26917928]
41,-0.190354367321,[-0.81328192  0.76203627],"[-1.4628787  -0.57508465  0.70127605 -0.31616411  1.12235927  1.05795288
 -1.34663243 -0.37744978 -1.15064072 -1.20295734  0.        ]",-1.04281,"[[ -2.87233912e+01   3.00493582e+00   1.31202023e-01   1.21998165e-01]
 [ -7.52164189e+01  -6.63223158e-02   0.00000000e+00   0.00000000e+00]]",[-1.24795556  0.88764751],[-0.18135604 -0.26917928]
42,-0.193774784696,[-0.68914341 -0.08822178],"[ 0.3168295  -0.57489635  1.42908477 -0.31296466  1.12235544  1.05794949
 -1.40062443 -0.37308584 -1.28764884 -1.07254051  0.        ]",-0.856145,"[[ -3.02450872e+01   3.00394808e+00   1.31202023e-01   1.21998165e-01]
 [ -7.69474138e+01  -3.47647333e-02   0.00000000e+00   0.00000000e+00]]",[-1.22213447  0.71364182],[-0.18135604 -0.26917928]
43,-0.169534265304,[-1.16716979  1.13955457],"[ 1.06059739 -0.5740787  -0.50221943 -0.29927069  1.12235161  1.0579461
 -1.43821472 -0.42179602 -1.1799882  -0.89790503  0.        ]",-0.542165,"[[-31.79612799   2.9997184    0.13120202   0.12199816]
 [-78.15264189  -0.38706646   0.           0.        ]]",[-1.07947111  0.77982461],[-0.18135604 -0.26917928]
44,-0.165119199667,[-1.49356673 -0.13985508],"[-0.75317346 -0.57513307 -1.32611398 -0.3170537   1.12234777  1.05794271
 -1.51345368 -0.3391068  -1.03759017 -1.02998703  0.        ]",-0.760339,"[[-33.38338234   3.00521094   0.13120202   0.12199816]
 [-80.56478739   0.21097826   0.           0.        ]]",[-1.12183392  0.91873538],[-0.18135604 -0.26917928]
45,-0.190651627792,[-1.72998704  0.12296976],"[-1.45570905 -0.5748182   0.71714965 -0.31169288  1.12234394  1.05793932
 -1.58720247 -0.41842796 -1.15270493 -1.20414169  0.        ]",-0.922809,"[[-35.01840108   3.00355582   0.13120202   0.12199816]
 [-82.92919719  -0.36271577   0.           0.        ]]",[-1.22290528  0.90384567],[-0.18135604 -0.26917928]
46,-0.192049200641,[-2.162049    0.22769376],"[ 0.52631698 -0.5741389   1.30919315 -0.30032214  1.1223401   1.05793593
 -1.65948845 -0.37165473 -1.29111738 -1.04390455  0.        ]",-0.602284,"[[ -3.67002377e+01   3.00004375e+00   1.31202023e-01   1.21998165e-01]
 [ -8.52467505e+01  -2.44343611e-02   0.00000000e+00   0.00000000e+00]]",[-1.18225098  0.72073436],[-0.18135604 -0.26917928]
47,-0.164978071755,[-1.65076727  0.91127921],"[ 0.80865667 -0.57435658 -0.94298772 -0.30395921  1.12233627  1.05793254
 -1.73034311 -0.36235632 -1.13598443 -0.9006759   0.        ]",-0.475765,"[[ -3.84279655e+01   3.00116752e+00   1.31202023e-01   1.21998165e-01]
 [ -8.75184598e+01   4.28115409e-02   0.00000000e+00   0.00000000e+00]]",[-1.11591899  0.80504358],[-0.18135604 -0.26917928]
48,-0.172701884185,[-2.93251898 -0.03355641],"[-1.32662609 -0.57454278 -0.84016147 -0.30709681  1.12233243  1.05792915
 -1.79979368 -0.36200322 -1.04427586 -1.11206213  0.        ]",-0.646553,"[[ -4.02006763e+01   3.00213685e+00   1.31202023e-01   1.21998165e-01]
 [ -8.97451995e+01   4.53608334e-02   0.00000000e+00   0.00000000e+00]]",[-1.11663485  0.95128369],[-0.18135604 -0.26917928]
49,-0.196680234527,[-1.68012354  1.18105233],"[-0.74980797 -0.57442741  1.43251347 -0.30518066  1.1223286   1.05792576
 -1.8678677  -0.38192682 -1.23966657 -1.17457982  0.        ]",-0.854966,"[[-42.0174796    3.00154514   0.13120202   0.12199816]
 [-91.92785562  -0.09874023   0.           0.        ]]",[-1.26504302  0.80833131],[-0.18135604 -0.26917928]
