timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
32,-0.128564672582,[-3.41430568  0.2073071 ],"[-0.73590715 -0.53130942 -1.32424541 -0.3975498  -0.44189037 -0.92731301
 -1.39840884 -0.35073993  0.27362188  0.98350288  0.        ]",-0.602182,"[[ -3.33855655e+01   3.02320581e+00  -5.06588339e-02  -1.06746507e-01]
 [ -9.45265430e+01   2.36325660e-01   0.00000000e+00   0.00000000e+00]]",[-2.53429604  0.46567133],[-0.16545773 -0.34269768]
33,-0.102768425834,[-2.95087776  1.33869397],"[-1.21924862 -0.53057957  1.04808915 -0.38253875 -0.4418899  -0.92731146
 -1.45528232 -0.44050514  0.14346564  0.80981559  0.        ]",-0.708237,"[[ -3.52970462e+01   3.01900280e+00  -5.06588339e-02  -1.06746507e-01]
 [ -9.66145520e+01  -4.09743707e-01   0.00000000e+00   0.00000000e+00]]",[-2.41454148  0.41419441],[-0.16545773 -0.34269768]
34,-0.121172336782,[-3.46250039  0.62917266],"[ 1.04214747 -0.5293114   0.69173233 -0.35761603 -0.44188943 -0.92730992
 -1.51102801 -0.42187183  0.05424893  1.03039073  0.        ]",-0.44716,"[[ -3.72498717e+01   3.01201966e+00  -5.06588339e-02  -1.06746507e-01]
 [ -9.86611749e+01  -2.75637691e-01   0.00000000e+00   0.00000000e+00]]",[-2.59308529  0.32753414],[-0.16545773 -0.34269768]
35,-0.133158062858,[-1.41556242  0.88882297],"[-0.16346374 -0.5284489  -1.44042397 -0.34141817 -0.44188895 -0.92730838
 -1.56566992 -0.40784168  0.26675868  1.03519873  0.        ]",-0.819053,"[[ -3.92432232e+01   3.00747780e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.00667294e+02  -1.74661889e-01   0.00000000e+00   0.00000000e+00]]",[-2.55693483  0.45915425],[-0.16545773 -0.34269768]
36,-0.103660471779,[-0.50277269  1.53141061],"[-1.45073259 -0.52799623  0.67339655 -0.33314037 -0.44188848 -0.92730683
 -1.61922984 -0.39361419  0.17355091  0.79864632  0.        ]",-0.928627,"[[ -4.12762988e+01   3.00515569e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.02633711e+02  -7.22657298e-02   0.00000000e+00   0.00000000e+00]]",[-2.36024857  0.43681815],[-0.16545773 -0.34269768]
37,-0.118350609491,[-2.55204104  0.64829253],"[ 0.89462127 -0.5278306   0.95027492 -0.33015362 -0.44188801 -0.92730529
 -1.6181032  -0.38654842  0.04006218  1.00952821  0.        ]",-0.548839,"[[ -4.33285599e+01   3.00431772e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.02592543e+02  -2.14143614e-02   0.00000000e+00   0.00000000e+00]]",[-2.57442403  0.31515846],[-0.16545773 -0.34269768]
38,-0.134267422629,[-3.46646637 -0.26439931],"[ 0.01039855 -0.52770802 -1.42350723 -0.32795779 -0.44188753 -0.92730375
 -1.67062476 -0.38798558  0.2602048   1.05074122  0.        ]",-0.528163,"[[ -4.53997583e+01   3.00370162e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.04520862e+02  -3.17608412e-02   0.00000000e+00   0.00000000e+00]]",[-2.54639959  0.44447729],[-0.16545773 -0.34269768]
39,-0.102812860222,[-2.29882592 -0.31912816],"[-1.4784342  -0.52539535  0.60476153 -0.28807692 -0.44188706 -0.9273022
 -1.72210524 -0.53431534  0.17481282  0.78903901  0.        ]",-0.643307,"[[ -4.75091399e+01   2.99250084e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.06410981e+02  -1.08493783e+00   0.00000000e+00   0.00000000e+00]]",[-2.34931374  0.47890678],[-0.16545773 -0.34269768]
40,-0.12289158883,[-2.46138571  1.03108942],"[ 0.93061751 -0.5172175   0.8972347  -0.16659813 -0.44188659 -0.92730066
 -1.77256081 -0.70804468  0.02607575  1.05614882  0.        ]",-0.605717,"[[ -4.96559468e+01   2.95825992e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.08263494e+02  -2.33531823e+00   0.00000000e+00   0.00000000e+00]]",[-2.56703401  0.39866593],[-0.16545773 -0.34269768]
41,-0.135138331487,[-2.75911451  0.1863359 ],"[-0.20461505 -0.51544536 -1.44094561 -0.1432178  -0.44188612 -0.92729912
 -1.82201648 -0.15285679  0.31348016  1.0224058   0.        ]",-0.654087,"[[ -5.18394343e+01   2.95164606e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.10079322e+02   1.66050515e+00   0.00000000e+00   0.00000000e+00]]",[-2.54008222  0.43004787],[-0.16545773 -0.34269768]
42,-0.100417963219,[-2.63583363  0.13356114],"[-1.29676117 -0.52525033  0.94799688 -0.28570507 -0.44188564 -0.92729757
 -1.87050654 -0.05618197  0.13806965  0.78968692  0.        ]",-0.633597,"[[ -5.40588840e+01   2.99183420e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.11859722e+02   2.35629671e+00   0.00000000e+00   0.00000000e+00]]",[-2.32396746  0.34303787],[-0.16545773 -0.34269768]
43,-0.124207180193,[-2.85856608  0.00540326],"[ 1.14106933 -0.52976159  0.39232011 -0.36641183 -0.44188517 -0.92729603
 -1.91803472 -0.36247174  0.07085361  1.05217332  0.        ]",-0.475327,"[[ -5.63135884e+01   3.01448545e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.13604833e+02   1.51854887e-01   0.00000000e+00   0.00000000e+00]]",[-2.53387928  0.30477783],[-0.16545773 -0.34269768]
44,-0.1274904489,[-1.07738524  0.99443804],"[-0.84131089 -0.52925713 -1.27059279 -0.35669092 -0.4418847  -0.92729449
 -1.96461456 -0.4203803   0.28403528  0.96472491  0.        ]",-0.831367,"[[ -5.86028454e+01   3.01176099e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.15315152e+02  -2.64929459e-01   0.00000000e+00   0.00000000e+00]]",[-2.4739728   0.46776143],[-0.16545773 -0.34269768]
45,-0.101515134715,[-3.04238459 -0.17253999],"[-0.65383556 -0.52849599  1.45021661 -0.34239702 -0.44188423 -0.92729294
 -2.01027058 -0.40346324  0.07970139  0.83410595  0.        ]",-0.521441,"[[ -6.09259685e+01   3.00775305e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.16991580e+02  -1.43176634e-01   0.00000000e+00   0.00000000e+00]]",[-2.40324211  0.34642541],[-0.16545773 -0.34269768]
46,-0.134250113317,[-3.10663412 -0.74133705],"[ 1.04143572 -0.52654482 -0.60136512 -0.30757996 -0.44188375 -0.9272914
 -2.05502171 -0.499149    0.15175397  1.11149078  0.        ]",-0.434375,"[[ -6.32822874e+01   2.99798118e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.18634812e+02  -8.31851927e-01   0.00000000e+00   0.00000000e+00]]",[-2.49595428  0.37790209],[-0.16545773 -0.34269768]
47,-0.110190868907,[-1.93846521  1.35497866],"[-1.51698023 -0.5155278  -0.39670677 -0.14433203 -0.44188328 -0.92728985
 -2.09887954 -0.9061042   0.26215199  0.7982019   0.        ]",-0.728131,"[[ -6.56711430e+01   2.95196216e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.20245275e+02  -3.76080589e+00   0.00000000e+00   0.00000000e+00]]",[-2.35026407  0.6424855 ],[-0.16545773 -0.34269768]
48,-0.116257652502,[-3.33810917  0.28928627],"[ 0.51788957 -0.50517837  1.31546184 -0.02156178 -0.44188281 -0.92728831
 -2.14186088 -0.34748412 -0.021945    1.01015108  0.        ]",-0.474514,"[[ -6.80918828e+01   2.91708930e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.21823586e+02   2.59698735e-01   0.00000000e+00   0.00000000e+00]]",[-2.4731617   0.33305666],[-0.16545773 -0.34269768]
49,-0.137851372456,[-2.66751357 -0.27967824],"[-0.00512742 -0.51028604 -1.42599646 -0.07950948 -0.44188234 -0.92728677
 -2.18400901 -0.19101223  0.31800587  1.04723772  0.        ]",-0.618987,"[[ -7.05438831e+01   2.93358123e+00  -5.06588339e-02  -1.06746507e-01]
 [ -1.23371334e+02   1.38585794e+00   0.00000000e+00   0.00000000e+00]]",[-2.51657629  0.42464948],[-0.16545773 -0.34269768]
