timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.159468256352,[-0.64715601  0.26660013],"[ 0.66460222 -0.60067754 -1.0592839   0.60813545  1.63355489  0.76951416
  0.28743855  3.12282764 -1.27103981 -0.44694533  0.        ]",-0.384519,"[[ -0.83354536   2.64409568   0.19048111   0.08865104]
 [ -6.79356102  25.03832075   0.           0.        ]]",[-0.5108965   0.56216109],[-0.06971408 -0.15115501]
11,-0.1983852581,[-1.63342202  1.27394489],"[ 0.48959831 -0.75170797 -1.20708772 -0.46640172  1.6335315   0.76950937
  0.16212958  1.09240301 -1.51062248 -0.58975952  0.        ]",-0.624648,"[[ -0.99377404   3.08474574   0.19048111   0.08865104]
 [ -9.22173842  10.25530261   0.           0.        ]]",[-0.48417291  0.62896979],[-0.06971408 -0.15115501]
12,-0.209790272055,[ 0.23068033  0.72413104],"[ 0.21584377 -0.75373715 -1.35774965 -0.60370633  1.6335081   0.76950459
 -0.03280109 -0.51719872 -1.57924575 -0.63580916  0.        ]",-0.888084,"[[ -1.21610908   3.13849756   0.19048111   0.08865104]
 [-12.99901967  -1.46388987   0.           0.        ]]",[-0.44568616  0.73662412],[-0.06971408 -0.15115501]
13,-0.20199782448,[-1.52677681  1.25844977],"[-0.11703327 -0.75217411 -1.4432785  -0.48442512  1.63348471  0.76949981
  0.02761071 -0.6577023  -1.52434036 -0.62701493  0.        ]",-0.828512,"[[ -1.46434451   3.09180967   0.19048111   0.08865104]
 [-11.82838941  -2.4868909    0.           0.        ]]",[-0.45710602  0.74684507],[-0.06971408 -0.15115501]
14,-0.196450779327,[-0.36827136 -0.46383705],"[-0.49398156 -0.74847509 -1.43066307 -0.3785908   1.63346132  0.76949503
 -0.16462715 -0.53764024 -1.47478843 -0.64821329  0.        ]",-0.889598,"[[ -1.73828731   3.05029703   0.19048111   0.08865104]
 [-15.55347188  -1.6127683    0.           0.        ]]",[-0.48438066  0.72958928],[-0.06971408 -0.15115501]
15,-0.193780939728,[ 0.28862552  2.3373393 ],"[-0.9138011  -0.74108025 -1.27384201 -0.25074756  1.63343793  0.76949024
 -0.22398559 -0.78552965 -1.43059552 -0.70598475  0.        ]",-0.927821,"[[ -2.06089744   2.99993311   0.19048111   0.08865104]
 [-16.70369758  -3.41762125   0.           0.        ]]",[-0.49712396  0.74119508],[-0.06971408 -0.15115501]
16,-0.196743053991,[ 1.11270066  2.17475278],"[-1.26338474 -0.73560568 -0.98304315 -0.18018125  1.63341454  0.76948546
 -0.14793565 -0.23240591 -1.42358233 -0.77156568  0.        ]",-0.957134,"[[ -2.38018583   2.97198623   0.19048111   0.08865104]
 [-15.23006994   0.60951255   0.           0.        ]]",[-0.55028421  0.68176115],[-0.06971408 -0.15115501]
17,-0.2008432543,[-0.4542847   1.70196044],"[-1.47593907 -0.74278835 -0.66418894 -0.27601624  1.63339115  0.76948068
  0.07195192 -0.07058269 -1.44778782 -0.7884247   0.        ]",-0.902297,"[[ -2.64203659   3.00991296   0.19048111   0.08865104]
 [-10.96926358   1.7876962    0.           0.        ]]",[-0.57607931  0.65777677],[-0.06971408 -0.15115501]
18,-0.203762948818,[-0.76413455  2.17995255],"[-1.59672391 -0.74461297 -0.33491112 -0.30526295  1.63336776  0.76947589
 -0.00966926 -0.33062998 -1.46885985 -0.79240354  0.        ]",-0.902337,"[[ -2.87729066   3.0214473    0.19048111   0.08865104]
 [-12.55084649  -0.10563212   0.           0.        ]]",[-0.58507007  0.65658706],[-0.06971408 -0.15115501]
19,-0.208500324965,[ 0.52422331 -0.24461292],"[-1.6445072  -0.74377269  0.08207046 -0.29156059  1.63334437  0.76947111
 -0.15298141 -0.36005393 -1.4921026  -0.82173484  0.        ]",-0.955981,"[[ -3.15616995   3.0160462    0.19048111   0.08865104]
 [-15.32782186  -0.31986898   0.           0.        ]]",[-0.60022473  0.64449835],[-0.06971408 -0.15115501]
20,-0.214585003287,[-0.66994134  2.1563979 ],"[-1.58406529 -0.74106871  0.50285684 -0.25089671  1.63332098  0.76946633
 -0.03020862 -0.49221665 -1.52628587 -0.85033474  0.        ]",-0.91247,"[[ -3.43885752   2.99999427   0.19048111   0.08865104]
 [-12.9488614   -1.2821126    0.           0.        ]]",[-0.61106992  0.63954586],[-0.06971408 -0.15115501]
21,-0.219555773915,[ 1.83267192  2.01351862],"[-1.41856562 -0.74195743  0.8889052  -0.263814    1.6332976   0.76946155
 -0.15386373 -0.19814139 -1.56271118 -0.85608889  0.        ]",-1.00502,"[[ -3.72187475   3.00509766   0.19048111   0.08865104]
 [-15.34492351   0.85892477   0.           0.        ]]",[-0.62400246  0.61980999],[-0.06971408 -0.15115501]
22,-0.221541228016,[-0.17559757 -0.79677497],"[-1.18084751 -0.74296207  1.19023225 -0.2790228   1.63327421  0.76945676
  0.0661425  -0.31869895 -1.58543044 -0.84077553  0.        ]",-0.868375,"[[ -3.98600106   3.01110173   0.19048111   0.08865104]
 [-11.08190051  -0.01881282   0.           0.        ]]",[-0.62976205  0.61702484],[-0.06971408 -0.15115501]
23,-0.227516036094,[ 0.13570264  0.41735424],"[-0.92568404 -0.7370537   1.38678084 -0.19803888  1.63325083  0.76945198
  0.04157832 -0.75198984 -1.63267682 -0.83897679  0.        ]",-0.894885,"[[ -4.21241474   2.97907411   0.19048111   0.08865104]
 [-11.55787088  -3.1734394    0.           0.        ]]",[-0.6254909   0.62829852],[-0.06971408 -0.15115501]
24,-0.233850315946,[ 0.47124821  0.3265747 ],"[-0.6406434  -0.72626775  1.51439152 -0.08184206  1.63322745  0.7694472
  0.0811207  -0.51638513 -1.6899788  -0.81898968  0.        ]",-0.894647,"[[ -4.43588451   2.9328156    0.19048111   0.08865104]
 [-10.79166566  -1.45813057   0.           0.        ]]",[-0.62646806  0.62077349],[-0.06971408 -0.15115501]
25,-0.235602233006,[-0.08138407  0.99321012],"[-0.37612335 -0.72194618  1.56677374 -0.04215444  1.63320407  0.76944242
  0.18844025 -0.33480804 -1.7173274  -0.78416009  0.        ]",-0.83636,"[[-4.63085347  2.91691663  0.19048111  0.08865104]
 [-8.71216513 -0.13616729  0.          0.        ]]",[-0.62411976  0.61443436],[-0.06971408 -0.15115501]
26,-0.231933899386,[-0.86927633  0.0111633 ],"[-0.13374644 -0.73145022  1.56507123 -0.13411968  1.63318068  0.76943764
  0.18071793  0.20572124 -1.69929513 -0.75917474  0.        ]",-0.707777,"[[-4.80659786  2.95367764  0.19048111  0.08865104]
 [-8.86178267  3.79915406  0.          0.        ]]",[-0.61028647  0.59689707],[-0.06971408 -0.15115501]
27,-0.226936856337,[-0.13532307 -0.30124698],"[ 0.15000616 -0.74424398  1.5023364  -0.29978933  1.6331573   0.76943285
  0.0121408  -0.11997616 -1.66722436 -0.74456502  0.        ]",-0.723517,"[[ -5.01660602   3.0192917    0.19048111   0.08865104]
 [-12.12820529   1.42792444   0.           0.        ]]",[-0.59206808  0.59954858],[-0.06971408 -0.15115501]
28,-0.224987963571,[-0.69183136  1.43684317],"[ 0.45785638 -0.74494456  1.34898526 -0.31162725  1.63313393  0.76942807
 -0.00312397 -0.38599944 -1.66202483 -0.71954087  0.        ]",-0.695498,"[[ -5.26213798   3.02395704   0.19048111   0.08865104]
 [-12.4239811   -0.50885197   0.           0.        ]]",[-0.56325197  0.6112144 ],[-0.06971408 -0.15115501]
29,-0.22328595128,[-1.35020302 -0.75828974],"[ 0.74907108 -0.74355188  1.08772255 -0.28873705  1.63311055  0.76942329
 -0.13179619 -0.36644103 -1.66423684 -0.67826451  0.        ]",-0.604187,"[[ -5.53563269   3.0149351    0.19048111   0.08865104]
 [-14.91718039  -0.36647058   0.           0.        ]]",[-0.53036398  0.61988324],[-0.06971408 -0.15115501]
30,-0.218959838648,[-0.07123405  1.12111651],"[ 1.00148689 -0.7367099   0.66593558 -0.19418986  1.63308717  0.76941851
 -0.3208962  -0.77789682 -1.65650133 -0.60560321  0.        ]",-0.681432,"[[ -5.87073925   2.97755014   0.19048111   0.08865104]
 [-18.58124828  -3.362061     0.           0.        ]]",[-0.47238991  0.67176151],[-0.06971408 -0.15115501]
31,-0.210666437724,[-0.35599662 -0.16764723],"[ 1.11608083 -0.7307203   0.12292769 -0.12664243  1.6330638   0.76941373
 -0.31645564 -0.22491848 -1.61422572 -0.5455569   0.        ]",-0.611409,"[[ -6.24150099   2.95070195   0.19048111   0.08865104]
 [-18.49523364   0.66381907   0.           0.        ]]",[-0.4450005   0.66925532],[-0.06971408 -0.15115501]
32,-0.202812476444,[-1.02661392  1.27799485],"[ 1.03882101 -0.7322427  -0.44236968 -0.14291706  1.63304042  0.76940894
 -0.37030331 -0.31794711 -1.55993157 -0.53587492  0.        ]",-0.59747,"[[ -6.62187435e+00   2.95718290e+00   1.90481108e-01   8.86510404e-02]
 [ -1.95386218e+01  -1.34711867e-02   0.00000000e+00   0.00000000e+00]]",[-0.41309473  0.71023232],[-0.06971408 -0.15115501]
33,-0.198974939737,[-1.67474968 -0.57623541],"[ 0.73221658 -0.74040619 -0.98737826 -0.24240028  1.63301705  0.76940416
 -0.55467164  0.22589755 -1.52140492 -0.56908683  0.        ]",-0.585895,"[[ -7.04848941   2.99663917   0.19048111   0.08865104]
 [-23.1109985    3.94589718   0.           0.        ]]",[-0.44497019  0.68241048],[-0.06971408 -0.15115501]
34,-0.197047748516,[-0.6619276   1.75288055],"[ 0.15512573 -0.74570158 -1.38065195 -0.3253648   1.63299368  0.76939938
 -0.73540635 -0.32414162 -1.49328738 -0.6093916   0.        ]",-0.748953,"[[ -7.54584645   3.02936841   0.19048111   0.08865104]
 [-26.6129916   -0.05855781   0.           0.        ]]",[-0.44592303  0.7290827 ],[-0.06971408 -0.15115501]
35,-0.194145594901,[ 0.17440438  0.87752524],"[-0.59883636 -0.74465281 -1.4066448  -0.30719261  1.6329703   0.7693946
 -0.84346943 -0.37995993 -1.45065047 -0.66389115  0.        ]",-0.859125,"[[ -8.09911548   3.02221175   0.19048111   0.08865104]
 [-28.70692224  -0.4649422    0.           0.        ]]",[-0.4866578   0.71747929],[-0.06971408 -0.15115501]
36,-0.197232795874,[-0.8855487  -0.24070283],"[-1.26069823 -0.74334599 -0.98608736 -0.28596661  1.63294693  0.76938982
 -0.77849561 -0.36326378 -1.44133403 -0.74084234  0.        ]",-0.86534,"[[ -8.66062366   3.01384452   0.19048111   0.08865104]
 [-27.44809073  -0.34340193   0.           0.        ]]",[-0.54191476  0.68382883],[-0.06971408 -0.15115501]
37,-0.206170154915,[-1.64580098  0.85505318],"[-1.62094619 -0.74054038 -0.21881409 -0.24451186  1.63292356  0.76938504
 -0.93139976 -0.49332644 -1.47325268 -0.82172419  0.        ]",-0.848093,"[[ -9.23931211   2.99747617   0.19048111   0.08865104]
 [-30.41087288  -1.29030362   0.           0.        ]]",[-0.57495075  0.66115373],[-0.06971408 -0.15115501]
38,-0.216658024812,[-1.63039583  0.76054446],"[-1.50324055 -0.74201729  0.72629453 -0.26580271  1.6329002   0.76938026
 -1.10465523 -0.11348943 -1.54276418 -0.8492352   0.        ]",-0.77307,"[[ -9.88121251   3.00588802   0.19048111   0.08865104]
 [-33.76803171   1.47498042   0.           0.        ]]",[-0.60968554  0.617208  ],[-0.06971408 -0.15115501]
39,-0.224246806963,[-0.80818702 -0.8129985 ],"[-0.80901856 -0.74366747  1.44886789 -0.291286    1.63287683  0.76937548
 -1.2744869  -0.32294756 -1.61490871 -0.82108302  0.        ]",-0.717552,"[[-10.58959199   3.01594356   0.19048111   0.08865104]
 [-37.05892165  -0.04991978   0.           0.        ]]",[-0.60444593  0.60703582],[-0.06971408 -0.15115501]
40,-0.228526803994,[-0.76891792  0.46797186],"[ 0.22274856 -0.73770011  1.47485651 -0.20703732  1.63285346  0.7693707
 -1.40175595 -0.76512216 -1.68598222 -0.72570085  0.        ]",-0.663089,"[[-11.35551563   2.98264714   0.19048111   0.08865104]
 [-39.525191    -3.2690476    0.           0.        ]]",[-0.56517398  0.62322485],[-0.06971408 -0.15115501]
41,-0.218121753103,[-0.93188504  0.96258694],"[ 1.0095438  -0.72714603  0.64539698 -0.09101869  1.6328301   0.76936592
 -1.51846181 -0.50189934 -1.66150042 -0.56834723  0.        ]",-0.57329,"[[-12.1687114    2.93649362   0.19048111   0.08865104]
 [-41.78686283  -1.35276935   0.           0.        ]]",[-0.48077762  0.65845269],[-0.06971408 -0.15115501]
42,-0.19934929102,[-0.41626749  0.39451811],"[ 0.96955079 -0.73000237 -0.62041087 -0.11967492  1.63280673  0.76936114
 -1.6661576   0.02507879 -1.53631195 -0.52977782  0.        ]",-0.542563,"[[-13.03316598   2.94793088   0.19048111   0.08865104]
 [-44.649106     2.48368896   0.           0.        ]]",[-0.42354804  0.69588667],[-0.06971408 -0.15115501]
43,-0.194336114806,[-0.23574981  0.41040163],"[ 0.01521874 -0.74314119 -1.42069516 -0.2832359   1.63278337  0.76935635
 -1.70558183  0.1176543  -1.47048313 -0.61585912  0.        ]",-0.692823,"[[-13.93381715   3.01276912   0.19048111   0.08865104]
 [-45.41350295   3.15764944   0.           0.        ]]",[-0.46061289  0.69088131],[-0.06971408 -0.15115501]
44,-0.196797924691,[ 0.37015873  1.18318869],"[-1.15885286 -0.74615703 -1.09117831 -0.33448609  1.63276001  0.76935157
 -1.70733982 -0.34343248 -1.44967246 -0.71413455  0.        ]",-0.857913,"[[-14.84243473   3.03296132   0.19048111   0.08865104]
 [-45.44807203  -0.1990969    0.           0.        ]]",[-0.51715076  0.68532187],[-0.06971408 -0.15115501]
45,-0.208057385613,[-0.82764311  1.04839564],"[-1.64433219 -0.74484873  0.08974224 -0.31127146  1.63273664  0.76934679
 -1.58524844 -0.38902122 -1.49120707 -0.8150999   0.        ]",-0.836589,"[[-15.7276646    3.02382175   0.19048111   0.08865104]
 [-43.08278757  -0.53099692   0.           0.        ]]",[-0.58211392  0.64130473],[-0.06971408 -0.15115501]
46,-0.221907383826,[ 0.01930096  0.37177073],"[-1.11589536 -0.74343425  1.2494981  -0.28805901  1.63271328  0.76934201
 -1.71031962 -0.36608642 -1.58959236 -0.83669837  0.        ]",-0.808012,"[[-16.61364079   3.01467313   0.19048111   0.08865104]
 [-45.50675337  -0.36404326   0.           0.        ]]",[-0.59552008  0.61306542],[-0.06971408 -0.15115501]
47,-0.227152254796,[-1.95412192  1.00919969],"[ 0.05819185 -0.74242043  1.53010083 -0.27243106  1.63268992  0.76933723
 -1.65985803 -0.34934694 -1.66498926 -0.75334495  0.        ]",-0.564553,"[[-17.51397017   3.00850793   0.19048111   0.08865104]
 [-44.52944182  -0.2421914    0.           0.        ]]",[-0.57113683  0.60409546],[-0.06971408 -0.15115501]
48,-0.219282067844,[-1.63299201  0.58627072],"[ 1.00058406 -0.74191256  0.66825024 -0.26490385  1.63266657  0.76933245
 -1.81866344 -0.32747956 -1.65075515 -0.62953326  0.        ]",-0.514914,"[[-18.43543905   3.00553689   0.19048111   0.08865104]
 [-47.6071923   -0.08300818   0.           0.        ]]",[-0.48100883  0.64287812],[-0.06971408 -0.15115501]
49,-0.20279923513,[ 1.23215707  1.61322376],"[ 0.90024736 -0.74165746 -0.75370483 -0.26121734  1.63264321  0.76932767
 -1.97431637 -0.32413192 -1.54904241 -0.56947653  0.        ]",-0.678314,"[[-19.41785175   3.00408158   0.19048111   0.08865104]
 [-50.62402344  -0.05864783   0.           0.        ]]",[-0.39322421  0.72924936],[-0.06971408 -0.15115501]
