timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
11,-0.0712091827129,[-0.65827482  0.83682628],"[ 0.88442721 -0.59005587 -0.83630456 -0.35665637 -0.24645682  0.70562166
  0.42855779  1.56332708 -0.01926282 -0.5565392   0.        ]",-0.213235,"[[ -0.6361877    3.01913077  -0.026696     0.08202829]
 [-16.38746539  13.96105266   0.           0.        ]]",[-0.97247088  0.49377787],[-0.16741462 -0.24482188]
12,-0.0761135014364,[-0.37671685  1.07849443],"[ 0.53526285 -0.59992761 -1.19556543 -0.66923661 -0.24645638  0.70561988
  0.354435   -0.40119625 -0.05120398 -0.61544123  0.        ]",-0.210697,"[[ -0.9868407    3.11726975  -0.026696     0.08202829]
 [-18.67003461  -0.26791422   0.           0.        ]]",[-1.01547706  0.68310928],[-0.16741462 -0.24482188]
13,-0.0775175514338,[-0.73283799  0.40930358],"[ 0.04768322 -0.59815571 -1.41384718 -0.56708182 -0.24645594  0.7056181
  0.31799937 -0.65081359  0.0049851  -0.60330867  0.        ]",-0.212808,"[[ -1.37149926   3.0852692   -0.026696     0.08202829]
 [-19.79203987  -2.07589105   0.           0.        ]]",[-1.07351327  0.77837479],[-0.16741462 -0.24482188]
14,-0.084444047037,[-0.99986583 -0.78304677],"[-0.52895965 -0.59430798 -1.40682966 -0.44795602 -0.2464555   0.70561632
  0.23650219 -0.57621481  0.06354361 -0.63612741  0.        ]",-0.210407,"[[ -1.79252039   3.04787683  -0.026696     0.08202829]
 [-22.30170171  -1.53558582   0.           0.        ]]",[-1.1068877   0.80553007],[-0.16741462 -0.24482188]
15,-0.0975490194116,[-0.37585452  0.43337567],"[-1.11766383 -0.58382489 -1.08871526 -0.25295278 -0.24645506  0.70561454
  0.12228332 -1.00015549  0.11012612 -0.73446497  0.        ]",-0.312438,"[[ -2.27384506   2.98635719  -0.026696     0.08202829]
 [-25.8190166   -4.60618422   0.           0.        ]]",[-0.98341906  0.99670249],[-0.16741462 -0.24482188]
16,-0.111331452208,[-1.04286026  0.5666953 ],"[-1.52566661 -0.5644238  -0.44857438 -0.02093949 -0.24645462  0.70561276
  0.09056516 -0.75073     0.08494209 -0.87925899  0.        ]",-0.313041,"[[ -2.80002532e+00   2.91235973e+00  -2.66959982e-02   8.20282927e-02]
 [ -2.67957576e+01  -2.79962635e+00   0.00000000e+00   0.00000000e+00]]",[-0.99468905  0.94881457],[-0.16741462 -0.24482188]
17,-0.114280711626,[-1.27713853  0.1950898 ],"[-1.56942776 -0.55342854  0.39174478  0.08111465 -0.24645418  0.70561098
 -0.0207732  -0.43341274 -0.02636437 -0.94838209  0.        ]",-0.286085,"[[ -3.37034060e+00   2.87942732e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.02243645e+01  -5.01326645e-01   0.00000000e+00   0.00000000e+00]]",[-1.0844152   0.82616299],[-0.16741462 -0.24482188]
18,-0.105704730447,[-0.05285325  2.07792629],"[-1.11847699 -0.55264549  1.19298878  0.0878671  -0.24645374  0.7056092
 -0.12991225 -0.32556644 -0.15247304 -0.89774602  0.        ]",-0.427809,"[[ -4.00854860e+00   2.87723841e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.35852452e+01   2.79790891e-01   0.00000000e+00   0.00000000e+00]]",[-1.11122406  0.72020334],[-0.16741462 -0.24482188]
19,-0.0903229540743,[ 0.07962901  0.47218455],"[-0.27612617 -0.56751228  1.54747094 -0.05250998 -0.2464533   0.70560742
 -0.11511694  0.22019205 -0.19356309 -0.76780353  0.        ]",-0.341314,"[[ -4.67568189e+00   2.92249436e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.31296390e+01   4.23267170e+00   0.00000000e+00   0.00000000e+00]]",[-1.09629488  0.55078238],[-0.16741462 -0.24482188]
20,-0.0829096720439,[-1.19018379 -0.50202084],"[ 0.57193664 -0.59101407  1.27338415 -0.37545469 -0.24645286  0.70560564
 -0.08358768  0.29444869 -0.137172   -0.69810882  0.        ]",-0.193542,"[[ -5.32853272e+00   3.02505755e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.21587212e+01   4.77050875e+00   0.00000000e+00   0.00000000e+00]]",[-0.95225453  0.53958178],[-0.16741462 -0.24482188]
21,-0.0769895826885,[ 0.60652406  1.0689909 ],"[ 1.1013616  -0.59492041  0.4632457  -0.46376401 -0.24645242  0.70560386
 -0.19149515 -0.43681766 -0.10867852 -0.64077263  0.        ]",-0.422425,"[[ -6.00504819e+00   3.05284470e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.54816627e+01  -5.25975240e-01   0.00000000e+00   0.00000000e+00]]",[-0.82429451  0.64577353],[-0.16741462 -0.24482188]
22,-0.0713910746994,[-0.00866206  0.4422829 ],"[ 1.04527153 -0.59268134 -0.53053899 -0.41031559 -0.24645198  0.70560208
 -0.09070238 -0.48787908 -0.05345499 -0.57349127  0.        ]",-0.234129,"[[ -6.68353985e+00   3.03603683e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.23778332e+01  -8.95814061e-01   0.00000000e+00   0.00000000e+00]]",[-0.87015712  0.68589163],[-0.16741462 -0.24482188]
23,-0.075265268503,[-0.40365499  0.47442601],"[ 0.47085735 -0.59024927 -1.23899676 -0.36062497 -0.24645154  0.7056003
 -0.07100022 -0.45107814  0.02559698 -0.57043173  0.        ]",-0.203389,"[[ -7.32500922e+00   3.02038388e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.17711253e+01  -6.29276372e-01   0.00000000e+00   0.00000000e+00]]",[-1.06617856  0.70460337],[-0.16741462 -0.24482188]
24,-0.0856846522541,[-1.17402163  0.95557307],"[-0.38544353 -0.58860726 -1.43336538 -0.33046611 -0.2464511   0.70559852
 -0.10247368 -0.41109694  0.08646105 -0.63344279  0.        ]",-0.214652,"[[ -7.97015603e+00   3.01086934e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.27403280e+01  -3.39704188e-01   0.00000000e+00   0.00000000e+00]]",[-1.13711953  0.75742316],[-0.16741462 -0.24482188]
25,-0.0967675561672,[ 0.26793656  0.0363878 ],"[-1.21939365 -0.58781312 -0.98521046 -0.31666149 -0.24645065  0.70559674
 -0.20999828 -0.38209749  0.09700953 -0.73494205  0.        ]",-0.351572,"[[ -8.65818422e+00   3.00651043e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.60514586e+01  -1.29671043e-01   0.00000000e+00   0.00000000e+00]]",[-1.10033286  0.78922021],[-0.16741462 -0.24482188]
26,-0.10323208819,[-1.93064981  1.34052245],"[-1.60259947 -0.58731936 -0.04221481 -0.3083094  -0.24645021  0.70559496
 -0.15237203 -0.38032456  0.04762426 -0.8217593   0.        ]",-0.179962,"[[ -9.36140890e+00   3.00387202e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.42769232e+01  -1.16835296e-01   0.00000000e+00   0.00000000e+00]]",[-1.08617496  0.77413899],[-0.16741462 -0.24482188]
27,-0.102507553565,[-0.78527171  0.68631579],"[-1.3197211  -0.58716253  0.96390142 -0.30570498 -0.24644977  0.70559318
 -0.25890937 -0.3638977  -0.03916079 -0.84762738  0.        ]",-0.250758,"[[ -1.00798639e+01   3.00304922e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.75576444e+01   2.13652973e-03   0.00000000e+00   0.00000000e+00]]",[-1.13022816  0.70947278],[-0.16741462 -0.24482188]
28,-0.0939089214031,[-0.98583314  2.43228046],"[-0.41915724 -0.58714881  1.53366741 -0.30549767 -0.24644933  0.70559141
 -0.33572945 -0.36496431 -0.12282067 -0.79147982  0.        ]",-0.387552,"[[ -1.08547517e+01   3.00298388e+00  -2.66959982e-02   8.20282927e-02]
 [ -3.99232546e+01  -5.59379278e-03   0.00000000e+00   0.00000000e+00]]",[-1.06091881  0.63466918],[-0.16741462 -0.24482188]
29,-0.079832622809,[-0.20941507  1.53551171],"[ 0.65166738 -0.58719068  1.20733392 -0.30621849 -0.24644889  0.70558963
 -0.43681558 -0.36162666 -0.14880376 -0.67309463  0.        ]",-0.405418,"[[ -1.16844491e+01   3.00321185e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.30361142e+01   1.85751718e-02   0.00000000e+00   0.00000000e+00]]",[-0.90524608  0.61191517],[-0.16741462 -0.24482188]
30,-0.0693123016541,[-0.28353772  1.45171033],"[ 1.15408082 -0.58725452  0.08456046 -0.30730865 -0.24644845  0.70558785
 -0.43607344 -0.36219735 -0.09032866 -0.56786779  0.        ]",-0.348421,"[[ -1.25449424e+01   3.00355651e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.30132880e+01   1.44367984e-02   0.00000000e+00   0.00000000e+00]]",[-0.86241871  0.63890845],[-0.16741462 -0.24482188]
31,-0.0726999449673,[-0.58787118  0.48717374],"[ 0.69393164 -0.58729526 -1.06300396 -0.3080136  -0.24644801  0.70558607
 -0.44487622 -0.36306954  0.01455112 -0.55228256  0.        ]",-0.182355,"[[ -1.34079282e+01   3.00377944e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.32843864e+01   8.11472205e-03   0.00000000e+00   0.00000000e+00]]",[-1.0425899   0.66853809],[-0.16741462 -0.24482188]
32,-0.086866445018,[-0.25438596  0.61456303],"[-0.433339   -0.58721341 -1.42637949 -0.30666357 -0.24644757  0.70558429
 -0.49263411 -0.36882307  0.09391544 -0.6400821   0.        ]",-0.271954,"[[ -1.42883717e+01   3.00335303e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.47550622e+01  -3.35618872e-02   0.00000000e+00   0.00000000e+00]]",[-1.13621664  0.75112271],[-0.16741462 -0.24482188]
33,-0.100002285226,[-0.73877892 -0.67386767],"[-1.42072142 -0.58712043 -0.69504426 -0.30513236 -0.24644713  0.70558251
 -0.49656875 -0.36646342  0.08684561 -0.77178234  0.        ]",-0.248858,"[[ -1.51846889e+01   3.00286933e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.48762566e+01  -1.64765858e-02   0.00000000e+00   0.00000000e+00]]",[-1.08348346  0.78809619],[-0.16741462 -0.24482188]
34,-0.105708350971,[-1.68989579  2.43967231],"[-1.4992699  -0.5814745   0.62774167 -0.21951414 -0.24644669  0.70558073
 -0.56270704 -0.73501577 -0.01742198 -0.86939455  0.        ]",-0.247139,"[[ -1.61026490e+01   2.97575798e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.69129351e+01  -2.68582310e+00   0.00000000e+00   0.00000000e+00]]",[-1.05919838  0.84759879],[-0.16741462 -0.24482188]
35,-0.0945768783562,[-0.4282505   2.30177507],"[-0.50968068 -0.57829748  1.51639939 -0.17710305 -0.24644625  0.70557895
 -0.66111396 -0.18124487 -0.14952729 -0.80104849  0.        ]",-0.440332,"[[ -1.70713118e+01   2.96228398e+00  -2.66959982e-02   8.20282927e-02]
 [ -4.99432903e+01   1.32499596e+00   0.00000000e+00   0.00000000e+00]]",[-1.12113237  0.60161203],[-0.16741462 -0.24482188]
36,-0.0774371113202,[-0.31412849  1.20837862],"[ 0.76295746 -0.58889215  1.09635059 -0.3358208  -0.24644581  0.70557717
 -0.68407155 -0.07035289 -0.1486661  -0.65225881  0.        ]",-0.390567,"[[ -1.80772704e+01   3.01256128e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.06502892e+01   2.12815607e+00   0.00000000e+00   0.00000000e+00]]",[-0.93127275  0.56727242],[-0.16741462 -0.24482188]
37,-0.0706834844111,[-0.423518   -0.24456395],"[ 1.11381497 -0.59112361 -0.30764849 -0.37808255 -0.24644537  0.70557539
 -0.6919015  -0.38540169 -0.06657214 -0.57208294  0.        ]",-0.199291,"[[ -1.90926964e+01   3.02588834e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.08914543e+01  -1.53659798e-01   0.00000000e+00   0.00000000e+00]]",[-0.89798868  0.6454277 ],[-0.16741462 -0.24482188]
38,-0.0786284090784,[-1.0783611  -0.16119059],"[ 0.1864     -0.58896993 -1.37525292 -0.33726551 -0.24644493  0.70557361
 -0.71363698 -0.51954824  0.05374336 -0.58555982  0.        ]",-0.146221,"[[ -2.01172416e+01   3.01301767e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.15608227e+01  -1.12525247e+00   0.00000000e+00   0.00000000e+00]]",[-1.10844707  0.7592212 ],[-0.16741462 -0.24482188]
39,-0.0985417036377,[ 0.08497698  1.99217714],"[-1.17369694 -0.58335704 -1.03429324 -0.2464943  -0.24644449  0.70557183
 -0.80906061 -0.60485006  0.10921036 -0.74464326  0.        ]",-0.376615,"[[ -2.11779410e+01   2.98431467e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.44993215e+01  -1.74307821e+00   0.00000000e+00   0.00000000e+00]]",[-1.05497909  0.86702955],[-0.16741462 -0.24482188]
40,-0.105008575226,[-1.88790055  0.10111311],"[-1.55805876 -0.5844538   0.44082097 -0.26288673 -0.24644405  0.70557005
 -0.76309135 -0.05365408  0.00594766 -0.85503077  0.        ]",-0.152216,"[[ -2.22537249e+01   2.98950731e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.30838295e+01   2.24906486e+00   0.00000000e+00   0.00000000e+00]]",[-1.12327051  0.68711329],[-0.16741462 -0.24482188]
41,-0.0951177744876,[-1.46470552  0.54689539],"[-0.5230474  -0.58874326  1.51327033 -0.33327413 -0.24644361  0.70556827
 -0.85754322 -0.33701252 -0.10880204 -0.79950263  0.        ]",-0.250222,"[[ -2.33445845e+01   3.01175836e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.59924086e+01   1.96785352e-01   0.00000000e+00   0.00000000e+00]]",[-1.10761261  0.62849271],[-0.16741462 -0.24482188]
42,-0.0767084739953,[-1.25094503 -0.81906232],"[ 0.88156772 -0.58854628  0.94553311 -0.32980046 -0.24644317  0.70556649
 -0.95011997 -0.3883598  -0.13748281 -0.64413956  0.        ]",-0.199759,"[[ -2.44930363e+01   3.01066207e+00  -2.66959982e-02   8.20282927e-02]
 [ -5.88432611e+01  -1.75111593e-01   0.00000000e+00   0.00000000e+00]]",[-0.89972144  0.61518455],[-0.16741462 -0.24482188]
43,-0.0686385014409,[-0.2863784   0.07824185],"[ 0.93981053 -0.58120666 -0.74870336 -0.21596196 -0.24644273  0.70556471
 -1.04086277 -0.83599102 -0.00461547 -0.52444817  0.        ]",-0.217497,"[[ -2.56979392e+01   2.97463250e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.16376583e+01  -3.41716987e+00   0.00000000e+00   0.00000000e+00]]",[-0.90000653  0.80610716],[-0.16741462 -0.24482188]
44,-0.0965725485006,[-1.32794432  1.88603502],"[-0.53506564 -0.56366089 -1.40530957 -0.01371576 -0.24644229  0.70556293
 -1.03804306 -0.78432317  0.1648264  -0.68615747  0.        ]",-0.23585,"[[ -2.69298224e+01   2.91004528e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.15509415e+01  -3.04297280e+00   0.00000000e+00   0.00000000e+00]]",[-1.03247178  0.93204975],[-0.16741462 -0.24482188]
45,-0.114469030379,[ 0.48999143  1.73670018],"[-1.60025339 -0.55689838 -0.07597673  0.05009265 -0.24644185  0.70556115
 -1.1270344  -0.22989863  0.04013197 -0.92761907  0.        ]",-0.489054,"[[ -2.81883365e+01   2.88947584e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.42914260e+01   9.72528344e-01   0.00000000e+00   0.00000000e+00]]",[-1.05357313  0.80295813],[-0.16741462 -0.24482188]
46,-0.0981815926849,[-1.43708508  0.12079342],"[-0.76688191 -0.57475975  1.42850863 -0.13357015 -0.24644141  0.70555937
 -1.02270523  0.31363001 -0.14090605 -0.83122107  0.        ]",-0.247164,"[[ -2.94419319e+01   2.94842115e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.10788762e+01   4.90911518e+00   0.00000000e+00   0.00000000e+00]]",[-1.16064489  0.55548406],[-0.16741462 -0.24482188]
47,-0.0789513410137,[-1.80936628  1.56637443],"[ 0.80753687 -0.59256393  1.04432686 -0.40845385 -0.24644097  0.70555759
 -1.11202564 -0.11545636 -0.13648649 -0.6634954   0.        ]",-0.328392,"[[ -3.06911070e+01   3.03545311e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.38294918e+01   1.80140007e+00   0.00000000e+00   0.00000000e+00]]",[-0.95825183  0.55136287],[-0.16741462 -0.24482188]
48,-0.0720597295019,[-0.66743652  0.82886708],"[ 0.92964032 -0.59325339 -0.76583583 -0.42390303 -0.24644053  0.70555582
 -1.1995657  -0.44337875 -0.03724207 -0.57275669  0.        ]",-0.205003,"[[ -3.19947454e+01   3.04031470e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.65253080e+01  -5.73622852e-01   0.00000000e+00   0.00000000e+00]]",[-0.96707082  0.67835748],[-0.16741462 -0.24482188]
49,-0.0881815423072,[-1.63098128  0.1276435 ],"[-0.70100109 -0.59117283 -1.35180992 -0.37938053 -0.24644009  0.70555404
 -1.24260748 -0.45790985  0.08469878 -0.65913052  0.        ]",-0.145186,"[[ -3.33385515e+01   3.02629832e+00  -2.66959982e-02   8.20282927e-02]
 [ -6.78508800e+01  -6.78872697e-01   0.00000000e+00   0.00000000e+00]]",[-1.09345245  0.78814423],[-0.16741462 -0.24482188]
