timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
16,-0.105271689768,[-2.89934089  0.84639556],"[-1.4040134  -0.55439741 -0.69942491 -0.41565813  0.58047033 -0.84239313
 -0.40682915 -0.69068767 -0.60593584  0.80345655  0.        ]",-0.446541,"[[ -8.89893124   3.03185102   0.06748417  -0.09647844]
 [-51.4637505   -2.26537975   0.           0.        ]]",[-1.76594388  0.69938767],[-0.19310825 -0.30715632]
17,-0.103879587936,[-0.93803489  1.00179862],"[-1.39907651 -0.55024259  0.80716354 -0.33336774  0.58046942 -0.84239143
 -0.49202299 -0.44940602 -0.7071323   0.70228943  0.        ]",-0.598527,"[[ -9.95770742   3.00769839   0.06748417  -0.09647844]
 [-54.40409903  -0.52507836   0.           0.        ]]",[-1.73968506  0.61700785],[-0.19310825 -0.30715632]
18,-0.121741447982,[-3.19741015  1.20586114],"[-0.10579724 -0.54931281  1.53658801 -0.31694205  0.5804685  -0.84238973
 -0.56842476 -0.38612021 -0.82494699  0.78579544  0.        ]",-0.460589,"[[-11.07224627   3.0028685    0.06748417  -0.09647844]
 [-57.04100746  -0.06861737   0.           0.        ]]",[-2.00918102  0.51069015],[-0.19310825 -0.30715632]
19,-0.134944431086,[-2.08199715  0.65561368],"[ 1.09532093 -0.54927208  0.52547767 -0.31624939  0.58046759 -0.84238803
 -0.65042328 -0.37375387 -0.80644489  0.9551973   0.        ]",-0.510888,"[[ -1.22414615e+01   3.00266487e+00   6.74841718e-02  -9.64784399e-02]
 [ -5.98710829e+01   2.05742732e-02   0.00000000e+00   0.00000000e+00]]",[-2.0558567   0.49116054],[-0.19310825 -0.30715632]
20,-0.128416599646,[-1.81955069  0.48201434],"[ 0.64533478 -0.54929843 -1.11947598 -0.31672083  0.58046667 -0.84238633
 -0.7307985  -0.37671661 -0.66257492  0.9979074   0.        ]",-0.564158,"[[ -1.34667161e+01   3.00280367e+00   6.74841718e-02  -9.64784399e-02]
 [ -6.26451390e+01  -7.98877117e-04   0.00000000e+00   0.00000000e+00]]",[-2.02529716  0.56215751],[-0.19310825 -0.30715632]
21,-0.107362906187,[-1.05406384  0.73927113],"[-1.00103385 -0.54925078 -1.17355864 -0.31590853  0.58046575 -0.84238464
 -0.80958228 -0.3788375  -0.58043991  0.84140422  0.        ]",-0.59698,"[[ -1.47469009e+01   3.00256485e+00   6.74841718e-02  -9.64784399e-02]
 [ -6.53642768e+01  -1.60999401e-02   0.00000000e+00   0.00000000e+00]]",[-1.78085005  0.6297183 ],[-0.19310825 -0.30715632]
22,-0.102140956703,[-1.7052161  1.6924542],"[-1.49549794 -0.54924702  0.59283874 -0.31585759  0.58046484 -0.84238294
 -0.88680611 -0.37562038 -0.68884698  0.70073404  0.        ]",-0.556512,"[[ -1.60809283e+01   3.00254999e+00   6.74841718e-02  -9.64784399e-02]
 [ -6.80295846e+01   7.10059645e-03   0.00000000e+00   0.00000000e+00]]",[-1.64329982  0.61785102],[-0.19310825 -0.30715632]
23,-0.123574559451,[-1.97244162  1.33235886],"[ 0.04760975 -0.54933149  1.51441342 -0.31733796  0.58046392 -0.84238124
 -0.96250091 -0.37292877 -0.8303418   0.8017109   0.        ]",-0.556672,"[[ -1.74677325e+01   3.00298556e+00   6.74841718e-02  -9.64784399e-02]
 [ -7.06421309e+01   2.65108039e-02   0.00000000e+00   0.00000000e+00]]",[-1.95528865  0.50344902],[-0.19310825 -0.30715632]
24,-0.135197323144,[-3.09557639 -0.67792146],"[ 1.16524902 -0.5494209  -0.03524694 -0.31890921  0.58046301 -0.84237954
 -1.03669687 -0.37403123 -0.76805237  0.99062214  0.        ]",-0.324311,"[[ -1.89062688e+01   3.00344784e+00   6.74841718e-02  -9.64784399e-02]
 [ -7.32029594e+01   1.85554541e-02   0.00000000e+00   0.00000000e+00]]",[-1.97709143  0.50246561],[-0.19310825 -0.30715632]
25,-0.116545520222,[-1.28654764  1.51936238],"[-0.17716964 -0.54374023 -1.44189628 -0.22864906  0.58046209 -0.84237784
 -1.109423   -0.7467458  -0.57892213  0.93214055  0.        ]",-0.629659,"[[ -2.03955133e+01   2.97684793e+00   6.74841718e-02  -9.64784399e-02]
 [ -7.57130725e+01  -2.66973271e+00   0.00000000e+00   0.00000000e+00]]",[-1.86144555  0.67930758],[-0.19310825 -0.30715632]
26,-0.0968844304938,[-2.98556704 -0.74061676],"[-1.5880783  -0.54055829 -0.03521053 -0.18406233  0.58046118 -0.84237614
 -1.18070221 -0.19108744 -0.64075898  0.68744686  0.        ]",-0.264387,"[[ -2.19344578e+01   2.96366582e+00   6.74841718e-02  -9.64784399e-02]
 [ -7.81732627e+01   1.33806033e+00   0.00000000e+00   0.00000000e+00]]",[-1.5522995   0.61680341],[-0.19310825 -0.30715632]
27,-0.123336285236,[-0.39680015 -0.38137921],"[-0.26630772 -0.53980587  1.53978501 -0.17401173  0.58046026 -0.84237444
 -1.25057987 -0.60201106 -0.851058    0.77492514  0.        ]",-0.509979,"[[ -2.35221224e+01   2.96069016e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.05850980e+01  -1.62581032e+00   0.00000000e+00   0.00000000e+00]]",[-1.85292816  0.59021413],[-0.19310825 -0.30715632]
28,-0.142476256202,[-0.42577182  1.95020363],"[ 1.16746748 -0.5261755   0.04805483 -0.01471622  0.58045934 -0.84237274
 -1.24986527 -0.8076978  -0.76108035  1.07183643  0.        ]",-0.810581,"[[ -2.51335787e+01   2.91329106e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.05605651e+01  -3.10937476e+00   0.00000000e+00   0.00000000e+00]]",[-1.96985352  0.59786975],[-0.19310825 -0.30715632]
29,-0.109465723307,[-1.20822305  0.25248047],"[-0.26953096 -0.51882587 -1.44103039  0.05834847  0.58045843 -0.84237104
 -1.25248658 -0.25113766 -0.50830736  0.90115074  0.        ]",-0.512384,"[[ -2.67456979e+01   2.89138126e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.06511662e+01   9.04912679e-01   0.00000000e+00   0.00000000e+00]]",[-1.83255613  0.62414712],[-0.19310825 -0.30715632]
30,-0.0952552246611,[-1.16099721  0.62091025],"[-1.58224334 -0.52806147  0.21023382 -0.03468801  0.58045751 -0.84236934
 -1.32094446 -0.115976   -0.67521969  0.63548274  0.        ]",-0.406138,"[[ -2.83824283e+01   2.91926010e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.30140216e+01   1.87978830e+00   0.00000000e+00   0.00000000e+00]]",[-1.51988721  0.62235111],[-0.19310825 -0.30715632]
31,-0.126256036203,[-2.31632278 -0.48418908],"[ 0.09060284 -0.5447068   1.50474666 -0.24300727  0.5804566  -0.84236764
 -1.3880505   0.21889118 -0.84804147  0.81399398  0.        ]",-0.385481,"[[ -3.00659477e+01   2.98108663e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.53302405e+01   4.29507431e+00   0.00000000e+00   0.00000000e+00]]",[-1.91176653  0.44259006],[-0.19310825 -0.30715632]
32,-0.132734556307,[-0.11277988  0.60015754],"[ 1.06940992 -0.55261072 -0.50316266 -0.37848199  0.58045568 -0.84236594
 -1.45382927 -0.33808176 -0.73634804  0.98972006  0.        ]",-0.659477,"[[ -3.17953336e+01   3.02094905e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.76006726e+01   2.77817635e-01   0.00000000e+00   0.00000000e+00]]",[-1.89515448  0.50902897],[-0.19310825 -0.30715632]
33,-0.109907977676,[-2.31786882 -0.43000282],"[-0.92943544 -0.55211283 -1.224158   -0.36865678  0.58045476 -0.84236424
 -1.41651582 -0.42367252 -0.58995094  0.86056707  0.        ]",-0.423311,"[[ -3.35344279e+01   3.01806545e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.63130312e+01  -3.39522621e-01   0.00000000e+00   0.00000000e+00]]",[-1.70701253  0.62539744],[-0.19310825 -0.30715632]
34,-0.106297220313,[-3.05844739  1.45906178],"[-1.24281376 -0.54755369  1.03931694 -0.28754127  0.58045385 -0.84236254
 -1.4817181  -0.65942363 -0.73921619  0.69657731  0.        ]",-0.416801,"[[ -3.52832694e+01   2.99421607e+00   6.74841718e-02  -9.64784399e-02]
 [ -8.85635803e+01  -2.03991857e+00   0.00000000e+00   0.00000000e+00]]",[-1.64189172  0.66409969],[-0.19310825 -0.30715632]
35,-0.134165001765,[-1.15605041  0.34260913],"[ 0.90887512 -0.54740293  0.91897072 -0.28509777  0.58045293 -0.84236084
 -1.5456251  -0.10560093 -0.83033361  0.92427344  0.        ]",-0.528721,"[[ -3.70766724e+01   2.99349650e+00   6.74841718e-02  -9.64784399e-02]
 [ -9.07694487e+01   1.95460169e+00   0.00000000e+00   0.00000000e+00]]",[-1.90186751  0.45274517],[-0.19310825 -0.30715632]
36,-0.124044232006,[-2.50073417  0.71860689],"[ 0.269361   -0.55121609 -1.34874908 -0.35154073  0.58045202 -0.84235914
 -1.6082766  -0.3577487  -0.63638086  0.97119985  0.        ]",-0.462162,"[[ -3.89137595e+01   3.01303966e+00   6.74841718e-02  -9.64784399e-02]
 [ -9.29320105e+01   1.35950451e-01   0.00000000e+00   0.00000000e+00]]",[-1.82833958  0.56337965],[-0.19310825 -0.30715632]
37,-0.100832151002,[-1.76154603  1.58798816],"[-1.58876269 -0.55090463 -0.02083347 -0.34575132  0.5804511  -0.84235744
 -1.66968174 -0.40240682 -0.63797954  0.73252676  0.        ]",-0.455976,"[[ -4.07936661e+01   3.01133901e+00   6.74841718e-02  -9.64784399e-02]
 [ -9.50515824e+01  -1.86155505e-01   0.00000000e+00   0.00000000e+00]]",[-1.51861691  0.63368368],[-0.19310825 -0.30715632]
38,-0.124876098813,[-2.23666558  1.10113939],"[ 0.20140183 -0.55028718  1.47254787 -0.33448013  0.58045018 -0.84235574
 -1.72986956 -0.39529599 -0.83080455  0.81665235  0.        ]",-0.471056,"[[ -4.27155429e+01   3.00802687e+00   6.74841718e-02  -9.64784399e-02]
 [ -9.71291685e+01  -1.34871739e-01   0.00000000e+00   0.00000000e+00]]",[-1.84846187  0.50437886],[-0.19310825 -0.30715632]
39,-0.130851702862,[-3.11075657  0.82219082],"[ 0.84653242 -0.54989544 -0.9073785  -0.32747895  0.58044927 -0.84235404
 -1.78886503 -0.38687113 -0.68975107  1.00414451  0.        ]",-0.393167,"[[ -4.46785587e+01   3.00596882e+00   6.74841718e-02  -9.64784399e-02]
 [ -9.91656316e+01  -7.41103794e-02   0.00000000e+00   0.00000000e+00]]",[-1.8458873   0.53626412],[-0.19310825 -0.30715632]
40,-0.101634694291,[-0.72074137  0.28700913],"[-1.45777949 -0.5496532  -0.58873699 -0.32320834  0.58044835 -0.84235234
 -1.8466917  -0.38343669 -0.60294494  0.76839451  0.        ]",-0.481114,"[[ -4.66818994e+01   3.00471320e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.01161786e+02  -4.93428267e-02   0.00000000e+00   0.00000000e+00]]",[-1.55800605  0.63202751],[-0.19310825 -0.30715632]
41,-0.12069628083,[-1.46853524 -0.76505871],"[-0.18522593 -0.54939839  1.54069419 -0.31875781  0.58044744 -0.84235064
 -1.87133764 -0.38567893 -0.82088027  0.7777405   0.        ]",-0.380821,"[[ -4.87136732e+01   3.00340445e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.02012758e+02  -6.55189996e-02   0.00000000e+00   0.00000000e+00]]",[-1.80059469  0.52744305],[-0.19310825 -0.30715632]
42,-0.134076894999,[-2.1094332   0.99179634],"[ 0.99341031 -0.5424998  -0.67616678 -0.21103791  0.58044652 -0.84234894
 -1.92752739 -0.80646043 -0.69666488  1.03191648  0.        ]",-0.493479,"[[ -5.07733909e+01   2.97164645e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.03952465e+02  -3.10045202e+00   0.00000000e+00   0.00000000e+00]]",[-1.84039223  0.61358225],[-0.19310825 -0.30715632]
43,-0.0964170489049,[-1.96331923  0.7654761 ],"[-1.39721737 -0.53687395 -0.7119263  -0.13648642  0.58044561 -0.84234725
 -1.98259602 -0.25471476 -0.58069923  0.73111245  0.        ]",-0.355012,"[[ -5.28715129e+01   2.94956739e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.05853513e+02   8.79055754e-01   0.00000000e+00   0.00000000e+00]]",[-1.56296372  0.62996596],[-0.19310825 -0.30715632]
44,-0.121415484057,[-2.13126543  0.43375158],"[-0.17085239 -0.54817861  1.54031689 -0.29799455  0.58044469 -0.84234555
 -2.03659026  0.1619164  -0.82639694  0.78014427  0.        ]",-0.440288,"[[ -5.50072847e+01   2.99729507e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.07717514e+02   3.88403965e+00   0.00000000e+00   0.00000000e+00]]",[-1.77620482  0.45182323],[-0.19310825 -0.30715632]
45,-0.130647134843,[-1.87746155  0.59082976],"[ 0.90171137 -0.55453288 -0.83106806 -0.41917999  0.58044377 -0.84234385
 -2.08951839 -0.36746086 -0.71375311  0.98503657  0.        ]",-0.463757,"[[ -5.71799693e+01   3.03288469e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.09544755e+02   6.58685374e-02   0.00000000e+00   0.00000000e+00]]",[-1.78067219  0.52130479],[-0.19310825 -0.30715632]
46,-0.102924776779,[-1.46667429 -0.47507448],"[-1.52811413 -0.55332226 -0.39354765 -0.39321315  0.58044286 -0.84234215
 -2.14138617 -0.45413382 -0.6168736   0.7713134   0.        ]",-0.365597,"[[ -5.93888311e+01   3.02527216e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.11335436e+02  -5.59269766e-01   0.00000000e+00   0.00000000e+00]]",[-1.50568318  0.6327433 ],[-0.19310825 -0.30715632]
47,-0.127223581371,[-2.29156265  0.68213589],"[ 0.28991232 -0.54775821  1.43888488 -0.29106858  0.58044194 -0.84234045
 -2.19222287 -0.71438533 -0.84155861  0.83269291  0.        ]",-0.415461,"[[ -6.16331502e+01   2.99525644e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.13090569e+02  -2.43635599e+00   0.00000000e+00   0.00000000e+00]]",[-1.80305779  0.5862838 ],[-0.19310825 -0.30715632]
48,-0.125423463967,[-2.21726104  0.58071214],"[ 0.43805617 -0.54305994 -1.26653408 -0.21908034  0.58044103 -0.84233875
 -2.24204674 -0.33447964 -0.61993712  0.99472568  0.        ]",-0.429566,"[[ -6.39122203e+01   2.97402392e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.14810784e+02   3.03728115e-01   0.00000000e+00   0.00000000e+00]]",[-1.75425184  0.56495345],[-0.19310825 -0.30715632]
49,-0.101218961021,[-3.48458357 -1.05606212],"[-1.5467616  -0.5493156   0.42110839 -0.31743009  0.58044011 -0.84233705
 -2.29089528 -0.10414719 -0.67342591  0.70515026  0.        ]",-0.166979,"[[ -6.62253573e+01   3.00301471e+00   6.74841718e-02  -9.64784399e-02]
 [ -1.16497376e+02   1.96500881e+00   0.00000000e+00   0.00000000e+00]]",[-1.46436691  0.56584293],[-0.19310825 -0.30715632]
