timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.0491093379258,[-1.55428555  0.77773386],"[-0.42105714 -0.76770839 -1.47332619  0.38490472  0.43076036  0.40051145
 -0.34387668  2.62608745 -0.30576373 -0.3913896   0.        ]",-0.169209,"[[ -1.66507015   2.72303334   0.05252892   0.04475219]
 [-10.76647743  21.28186803   0.           0.        ]]",[-0.32506308  0.60309541],[-0.01126381 -0.12805882]
11,-0.0557209922673,[ 1.4686211   0.26731549],"[-0.76159689 -0.87301422 -1.3893428  -0.46011086  0.43075739  0.40050874
 -0.605357    0.91552088 -0.51484433 -0.32288249  0.        ]",-0.407569,"[[ -1.91798786   3.11039387   0.05252892   0.04475219]
 [-14.51322322   8.73633522   0.           0.        ]]",[-0.33221373  0.61817223],[-0.01126381 -0.12805882]
12,-0.0597509197787,[-0.08721926  1.37244761],"[-1.06616504 -0.87359327 -1.21890264 -0.53900288  0.43075441  0.40050604
 -0.30901693 -0.54696877 -0.57045926 -0.2964448   0.        ]",-0.337361,"[[ -2.16565105   3.14543446   0.05252892   0.04475219]
 [-10.26709489  -1.98984864   0.           0.        ]]",[-0.29207596  0.67998266],[-0.01126381 -0.12805882]
13,-0.0589963033938,[ 0.88244448  3.18352093],"[-1.28489502 -0.87216563 -1.01717285 -0.42174138  0.43075144  0.40050333
 -0.31893186 -0.62941861 -0.53100173 -0.33955006  0.        ]",-0.341937,"[[ -2.37241896   3.0933447    0.05252892   0.04475219]
 [-10.40919108  -2.59458516   0.           0.        ]]",[-0.29376712  0.68136191],[-0.01126381 -0.12805882]
14,-0.0615689325603,[-0.11402223  0.90784498],"[-1.43418315 -0.86851283 -0.81579753 -0.3258029   0.43074847  0.40050063
 -0.06070619 -0.49940169 -0.51234726 -0.38508092  0.        ]",-0.33608,"[[-2.54347963  3.05063578  0.05252892  0.04475219]
 [-6.70920676 -1.64105229  0.          0.        ]]",[-0.29992676  0.67168915],[-0.01126381 -0.12805882]
15,-0.0647466157992,[-1.11452101  0.7530469 ],"[-1.53007681 -0.86540834 -0.63567436 -0.27094094  0.4307455   0.40049793
 -0.08294028 -0.39341942 -0.5094929  -0.41810777  0.        ]",-0.267749,"[[-2.68086022  3.02614329  0.05252892  0.04475219]
 [-7.02779332 -0.86378857  0.          0.        ]]",[-0.30796164  0.66226345],[-0.01126381 -0.12805882]
16,-0.0685108674404,[-0.85295472  0.16849296],"[-1.61972322 -0.86354323 -0.38259132 -0.24307679  0.43074253  0.40049522
 -0.34955234 -0.33361124 -0.51808308 -0.44624039  0.        ]",-0.278441,"[[ -2.8597448    3.01367827   0.05252892   0.04475219]
 [-10.84793564  -0.42516814   0.           0.        ]]",[-0.32064575  0.65070951],[-0.01126381 -0.12805882]
17,-0.0731862221369,[ 0.11889009  1.3232982 ],"[-1.67351823 -0.86248081 -0.01016418 -0.22841906  0.43073956  0.40049252
 -0.57025372 -0.30821632 -0.53907494 -0.47264714  0.        ]",-0.305934,"[[ -3.10843222   3.00711354   0.05252892   0.04475219]
 [-14.01026817  -0.23893594   0.           0.        ]]",[-0.33509493  0.63531899],[-0.01126381 -0.12805882]
18,-0.0776263554156,[ 1.22254684  0.53931401],"[-1.63473891 -0.86204411  0.40092661 -0.22266764  0.43073659  0.40048982
 -0.51803936 -0.28346571 -0.5679959  -0.48999328  0.        ]",-0.389675,"[[ -3.38113179   3.00453646   0.05252892   0.04475219]
 [-13.26218432  -0.05742865   0.           0.        ]]",[-0.34519428  0.62386185],[-0.01126381 -0.12805882]
19,-0.0806843552964,[ 0.57858073  2.66711207],"[-1.52890224 -0.86185837  0.71844974 -0.22031984  0.43073362  0.40048711
 -0.22338492 -0.28159022 -0.59386088 -0.49614071  0.        ]",-0.308193,"[[-3.60401643  3.00348456  0.05252892  0.04475219]
 [-9.04034931 -0.04368688  0.          0.        ]]",[-0.3473005   0.61894602],[-0.01126381 -0.12805882]
20,-0.0824641638323,[-0.35517011 -2.40417974],"[-1.41792053 -0.86181859  0.92163256 -0.21990881  0.43073065  0.40048441
 -0.05101411 -0.27435449 -0.61220994 -0.49613314  0.        ]",-0.259658,"[[-3.76004373  3.00330089  0.05252892  0.04475219]
 [-6.57061155  0.00936657  0.          0.        ]]",[-0.34858805  0.61598766],[-0.01126381 -0.12805882]
21,-0.0881106900476,[-1.0235911   1.12293791],"[-1.29091398 -0.85417372  1.09049051 -0.13197277  0.43072768  0.40048171
 -0.14009007 -0.81428933 -0.65189536 -0.51302453  0.        ]",-0.176911,"[[-3.90426153  2.96375766  0.05252892  0.04475219]
 [-7.84690318 -3.9504954   0.          0.        ]]",[-0.34075993  0.62883031],[-0.01126381 -0.12805882]
22,-0.093353424189,[-0.85525488  0.41207058],"[-1.08661861 -0.8449165   1.28363329 -0.04695468  0.43072471  0.400479
 -0.40556433 -0.26374979 -0.70225997 -0.51218856  0.        ]",-0.169473,"[[ -4.09936356   2.925258     0.05252892   0.04475219]
 [-11.65063404   0.08706221   0.           0.        ]]",[-0.35348192  0.61171782],[-0.01126381 -0.12805882]
23,-0.0920484028333,[-0.8114541  -1.88449434],"[-0.76286823 -0.8494763   1.46911748 -0.08682461  0.43072174  0.4004763
 -0.62579469 -0.04154298 -0.71988839 -0.4751055   0.        ]",-0.131087,"[[ -4.3640363    2.94334985   0.05252892   0.04475219]
 [-14.80613239   1.71668111   0.           0.        ]]",[-0.35561281  0.60162628],[-0.01126381 -0.12805882]
24,-0.0915214062375,[ 0.89427447  0.65732196],"[-0.32231857 -0.84806137  1.55999892 -0.07416134  0.43071877  0.4004736
 -0.82957338 -0.58613189 -0.74924478 -0.42558712  0.        ]",-0.272804,"[[ -4.68945461   2.93761133   0.05252892   0.04475219]
 [-17.72594747  -2.27723633   0.           0.        ]]",[-0.34661502  0.60571086],[-0.01126381 -0.12805882]
25,-0.0898319042019,[-0.72028137 -0.44773101],"[ 0.10840428 -0.84311978  1.49578313 -0.03238969  0.4307158   0.40047089
 -0.55794857 -0.22509573 -0.77114065 -0.36292937  0.        ]",-0.170082,"[[ -5.00492655   2.91863202   0.05252892   0.04475219]
 [-13.83423207   0.37049564   0.           0.        ]]",[-0.33566192  0.60247922],[-0.01126381 -0.12805882]
26,-0.0856089500389,[ 0.17560886  0.851125  ],"[ 0.48500625 -0.84020993  1.29902007 -0.00945658  0.43071283  0.40046819
 -0.73787097 -0.46787475 -0.76856022 -0.29930609  0.        ]",-0.24707,"[[ -5.30747691   2.90817783   0.05252892   0.04475219]
 [-16.41220256  -1.40999489   0.           0.        ]]",[-0.32287258  0.60968876],[-0.01126381 -0.12805882]
27,-0.0790741746392,[-1.16342342  0.1148795 ],"[ 0.80435211 -0.84185274  0.96942383 -0.02237326  0.43070986  0.40046549
 -0.66665297 -0.00455847 -0.74084454 -0.24777531  0.        ]",-0.175995,"[[ -5.6254837    2.91406913   0.05252892   0.04475219]
 [-15.39189487   1.98780773   0.           0.        ]]",[-0.31849873  0.60420769],[-0.01126381 -0.12805882]
28,-0.0721893187233,[-0.56617664 -0.03452243],"[ 1.02564924 -0.8528429   0.50848796 -0.11919649  0.43070689  0.40046278
 -0.92171759  0.05204486 -0.69494665 -0.23765397  0.        ]",-0.194129,"[[ -5.96998946   2.95799032   0.05252892   0.04475219]
 [-19.04650657   2.40291699   0.           0.        ]]",[-0.31493735  0.60495591],[-0.01126381 -0.12805882]
29,-0.0667696921506,[-1.02679116  0.33803524],"[ 1.08777509 -0.86189333 -0.09114772 -0.22190884  0.43070392  0.40046008
 -1.051851   -0.02395561 -0.65292897 -0.24379266  0.        ]",-0.178444,"[[ -6.36962844   3.00419624   0.05252892   0.04475219]
 [-20.9111921    1.845561     0.           0.        ]]",[-0.30667454  0.61791104],[-0.01126381 -0.12805882]
30,-0.0604764029619,[-0.9811642   0.78093862],"[ 0.89589052 -0.86393171 -0.7418152  -0.25042518  0.43070095  0.40045738
 -1.29928435 -0.28233838 -0.60792909 -0.23943523  0.        ]",-0.174876,"[[ -6.82342495   3.01696852   0.05252892   0.04475219]
 [-24.45661406  -0.04930966   0.           0.        ]]",[-0.30246273  0.64477241],[-0.01126381 -0.12805882]
31,-0.0537487466014,[ 0.20290169  2.66979737],"[ 0.38152704 -0.86329797 -1.28865218 -0.24141358  0.43069798  0.40045468
 -1.53659666 -0.3102176  -0.54956285 -0.25126695  0.        ]",-0.261685,"[[ -7.34667626   3.0129355    0.05252892   0.04475219]
 [-27.85717839  -0.2537761    0.           0.        ]]",[-0.3046408   0.66653347],[-0.01126381 -0.12805882]
32,-0.0522599804468,[-1.90003002  0.58236431],"[-0.34078534 -0.86261248 -1.47909066 -0.23196746  0.43069501  0.40045197
 -1.44201119 -0.29799194 -0.50305026 -0.29895758  0.        ]",-0.144766,"[[ -7.89022637   3.00870572   0.05252892   0.04475219]
 [-26.50234769  -0.16413365   0.           0.        ]]",[-0.29679054  0.68358183],[-0.01126381 -0.12805882]
33,-0.0577070840891,[-1.0087099   1.23882437],"[-1.07272832 -0.86212817 -1.21389481 -0.22550687  0.43069204  0.40044927
 -1.68169037 -0.29157694 -0.4866026  -0.37085981  0.        ]",-0.219794,"[[ -8.45473409   3.00581162   0.05252892   0.04475219]
 [-29.93697878  -0.11710334   0.           0.        ]]",[-0.30969551  0.67415363],[-0.01126381 -0.12805882]
34,-0.0682698892597,[ 1.1281371   2.17602208],"[-1.59612619 -0.86189594 -0.4632678  -0.22251776  0.43068907  0.40044657
 -1.91660688 -0.28016119 -0.51268937 -0.44822295  0.        ]",-0.359348,"[[ -9.08725223   3.00447256   0.05252892   0.04475219]
 [-33.30361662  -0.03340024   0.           0.        ]]",[-0.34082764  0.64259642],[-0.01126381 -0.12805882]
35,-0.0782689318784,[-0.56458211  0.25519152],"[-1.61942792 -0.86182501  0.46350924 -0.22169006  0.4306861   0.40044386
 -1.594233   -0.27679513 -0.57279883 -0.4917967   0.        ]",-0.189303,"[[ -9.70698479e+00   3.00410216e+00   5.25289166e-02   4.47521946e-02]
 [ -2.86850319e+01  -8.72854806e-03   0.00000000e+00   0.00000000e+00]]",[-0.35979566  0.61624169],[-0.01126381 -0.12805882]
36,-0.0847042960981,[-0.5795941  0.9078513],"[-1.17994287 -0.8616676   1.20468853 -0.21972272  0.43068313  0.40044116
 -1.71057014 -0.28330615 -0.64117168 -0.48898514  0.        ]",-0.165194,"[[-10.29741584   3.00322086   0.05252892   0.04475219]
 [-30.35251469  -0.05648877   0.           0.        ]]",[-0.37061736  0.59919459],[-0.01126381 -0.12805882]
37,-0.0865810611125,[-1.58777303  0.70427076],"[-0.39302147 -0.86160711  1.55617882 -0.21903995  0.43068016  0.40043846
 -1.82874289 -0.27459054 -0.69865215 -0.43931398  0.        ]",-0.142957,"[[ -1.09214616e+01   3.00291537e+00   5.25289166e-02   4.47521946e-02]
 [ -3.20464202e+01   7.41240375e-03   0.00000000e+00   0.00000000e+00]]",[-0.36489815  0.58994138],[-0.01126381 -0.12805882]
38,-0.0825473432832,[ 0.94687611  0.85585497],"[ 0.49084256 -0.86160312  1.29465187 -0.21910089  0.43067719  0.40043576
 -2.06072306 -0.27584702 -0.71922432 -0.35414185  0.        ]",-0.28371,"[[ -1.15957497e+01   3.00294328e+00   5.25289166e-02   4.47521946e-02]
 [ -3.53713047e+01  -1.81427284e-03   0.00000000e+00   0.00000000e+00]]",[-0.34742332  0.59064066],[-0.01126381 -0.12805882]
39,-0.0734771609711,[ 0.01829612 -0.73437103],"[ 1.02794006 -0.86161366  0.50072766 -0.21935326  0.43067422  0.40043305
 -1.75017995 -0.27440113 -0.68947755 -0.27417498  0.        ]",-0.195892,"[[ -1.22585357e+01   3.00305702e+00   5.25289166e-02   4.47521946e-02]
 [ -3.09221219e+01   8.77612645e-03   0.00000000e+00   0.00000000e+00]]",[-0.31870785  0.61350703],[-0.01126381 -0.12805882]
40,-0.0604050316134,[-2.30725684 -0.53056052],"[ 1.02963346 -0.8561798  -0.41457812 -0.15478816  0.43067125  0.40043035
 -1.70237013 -0.6710263  -0.61932011 -0.21158915  0.        ]",-0.102853,"[[-12.8701103    2.97405028   0.05252892   0.04475219]
 [-30.2375993   -2.8997723    0.           0.        ]]",[-0.29679275  0.65905243],[-0.01126381 -0.12805882]
41,-0.0420332730648,[-0.58359101  0.80503369],"[ 0.52293435 -0.8363987  -1.1895287   0.01821717  0.43066828  0.40042765
 -1.93683685 -0.94980978 -0.48405215 -0.20303033  0.        ]",-0.183198,"[[-13.50857994   2.89554328   0.05252892   0.04475219]
 [-33.59811958  -4.94420043   0.           0.        ]]",[-0.28452304  0.70714444],[-0.01126381 -0.12805882]
42,-0.0459951385136,[ 0.03107754  2.26895348],"[-0.37341074 -0.81411461 -1.47735479  0.16094786  0.43066531  0.40042495
 -2.05157623 -0.50197684 -0.3759263  -0.34311264  0.        ]",-0.270623,"[[-14.19704734   2.8296093    0.05252892   0.04475219]
 [-35.24317604  -1.66021908   0.           0.        ]]",[-0.2828581   0.71625191],[-0.01126381 -0.12805882]
43,-0.0686230062177,[-0.26041501  0.02687712],"[-1.24026607 -0.81665427 -1.06540728  0.14627554  0.43066234  0.40042225
 -1.99423733  0.04224936 -0.41968382 -0.50792359  0.        ]",-0.272161,"[[-14.8936746    2.83644628   0.05252892   0.04475219]
 [-34.42234607   2.33063591   0.           0.        ]]",[-0.31394237  0.6732586 ],[-0.01126381 -0.12805882]
44,-0.0836071840093,[-1.1067519  -0.20761268],"[-1.6638005  -0.83273597 -0.14535418  0.04415686  0.43065937  0.40041954
 -2.01858803  0.05027124 -0.53729268 -0.56823097  0.        ]",-0.179534,"[[-15.58563123   2.88364889   0.05252892   0.04475219]
 [-34.77214741   2.38946281   0.           0.        ]]",[-0.34918293  0.63216823],[-0.01126381 -0.12805882]
45,-0.0911727960008,[-0.59029103  2.17583277],"[-1.42780179 -0.84404281  0.90595642 -0.04130589  0.4306564   0.40041684
 -2.24677107 -0.06848506 -0.65227669 -0.54369464  0.        ]",-0.203782,"[[-16.31389401   2.92270075   0.05252892   0.04475219]
 [-38.0432207    1.51862073   0.           0.        ]]",[-0.36946157  0.60537994],[-0.01126381 -0.12805882]
46,-0.0875547872664,[ 0.54660292 -0.37106394],"[-0.54927695 -0.85969697  1.53352636 -0.1957977   0.43065343  0.40041414
 -2.3572167   0.46720622 -0.69800272 -0.45167443  0.        ]",-0.199576,"[[-17.09065143   2.99248572   0.05252892   0.04475219]
 [-39.62726949   5.44684264   0.           0.        ]]",[-0.377325    0.57587266],[-0.01126381 -0.12805882]
47,-0.0815570329661,[ 0.54831348  0.89839726],"[ 0.46171153 -0.8669544   1.31597833 -0.3015741   0.43065047  0.40041144
 -2.15141734 -0.26222775 -0.6971637  -0.37848655  0.        ]",-0.26557,"[[-17.85361623   3.03982611   0.05252892   0.04475219]
 [-36.6789561    0.09795187   0.           0.        ]]",[-0.35188726  0.58684134],[-0.01126381 -0.12805882]
48,-0.0741823995112,[ 1.01376459  0.95766289],"[ 1.03466389 -0.86578918  0.47689361 -0.28166094  0.4306475   0.40040874
 -1.94921671 -0.36610247 -0.6846858  -0.29586295  0.        ]",-0.276131,"[[-18.55812868   3.03093565   0.05252892   0.04475219]
 [-33.78192553  -0.66376646   0.           0.        ]]",[-0.31985134  0.61636949],[-0.01126381 -0.12805882]
49,-0.0637159856406,[-1.37945376  0.41624217],"[ 1.01481035 -0.86405874 -0.46367591 -0.25469687  0.43064453  0.40040603
 -1.6262535  -0.34345072 -0.62999352 -0.2440958   0.        ]",-0.157438,"[[-19.18733213   3.01888279   0.05252892   0.04475219]
 [-29.15384193  -0.49768118   0.           0.        ]]",[-0.30799419  0.63938749],[-0.01126381 -0.12805882]
