timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
10,"[ 0.62024443 -0.47322397  0.76352525  1.27549093  0.18280704  1.23746746
 -0.60491809  0.30764335 -0.49185582 -1.11361366  0.        ]",[-0.47769278 -0.23765452],[-0.5872539 -3.8651945],-0.471313,-0.142694446216,"[[ 0.6498615  -3.26621915  0.02100676  0.14457432]
 [ 5.88358157 -0.466073    0.          0.        ]]",[-0.14962721 -4.24683619]
11,"[ 0.53413662 -0.48236439  0.8819933   1.01308213  0.1828069   1.23746518
 -0.67295739  0.9805781  -0.45813919 -1.1876171   0.        ]",[-0.47769278 -0.23765452],[-0.87290014 -3.78627867],-0.585642,-0.149802153464,"[[ 0.74303938 -3.20010007  0.02100676  0.14457432]
 [ 3.44224314  4.8040004   0.          0.        ]]",[-0.19348466 -4.16475296]
12,"[ 0.50090184 -0.4843285   0.92223986  0.66559339  0.18280676  1.23746291
 -0.77117793  0.82690535 -0.40742106 -1.25410373  0.        ]",[-0.47769278 -0.23765452],[-0.62551328 -4.39943506],-0.423438,-0.155931245967,"[[ 0.77652423 -3.11288847  0.02100676  0.14457432]
 [-0.08203075  3.60052619  0.          0.        ]]",[-0.00438869 -4.01250076]
13,"[ 0.52727414 -0.4796231   0.89052385  0.4456795   0.18280663  1.23746063
 -0.84015635  0.62262179 -0.3765734  -1.29017951  0.        ]",[-0.47769278 -0.23765452],[ 0.62866038 -3.83957066],-0.603753,-0.159372765265,"[[ 0.75005064 -3.05762411  0.02100676  0.14457432]
 [-2.55707515  2.00069273  0.          0.        ]]",[ 0.24501157 -3.91219187]
14,"[ 0.55213147 -0.47533139  0.85902567  0.33110542  0.18280649  1.23745836
 -0.76937599  0.49300837 -0.36192876 -1.308914    0.        ]",[-0.47769278 -0.23765452],[ 1.40808307 -3.81802716],-0.651045,-0.16123868963,"[[ 0.72439004 -3.02874027  0.02100676  0.14457432]
 [-0.01744504  0.98563441  0.          0.        ]]",[ 0.06965178 -3.89409399]
15,"[ 0.51369787 -0.47284083  0.90705645  0.27655093  0.18280635  1.23745608
 -0.65902086  0.42523093 -0.34887909 -1.3167616   0.        ]",[-0.47769278 -0.23765452],[-0.18296107 -4.32364851],-0.479517,-0.161922629453,"[[ 0.76376921 -3.01495545  0.02100676  0.14457432]
 [ 3.94216885  0.45484155  0.          0.        ]]",[-0.36795652 -3.91328096]
16,"[ 0.44058926 -0.47161964  0.98888297  0.25189035  0.18280621  1.23745381
 -0.68138441  0.39287436 -0.33631664 -1.31792396  0.        ]",[-0.47769278 -0.23765452],[-0.82158641 -3.82155308],-0.575229,-0.161874291259,"[[ 0.83456133 -3.00871646  0.02100676  0.14457432]
 [ 3.13971935  0.20144537  0.          0.        ]]",[-0.43818986 -3.89285803]
17,"[ 0.40863444 -0.47106725  1.02122187  0.24111656  0.18280608  1.23745153
 -0.7737743   0.37822703 -0.33091664 -1.31804257  0.        ]",[-0.47769278 -0.23765452],[-0.91536278 -3.71934423],-0.582099,-0.161815905067,"[[ 0.86409464 -3.00598916  0.02100676  0.14457432]
 [-0.17534034  0.08673811  0.          0.        ]]",[-0.20011115 -3.85387611]
18,"[ 0.45153727 -0.47082799  0.97734608  0.23652203  0.18280594  1.23744926
 -0.87468269  0.37182329 -0.33501341 -1.32046724  0.        ]",[-0.47769278 -0.23765452],[-0.16992159 -4.35181205],-0.430471,-0.162146464942,"[[ 0.82426    -3.0048258   0.02100676  0.14457432]
 [-3.79605787  0.03658997  0.          0.        ]]",[ 0.18443489 -3.82400513]
19,"[ 0.53481221 -0.47072692  0.88113226  0.23459743  0.1828058   1.23744698
 -0.89133725  0.36909163 -0.34492251 -1.32378777  0.        ]",[-0.47769278 -0.23765452],[ 0.46885593 -4.215448  ],-0.494561,-0.162663490152,"[[ 0.74234271 -3.00433846  0.02100676  0.14457432]
 [-4.39367901  0.01519961  0.          0.        ]]",[ 0.40202868 -3.82000208]
20,"[ 0.59888983 -0.47068481  0.79503879  0.23380215  0.18280567  1.23744471
 -0.83717594  0.36794717 -0.35348107 -1.32569915  0.        ]",[-0.47769278 -0.23765452],[ 0.43518841 -4.90791816],-0.340479,-0.163009816489,"[[ 0.67396704 -3.0041371   0.02100676  0.14457432]
 [-2.4503637   0.00623921  0.          0.        ]]",[ 0.39448094 -3.83046389]
21,"[ 0.62642531 -0.47066734  0.75407835  0.23347705  0.18280553  1.23744243
 -0.78780197  0.36747396 -0.35742994 -1.32633454  0.        ]",[-0.47769278 -0.23765452],[ 0.37949151 -4.85784253],-0.368524,-0.163144444486,"[[  6.42734259e-01  -3.00405481e+00   2.10067577e-02   1.44574321e-01]
 [ -6.78818424e-01   2.53569513e-03   0.00000000e+00   0.00000000e+00]]",[ 0.32090551 -3.84070921]
22,"[ 0.625012   -0.47066001  0.75624435  0.23334531  0.18280539  1.23744016
 -0.74555138  0.36728038 -0.35720137 -1.32632742  0.        ]",[-0.47769278 -0.23765452],[-0.45590325 -4.77018025],-0.372387,-0.163140295998,"[[  6.44367958e-01  -3.00402149e+00   2.10067577e-02   1.44574321e-01]
 [  8.37136469e-01   1.02202835e-03   0.00000000e+00   0.00000000e+00]]",[ 0.18420261 -3.85520029]
23,"[ 0.62633812 -0.47065682  0.75420863  0.23329241  0.18280525  1.23743788
 -0.79631925  0.36720148 -0.35738851 -1.32635881  0.        ]",[-0.47769278 -0.23765452],[ 0.43518676 -4.91487061],-0.354375,-0.163147151086,"[[  6.42833729e-01  -3.00400814e+00   2.10067577e-02   1.44574321e-01]
 [ -9.84488871e-01   4.06520936e-04   0.00000000e+00   0.00000000e+00]]",[ 0.34730756 -3.8378067 ]
24,"[ 0.62824085 -0.4706553   0.75127718  0.23327114  0.18280512  1.23743561
 -0.74775425  0.36717019 -0.35767012 -1.32639576  0.        ]",[-0.47769278 -0.23765452],[ 0.1247553  -3.79891681],-0.636912,-0.163156149985,"[[  6.40627218e-01  -3.00400280e+00   2.10067577e-02   1.44574321e-01]
 [  7.58030890e-01   1.63791085e-04   0.00000000e+00   0.00000000e+00]]",[ 0.20107859 -3.85358381]
25,"[ 0.61081368 -0.47065444  0.77761683  0.23326255  0.18280498  1.23743333
 -0.73440545  0.36715721 -0.3551099  -1.32604373  0.        ]",[-0.47769278 -0.23765452],[ 0.2010558  -2.65252924],-0.949059,-0.163075916009,"[[  6.60593157e-01  -3.00400067e+00   2.10067577e-02   1.44574321e-01]
 [  1.23696692e+00   6.45552356e-05   0.00000000e+00   0.00000000e+00]]",[ 0.10673046 -3.86229897]
26,"[ 0.58149759 -0.47065385  0.81959552  0.23325905  0.18280484  1.23743106
 -0.71290148  0.36715194 -0.35096194 -1.32534144  0.        ]",[-0.47769278 -0.23765452],[ 0.13568376 -4.78985347],-0.378209,-0.162932261311,"[[  6.93073713e-01  -3.00399982e+00   2.10067577e-02   1.44574321e-01]
 [  2.00851748e+00   2.56113666e-05   0.00000000e+00   0.00000000e+00]]",[-0.04229009 -3.87487507]
27,"[ 0.53879979 -0.47065336  0.87609717  0.23325756  0.18280471  1.23742878
 -0.69903675  0.36714963 -0.34523109 -1.32409976  0.        ]",[-0.47769278 -0.23765452],[ 0.92098043 -2.47297492],-1.01042,-0.162705902513,"[[  7.38235138e-01  -3.00399949e+00   2.10067577e-02   1.44574321e-01]
 [  2.50596727e+00   9.92524474e-06   0.00000000e+00   0.00000000e+00]]",[-0.19129705 -3.88381481]
28,"[ 0.45133785 -0.47065291  0.97754211  0.23325673  0.18280457  1.23742651
 -0.59879243  0.3671489  -0.3344505  -1.32088358  0.        ]",[-0.47769278 -0.23765452],[-1.92367785 -3.85245103],-0.562827,-0.16218929748,"[[  8.24442536e-01  -3.00399933e+00   2.10067577e-02   1.44574321e-01]
 [  6.10278622e+00   6.55223455e-06   0.00000000e+00   0.00000000e+00]]",[-0.64824259 -3.90795517]
29,"[ 0.36238996 -0.47065249  1.0647553   0.23325652  0.18280443  1.23742423
 -0.71250462  0.3671474  -0.32454841 -1.31685621  0.        ]",[-0.47769278 -0.23765452],[-0.56552789 -4.11817887],-0.49845,-0.161603632048,"[[  9.05561261e-01  -3.00399932e+00   2.10067577e-02   1.44574321e-01]
 [  2.02268316e+00  -2.80866930e-06   0.00000000e+00   0.00000000e+00]]",[-0.45662892 -3.8626852 ]
30,"[ 0.34231346 -0.47065208  1.08254875  0.23325651  0.18280429  1.23742196
 -0.77602338  0.36714724 -0.32244146 -1.31585657  0.        ]",[-0.47769278 -0.23765452],[-0.07375714 -3.92077074],-0.569635,-0.161464347764,"[[  9.23147666e-01  -3.00399936e+00   2.10067577e-02   1.44574321e-01]
 [ -2.56447458e-01  -1.65384368e-06   0.00000000e+00   0.00000000e+00]]",[-0.28181374 -3.83690977]
31,"[ 0.35148864 -0.47065166  1.07449439  0.23325634  0.18280416  1.23741968
 -0.78401977  0.36714725 -0.32340009 -1.31631408  0.        ]",[-0.47769278 -0.23765452],[-0.67885401 -4.16706014],-0.468616,-0.161528405134,"[[  9.15139663e-01  -3.00399936e+00   2.10067577e-02   1.44574321e-01]
 [ -5.43396571e-01   7.53412111e-07   0.00000000e+00   0.00000000e+00]]",[-0.24583995 -3.83642721]
32,"[ 0.39394819 -0.47065125  1.03542995  0.2332562   0.18280402  1.23741741
 -0.85862769  0.36714671 -0.32795159 -1.31835291  0.        ]",[-0.47769278 -0.23765452],[ 0.24906939 -2.23957678],-1.04506,-0.161817558837,"[[  8.77412298e-01  -3.00399937e+00   2.10067577e-02   1.44574321e-01]
 [ -3.22041884e+00  -1.06255909e-06   0.00000000e+00   0.00000000e+00]]",[ 0.04356718 -3.82022095]
33,"[ 0.45229329 -0.47065082  0.9765152   0.23325593  0.18280388  1.23741513
 -0.82936606  0.36714682 -0.33455979 -1.32090945  0.        ]",[-0.47769278 -0.23765452],[-0.26067142 -4.09364046],-0.50166,-0.162195217253,"[[  8.23537815e-01  -3.00399935e+00   2.10067577e-02   1.44574321e-01]
 [ -2.17052816e+00   2.10522756e-06   0.00000000e+00   0.00000000e+00]]",[ 0.04351175 -3.83811283]
34,"[ 0.50725474 -0.4706504   0.91471409  0.23325569  0.18280374  1.23741286
 -0.85693149  0.36714626 -0.34120345 -1.32301852  0.        ]",[-0.47769278 -0.23765452],[-0.39944041 -3.16221997],-0.754679,-0.162527127458,"[[  7.70203241e-01  -3.00399934e+00   2.10067577e-02   1.44574321e-01]
 [ -3.15963305e+00   8.19405373e-08   0.00000000e+00   0.00000000e+00]]",[ 0.23428321 -3.83165264]
35,"[ 0.58269384 -0.47064999  0.8179197   0.23325554  0.18280361  1.23741058
 -0.89926372  0.36714587 -0.35112414 -1.325349    0.        ]",[-0.47769278 -0.23765452],[ 1.10894974 -1.69788998],-1.21473,-0.162938322445,"[[  6.91770454e-01  -3.00399934e+00   2.10067577e-02   1.44574321e-01]
 [ -4.67858380e+00  -5.33097162e-07   0.00000000e+00   0.00000000e+00]]",[ 0.54467964 -3.81218052]
36,"[ 0.62976304 -0.47064956  0.74890166  0.23325515  0.18280347  1.23740831
 -0.78633542  0.36714614 -0.35789386 -1.32639483  0.        ]",[-0.47769278 -0.23765452],[ 0.57327363 -3.61328104],-0.692453,-0.163163270376,"[[  6.38852896e-01  -3.00399929e+00   2.10067577e-02   1.44574321e-01]
 [ -6.26674888e-01   3.90532999e-06   0.00000000e+00   0.00000000e+00]]",[ 0.32672179 -3.84021902]
37,"[ 0.62079458 -0.47064913  0.7626423   0.23325477  0.18280333  1.23740603
 -0.72273036  0.36714553 -0.3565637  -1.32622043  0.        ]",[-0.47769278 -0.23765452],[ 0.34773602 -3.01286342],-0.857377,-0.163122574839,"[[  6.49217074e-01  -3.00399924e+00   2.10067577e-02   1.44574321e-01]
 [  1.65548734e+00   1.47984788e-06   0.00000000e+00   0.00000000e+00]]",[ 0.09991747 -3.86387682]
38,"[ 0.57896783 -0.47064871  0.82306853  0.23325456  0.1828032   1.23740376
 -0.68527168  0.36714502 -0.35060998 -1.32524386  0.        ]",[-0.47769278 -0.23765452],[ 0.39005539 -3.52539172],-0.715609,-0.162919462919,"[[  6.95811758e-01  -3.00399923e+00   2.10067577e-02   1.44574321e-01]
 [  2.99950216e+00  -1.27137000e-07   0.00000000e+00   0.00000000e+00]]",[-0.13546264 -3.88449907]
39,"[ 0.50675221 -0.47064829  0.91530141  0.23325439  0.18280306  1.23740148
 -0.64388482  0.36714472 -0.34114078 -1.32298794  0.        ]",[-0.47769278 -0.23765452],[ 0.6891556  -5.24752861],-0.274295,-0.162524290627,"[[  7.70700915e-01  -3.00399923e+00   2.10067577e-02   1.44574321e-01]
 [  4.48446490e+00  -7.01026809e-08   0.00000000e+00   0.00000000e+00]]",[-0.43422973 -3.90296555]
40,"[ 0.38341348 -0.47064787  1.04539267  0.23325415  0.18280292  1.23739921
 -0.57031277  0.36714458 -0.32680372 -1.31784002  0.        ]",[-0.47769278 -0.23765452],[-0.45972253 -4.52569241],-0.417057,-0.161747087892,"[[  8.86876084e-01  -3.00399922e+00   2.10067577e-02   1.44574321e-01]
 [  7.12425501e+00   1.16786570e-06   0.00000000e+00   0.00000000e+00]]",[-0.72950006 -3.88470411]
41,"[ 0.23972379 -0.47064746  1.16404062  0.2332541   0.18280278  1.23739693
 -0.62497149  0.36714376 -0.31229914 -1.31028579  0.        ]",[-0.47769278 -0.23765452],[-2.23192398 -3.6788945 ],-0.598746,-0.160715894864,"[[  1.00968373e+00  -3.00399925e+00   2.10067577e-02   1.44574321e-01]
 [  5.16304545e+00  -2.87702906e-06   0.00000000e+00   0.00000000e+00]]",[-0.66713476 -3.83144045]
42,"[ 0.16200446 -0.47064706  1.21641204  0.23325425  0.18280265  1.23739466
 -0.7381656   0.36714328 -0.30524345 -1.30564056  0.        ]",[-0.47769278 -0.23765452],[ 0.00544465 -4.85062681],-0.359941,-0.160111867384,"[[  1.07219430e+00  -3.00399933e+00   2.10067577e-02   1.44574321e-01]
 [  1.10154592e+00  -4.27363226e-06   0.00000000e+00   0.00000000e+00]]",[-0.54229474 -3.78797197]
43,"[ 0.13395907 -0.47064665  1.23352042  0.23325417  0.18280251  1.23739239
 -0.73817173  0.36714358 -0.30281907 -1.30387974  0.        ]",[-0.47769278 -0.23765452],[-0.5118359  -4.56517455],-0.412902,-0.159886945871,"[[  1.09422271e+00  -3.00399936e+00   2.10067577e-02   1.44574321e-01]
 [  1.10129617e+00   4.23004352e-07   0.00000000e+00   0.00000000e+00]]",[-0.53610802 -3.77623272]
44,"[ 0.13207001 -0.47064623  1.2346381   0.23325402  0.18280237  1.23739011
 -0.79525765  0.36714312 -0.30265667 -1.30375643  0.        ]",[-0.47769278 -0.23765452],[-0.24996163 -3.87818639],-0.608478,-0.159871564486,"[[  1.09569729e+00  -3.00399936e+00   2.10067577e-02   1.44574321e-01]
 [ -9.47012126e-01  -7.56976367e-07   0.00000000e+00   0.00000000e+00]]",[-0.37851846 -3.75545263]
45,"[ 0.16854953 -0.47064582  1.21227979  0.23325385  0.18280224  1.23738784
 -0.82231653  0.36714295 -0.30581924 -1.3060383   0.        ]",[-0.47769278 -0.23765452],[ 0.16330937 -4.65414841],-0.40689,-0.160163997178,"[[  1.06701546e+00  -3.00399937e+00   2.10067577e-02   1.44574321e-01]
 [ -1.91793513e+00   2.76405534e-07   0.00000000e+00   0.00000000e+00]]",[-0.27802098 -3.76254988]
46,"[ 0.20794092 -0.47064539  1.18635765  0.23325357  0.1828021   1.23738556
 -0.80323677  0.36714282 -0.30935351 -1.3084185   0.        ]",[-0.47769278 -0.23765452],[ 0.18822898 -4.07017617],-0.555181,-0.160472647015,"[[  1.03552515e+00  -3.00399934e+00   2.10067577e-02   1.44574321e-01]
 [ -1.23337774e+00   1.62588930e-06   0.00000000e+00   0.00000000e+00]]",[-0.31586921 -3.78489637]
47,"[ 0.22883851 -0.47064497  1.17182094  0.23325327  0.18280196  1.23738329
 -0.78178496  0.36714247 -0.31128041 -1.30964271  0.        ]",[-0.47769278 -0.23765452],[ 0.66470299 -4.13245804],-0.553753,-0.160633237121,"[[  1.01857994e+00  -3.00399931e+00   2.10067577e-02   1.44574321e-01]
 [ -4.63708198e-01   1.20763861e-06   0.00000000e+00   0.00000000e+00]]",[-0.36922395 -3.7999177 ]
48,"[ 0.20759601 -0.47064454  1.18658855  0.23325294  0.18280182  1.23738101
 -0.70818069  0.36714229 -0.30932242 -1.30839352  0.        ]",[-0.47769278 -0.23765452],[-0.77875056 -3.51348334],-0.684035,-0.160470061902,"[[  1.03580309e+00  -3.00399927e+00   2.10067577e-02   1.44574321e-01]
 [  2.17722318e+00   2.18431627e-06   0.00000000e+00   0.00000000e+00]]",[-0.60959506 -3.81517839]
49,"[ 0.19244626 -0.47064413  1.19677315  0.23325288  0.18280169  1.23737874
 -0.79531343  0.3671413  -0.30794584 -1.30748327  0.        ]",[-0.47769278 -0.23765452],[-1.11261755 -4.49055293],-0.382971,-0.160352021286,"[[  1.04797937e+00  -3.00399930e+00   2.10067577e-02   1.44574321e-01]
 [ -9.49177062e-01  -3.18705653e-06   0.00000000e+00   0.00000000e+00]]",[-0.35001111 -3.781394  ]
